gene	peak	beta	se	z	p	boot_basic_p
ENSMUSG00000026229	chr1-85901746-85902525	0.0303914550910909	0.0224480662441029	1.35385626363584	0.175782239344139	NA
ENSMUSG00000068966	chr2-33130011-33132212	0.0714259293833011	0.0441144014307035	1.61910684644559	0.10542427598757	NA
ENSMUSG00000053192	chr3-95627739-95628375	0.0446315107819742	0.0161865495004687	2.75732087191788	0.00582771334993117	NA
ENSMUSG00000042359	chr2-76532054-76533197	-0.0230855444386714	0.0130660364786188	-1.7668360620643	0.077255687381686	NA
ENSMUSG00000068739	chr3-107895300-107896741	0.0210271769239569	0.0284964877335411	0.737886616784966	0.460583352276923	NA
ENSMUSG00000074643	chr2-155472640-155474561	-0.0549990264776953	0.0189035176023792	-2.90945990236087	0.00362053826800513	NA
ENSMUSG00000106032	chr3-94786007-94787806	-0.028089598990933	0.0623944965833744	-0.450193535152549	0.652570897371909	NA
ENSMUSG00000027999	chr3-129621017-129621683	0.103479564978129	0.0557585284460698	1.85585179275696	0.0634746858576608	NA
ENSMUSG00000001016	chr3-90264745-90266717	0.0810766557540132	0.0220152242633104	3.68275402441082	0.000230727765804408	NA
ENSMUSG00000070372	chr3-105058449-105059707	-0.00495411190368623	0.0270676813124194	-0.183026829912215	0.85477696696437	NA
ENSMUSG00000042854	chr2-166206063-166207837	0.0260113799355588	0.0998197319078918	0.260583548346541	0.79441367798296	NA
ENSMUSG00000025981	chr1-55453311-55455111	0.053155244554736	0.0476871075102465	1.11466698925521	0.264993151984554	NA
ENSMUSG00000027983	chr3-131285279-131286919	0.0703652437109894	0.0784317820467051	0.89715217319795	0.369637721898385	NA
ENSMUSG00000053925	chr1-170538028-170539694	0.0941924098285737	0.0520273761236439	1.81043936570478	0.0702276792742033	NA
ENSMUSG00000028187	chr3-146399014-146399677	0.1119877367053	0.0827643268862724	1.35309185634027	0.176026286973506	NA
ENSMUSG00000052428	chr1-167066011-167067531	0.00289844555533701	0.0355435972693392	0.0815462074188333	0.935007579004026	NA
ENSMUSG00000036752	chr2-24684191-24686183	0.111785870578012	0.0227689787551369	4.90956892622123	9.12768143000183e-07	NA
ENSMUSG00000014873	chr2-27006058-27007002	-0.0357713920926053	0.063270733402335	-0.565370277362475	0.57182193679409	NA
ENSMUSG00000042429	chr1-134335406-134336190	0.0587615677275378	0.03349500242572	1.75433836309909	0.0793725459660179	NA
ENSMUSG00000033439	chr3-116422772-116425280	0.0473722155636079	0.026968071915684	1.75660372427505	0.0789853777425089	NA
ENSMUSG00000080727	chr3-96001012-96001987	0.0654425374926109	0.044566237665667	1.4684330767061	0.141986622368038	NA
ENSMUSG00000026200	chr1-75277271-75278779	-0.0861039471249661	0.0872858207350886	-0.986459729654035	0.323907567206855	NA
ENSMUSG00000028271	chr3-142332820-142334512	-0.00470335632244967	0.0432557135168003	-0.108733758850676	0.913413664902198	NA
ENSMUSG00000070476	chr2-178252508-178254334	0.114570563155133	0.0585351060768498	1.95729658377513	0.0503126089267779	NA
ENSMUSG00000015094	chr2-25053978-25056099	0.111793001355954	0.0149392576236444	7.48316979145062	7.25510481219073e-14	NA
ENSMUSG00000033021	chr1-75559189-75560280	0.145541466680794	0.0569193093459063	2.5569787889786	0.0105585655518583	NA
ENSMUSG00000026944	chr2-25242028-25243344	0.0525583854028354	0.0414313082905418	1.26856687783701	0.20459558393653	NA
ENSMUSG00000039041	chr2-179709087-179711284	0.110590957139431	0.057300169779123	1.93002843736293	0.053603314323634	NA
ENSMUSG00000028041	chr3-88761478-88762846	-0.0387133894325211	0.0653389572304254	-0.592500876559658	0.553515233944037	NA
ENSMUSG00000036086	chr1-127989679-127990865	-0.0308121995703082	0.0497870603287204	-0.618879672084871	0.535995630969359	NA
ENSMUSG00000101799	chr1-51514399-51515953	0.142146106481662	0.0698502540482013	2.03501201847558	0.0418496636957458	NA
ENSMUSG00000053024	chr1-132046215-132047065	0.214803091922312	0.0735507818565125	2.9204732635115	0.00349500184857225	NA
ENSMUSG00000036745	chr3-146564160-146565191	-0.0751057726974863	0.0233567608321186	-3.21559026259352	0.00130176549537336	NA
ENSMUSG00000037773	chr2-130383002-130384276	-0.137108585128378	0.089312620301447	-1.5351535389468	0.124746117764725	NA
ENSMUSG00000026111	chr1-37366977-37369484	0.104022483289994	0.0298696562863019	3.48254704684026	0.000496667940658467	NA
ENSMUSG00000000826	chr2-181312696-181314904	0.0163306747924597	0.016823063707332	0.970731317229827	0.331682092470505	NA
ENSMUSG00000097760	chr1-132623379-132624439	0.128218277002148	0.0734565531187215	1.74549814221367	0.080898195556356	NA
ENSMUSG00000027475	chr2-152671078-152671990	-0.00531311965455059	0.0331956379105307	-0.160054753846592	0.872837942790392	NA
ENSMUSG00000027312	chr2-131159381-131161134	0.0229951208638941	0.0115835150025354	1.98515915582283	0.0471267669437563	NA
ENSMUSG00000037885	chr2-129573574-129575489	0.0145839345391956	0.0488588203616062	0.298491335469404	0.76532818818333	NA
ENSMUSG00000075334	chr2-53500814-53502564	0.254253037354334	0.0388271756572336	6.54832686257893	5.81852608458402e-11	NA
ENSMUSG00000033964	chr1-138901375-138902467	0.031340162313342	0.0408474390020421	0.767249136764124	0.442933403252584	NA
ENSMUSG00000067847	chr2-156256709-156257774	0.0292585444266467	0.048271344993193	0.606126562886793	0.544430713321219	NA
ENSMUSG00000035666	chr2-28755426-28756616	0.101669663680832	0.0810372793120285	1.25460361631046	0.209622690030196	NA
ENSMUSG00000075270	chr2-76049589-76051892	-0.297291316349698	0.0288044546917674	-10.3210187289075	5.66191877765385e-25	NA
ENSMUSG00000027176	chr2-104317421-104318273	0.00486865259566714	0.0202103432223019	0.240899055603105	0.809633354108123	NA
ENSMUSG00000027291	chr2-120608643-120609971	0.0834674330189722	0.0319599713680206	2.61162414877788	0.00901132626637345	NA
ENSMUSG00000090210	chr3-96593405-96594546	0.109154556173207	0.0660346827261339	1.65298827323672	0.0983332502107771	NA
ENSMUSG00000046020	chr2-152707191-152708285	0.0786819103324759	0.044364191909914	1.77354544160857	0.07613836903651	NA
ENSMUSG00000059149	chr1-131754789-131755501	0.0211462740697972	0.0321692476144457	0.657344378185001	0.510959507515876	NA
ENSMUSG00000027244	chr2-91181755-91184207	-0.00853456191985671	0.0244365796892092	-0.349253538277513	0.726898975894556	NA
ENSMUSG00000038848	chr2-180786698-180788749	0.00912876859214376	0.0349814538196518	0.260960240223504	0.794123168795485	NA
ENSMUSG00000027209	chr2-125579336-125581831	-0.0159883677479746	0.0887375596649399	-0.180175878267831	0.85701449486985	NA
ENSMUSG00000045216	chr1-36470906-36472512	-0.0303557349692693	0.0440028244431162	-0.689858784144892	0.49028299714566	NA
ENSMUSG00000019710	chr3-88022306-88024519	0.027990630702763	0.0418151796189027	0.669389225584235	0.503247222821634	NA
ENSMUSG00000008136	chr1-43316756-43317817	0.115895733858596	0.0355609044826655	3.25907722383976	0.00111775238145278	NA
ENSMUSG00000019188	chr2-152686245-152687710	0.0478363158968307	0.0221990399558817	2.15488219273898	0.031171054199779	NA
ENSMUSG00000027784	chr3-69542535-69543516	0.0723446201100779	0.0191158324577003	3.78453934821634	0.000153993543302358	NA
ENSMUSG00000017670	chr2-164964316-164964999	0.12389403475878	0.0342916234489414	3.61295331914667	0.00030272921986206	NA
ENSMUSG00000040506	chr2-91925420-91925758	0.0151423197793383	0.0167484621644029	0.904102097894196	0.365941266082276	NA
ENSMUSG00000059540	chr2-181133821-181135751	-0.000950792254082356	0.0471669733412626	-0.0201580085964639	0.983917325358296	NA
ENSMUSG00000034353	chr1-90840096-90840716	0.280071992205753	0.0294576481396719	9.50761550541325	1.9508283127015e-21	NA
ENSMUSG00000027894	chr3-107038554-107039679	-0.0681967323097746	0.0238291376187669	-2.86190517679773	0.00421102872279963	NA
ENSMUSG00000026185	chr1-72865754-72866600	0.206371352195159	0.0412875453452989	4.99839238368906	5.78102553962839e-07	NA
ENSMUSG00000050043	chr2-84868523-84869967	0.119276329021373	0.0262876053416797	4.53736000183545	5.69628204003446e-06	NA
ENSMUSG00000039725	chr2-165594603-165596068	0.0530007927028144	0.093671584900636	0.565815052227802	0.571519512994351	NA
ENSMUSG00000016179	chr1-192854518-192856225	-0.36047987028008	0.0715532582926437	-5.03792390286076	4.70608460419982e-07	NA
ENSMUSG00000044349	chr2-158347700-158348334	-0.11065290527787	0.00569692417370937	-19.4232715591547	4.9062612164975e-84	NA
ENSMUSG00000010175	chr1-189532489-189533692	0.0769670005361383	0.0255642790034892	3.01072447713599	0.00260625223878066	NA
ENSMUSG00000026353	chr1-128471953-128473320	0.0420040105355142	0.0175795179777575	2.3893721425502	0.0168771971947817	NA
ENSMUSG00000042046	chr1-131846220-131848396	0.0886189166816246	0.0287232235989119	3.08527057822931	0.00203367050565093	NA
ENSMUSG00000042737	chr3-89157962-89160479	0.119850855243173	0.0473537152390023	2.5309704769365	0.0113747422319949	NA
ENSMUSG00000099924	chr1-51364793-51366341	-0.0100833094309984	0.0812631817200333	-0.124082139261262	0.901250239667939	NA
ENSMUSG00000026339	chr1-121430621-121432278	-0.0347063728006122	0.0305458889398356	-1.13620437987486	0.255871037915784	NA
ENSMUSG00000001416	chr3-88070275-88072534	0.159493268893583	0.0288489049087031	5.528572727399	3.22846583408006e-08	NA
ENSMUSG00000087679	chr2-25862600-25864662	0.140296082183643	0.0837398587041168	1.6753799726288	0.0938597034945443	NA
ENSMUSG00000028051	chr3-89449034-89450002	-0.162293270460004	0.12668224910027	-1.28110506099041	0.200156766451777	NA
ENSMUSG00000026568	chr1-165301013-165303307	-0.0216970516091298	0.016689437855803	-1.3000468797447	0.19358490222913	NA
ENSMUSG00000032869	chr2-151970293-151971376	0.057646630453543	0.0495917337823525	1.16242417953245	0.245063206309496	NA
ENSMUSG00000027883	chr3-108880602-108882175	0.264475547962711	0.068959420843253	3.83523447164489	0.000125444564773553	NA
ENSMUSG00000039804	chr2-164960597-164962533	0.017965546745471	0.0195662647865106	0.918189901930427	0.358519454413324	NA
ENSMUSG00000027613	chr2-156064988-156066918	0.169469444824063	0.052606246416734	3.22147000342063	0.00127534811917556	NA
ENSMUSG00000075415	chr2-31116156-31116854	0.0082002686779171	0.0248949319636201	0.329395102983228	0.741857068716536	NA
ENSMUSG00000026473	chr1-153307949-153309689	0.0867101761412157	0.0278662270778029	3.11165827720845	0.0018603971429058	NA
ENSMUSG00000042046	chr1-132740761-132742074	0.0217759256588782	0.0225678732366869	0.96490818742631	0.334590800206319	NA
ENSMUSG00000033396	chr2-122367636-122369885	-0.0319559997587714	0.0289160318670456	-1.1051308805338	0.269102881497904	NA
ENSMUSG00000025981	chr1-55052025-55053370	0.0871286237143664	0.0278831351654964	3.12477858738721	0.00177938939341458	NA
ENSMUSG00000027131	chr2-112261653-112263057	0.0978533189800393	0.0252235695014938	3.87943978247188	0.000104697315215777	NA
ENSMUSG00000044337	chr1-90054486-90055681	0.47014568474048	0.0510188396396452	9.21513872250329	3.10876065282024e-20	NA
ENSMUSG00000042671	chr1-153673883-153674355	0.217179355451486	0.0696370372320885	3.1187334223836	0.0018163020963615	NA
ENSMUSG00000026307	chr1-91037206-91038311	-0.0445966655780042	0.0851758015968203	-0.523583749632349	0.600568086564954	NA
ENSMUSG00000042699	chr1-153401386-153402239	0.0260828285480667	0.0326846664522821	0.798014218261833	0.424862239163527	NA
ENSMUSG00000041426	chr1-52758178-52759861	0.00201015621275808	0.0536553130317925	0.0374642528237046	0.97011484223977	NA
ENSMUSG00000034343	chr1-90903726-90904925	0.00601373622010739	0.0335890630492117	0.179038522488603	0.85790745378958	NA
ENSMUSG00000026179	chr1-74391242-74392673	0.0380755357832137	0.0237910649960892	1.60041325554247	0.109506936404553	NA
ENSMUSG00000060802	chr2-121716730-121717616	-0.117250927897667	0.0740096896264461	-1.58426455359393	0.113133528571109	NA
ENSMUSG00000026239	chr1-86281128-86282685	0.0913899458769707	0.0415566579098484	2.19916495872284	0.0278661949717574	NA
ENSMUSG00000101840	chr1-75342759-75343304	-0.125731893357699	0.0652595204761554	-1.92664445647649	0.0540239542940642	NA
ENSMUSG00000035666	chr2-28325006-28326935	-0.0540204714368125	0.0725786663015061	-0.744302343782411	0.456693583640857	NA
ENSMUSG00000039844	chr2-29194138-29195235	0.0510169306314456	0.0284667312893286	1.7921597710999	0.0731073766755651	NA
ENSMUSG00000048039	chr3-88225822-88226569	0.107880365614755	0.0524935177817731	2.05511785404127	0.0398676228394935	NA
ENSMUSG00000037152	chr3-51727532-51729816	0.0483471333795174	0.0349589266518768	1.38296961634324	0.166674182420415	NA
ENSMUSG00000027562	chr3-14533335-14534825	-0.0676216961089539	0.0304497116083149	-2.22076638947505	0.0263667881633056	NA
ENSMUSG00000026688	chr1-166922625-166924594	0.0912592796856355	0.0344734066316217	2.64723706191327	0.00811524415405704	NA
ENSMUSG00000073557	chr1-134555966-134557361	0.0309012849744317	0.0112924021060544	2.73646693451202	0.00621028357935898	NA
ENSMUSG00000028360	chr3-153238104-153238969	-0.159840116364227	0.0130531657505747	-12.2453142339964	1.77986374957079e-34	NA
ENSMUSG00000034032	chr2-120093452-120094511	0.048337564695305	0.0807708204564869	0.598453308040193	0.549537505160207	NA
ENSMUSG00000027639	chr2-156862057-156863858	0.052623925928289	0.0512104709506569	1.02760089785142	0.304137601699844	NA
ENSMUSG00000026102	chr1-53352128-53353103	-0.0190173563375007	0.0282405126178781	-0.67340690995324	0.500688453768296	NA
ENSMUSG00000037307	chr2-144164935-144166323	0.0613420909723991	0.0332697497989752	1.84377975016478	0.0652152450013569	NA
ENSMUSG00000079610	chr1-36603049-36604091	0.23826151884782	0.084748465835876	2.81139624768238	0.00493269964833554	NA
ENSMUSG00000067787	chr2-157536753-157537801	0.0832472569316105	0.0322232919179614	2.58344979599083	0.00978177023022961	NA
ENSMUSG00000089706	chr1-97660475-97662450	0.0268668634477825	0.0285161432594197	0.94216329337971	0.346109043699951	NA
ENSMUSG00000084799	chr1-63175938-63177630	-0.00235189680914331	0.0292278188336657	-0.0804677496643818	0.935865245074376	NA
ENSMUSG00000037351	chr1-36813408-36814892	0.0437585883853286	0.0238377958424241	1.83568097799762	0.0664048528619366	NA
ENSMUSG00000017664	chr2-164996902-164998990	0.087136791342899	0.0485552625294994	1.79459005684419	0.0727190385097624	NA
ENSMUSG00000026958	chr2-25607438-25609014	0.0535778329565427	0.0597977057619416	0.895984758509623	0.370260903545074	NA
ENSMUSG00000102517	chr2-4089029-4090015	-0.100473441686838	0.1048359110404	-0.958387643029291	0.337867323951439	NA
ENSMUSG00000037624	chr1-189006983-189008418	0.209312270342369	0.0237066117014285	8.82927821902765	1.05353363200643e-18	NA
ENSMUSG00000042772	chr1-153083349-153085647	0.00483954905922359	0.0213508957815918	0.22666726064937	0.820682486735618	NA
ENSMUSG00000050947	chr3-108203740-108204385	0.379793533433129	0.0632590285724794	6.0037838392978	1.92771308826853e-09	NA
ENSMUSG00000027387	chr2-128572744-128573659	-0.0995308111848277	0.073259221304031	-1.35861137223624	0.174269769627556	NA
ENSMUSG00000039021	chr2-32220961-32222242	0.225620880739759	0.0785371571985311	2.87279153954377	0.00406862485430958	NA
ENSMUSG00000060771	chr1-38240069-38242207	-0.119262228670336	0.0238270900715713	-5.00532076355521	5.57690846058432e-07	NA
ENSMUSG00000026854	chr2-30985333-30985723	0.0116063450043468	0.0489997623592008	0.236865332514565	0.812761265358243	NA
ENSMUSG00000010505	chr2-181678737-181679234	0.130224636270149	0.0423558546871967	3.07453685522048	0.00210829670762253	NA
ENSMUSG00000056211	chr1-127989679-127990865	-0.149322887749145	0.00740272092884647	-20.1713517481488	1.74795265226145e-90	NA
ENSMUSG00000026104	chr1-52163706-52164656	0.114773976459288	0.076843467815946	1.49360745579822	0.135278249556371	NA
ENSMUSG00000017929	chr2-167436199-167437076	0.138945695310654	0.040006032892664	3.47311855897946	0.000514448047697138	NA
ENSMUSG00000026869	chr2-34509260-34510483	0.0522393315626821	0.0481107923962206	1.08581316084883	0.27756166252736	NA
ENSMUSG00000026594	chr1-156717874-156719691	-0.0128121216361948	0.012956763053179	-0.988836608619716	0.322743089743932	NA
ENSMUSG00000042035	chr3-101349650-101350882	1.00568376322319	0.0542332526806646	18.5436741023969	9.17351235109392e-77	NA
ENSMUSG00000042390	chr3-90219937-90221165	0.0363201746924389	0.0183389432064503	1.98049442018361	0.0476479997111406	NA
ENSMUSG00000036327	chr2-26156166-26157269	0.0931707349592383	0.0518624398369847	1.796497335106	0.072415456158185	NA
ENSMUSG00000027895	chr3-107852913-107854108	0.399962690953268	0.0483174283232462	8.27781413111426	1.25456844298028e-16	NA
ENSMUSG00000027316	chr2-131040170-131042065	0.147877579334038	0.030802839788176	4.80077747217327	1.58050818406106e-06	NA
ENSMUSG00000027222	chr2-91944109-91945352	0.13079372924854	0.0629525997355977	2.07765413657063	0.0377412261140239	NA
ENSMUSG00000048486	chr2-163054041-163055243	0.11735804147201	0.060416118552582	1.94249555058507	0.0520771380627709	NA
ENSMUSG00000026632	chr1-191031127-191031818	-0.0890849523809171	0.0533724177511552	-1.66911967144282	0.0950936655106973	NA
ENSMUSG00000075270	chr2-76532054-76533197	-0.244763964142729	0.0303594520385047	-8.0621996679089	7.49336744311983e-16	NA
ENSMUSG00000027371	chr2-127773757-127775198	0.0280519563813856	0.0809126997799199	0.346694109301581	0.728821136163795	NA
ENSMUSG00000027220	chr2-92712195-92713254	0.0467289376758803	0.0323771000675368	1.44327124969211	0.148944075393385	NA
ENSMUSG00000026319	chr1-105944700-105945604	0.0335303902943599	0.0155885771400528	2.15095899985689	0.031479435974456	NA
ENSMUSG00000063019	chr2-157478480-157479349	0.0914974572234758	0.033859413703636	2.70227529703653	0.00688667156690938	NA
ENSMUSG00000026637	chr1-191784351-191787934	0.347656682313997	0.0761101677343252	4.56780864716457	4.92849641640598e-06	NA
ENSMUSG00000074576	chr2-168319746-168321424	0.132028300326501	0.0874549224914189	1.50967260121299	0.131126985836439	NA
ENSMUSG00000027829	chr3-65441513-65443299	0.110144795422943	0.0278673694386449	3.95246475148818	7.73503259105486e-05	NA
ENSMUSG00000025969	chr1-62964075-62964824	0.157319534935679	0.0234091374420542	6.72043279360888	1.81185587966886e-11	NA
ENSMUSG00000026103	chr1-52003999-52004733	-0.0315270575931239	0.00858494408201293	-3.67236609719788	0.000240315077486298	NA
ENSMUSG00000044835	chr1-161130760-161131940	0.0513568832906004	0.0273205128118701	1.87979206848149	0.060136421852167	NA
ENSMUSG00000042305	chr1-134151371-134152269	0.122992975036258	0.0518359925035679	2.37273309713887	0.0176570179306578	NA
ENSMUSG00000057738	chr2-29582169-29582995	-0.012341184470676	0.013555495128645	-0.910419306233759	0.362601419893592	NA
ENSMUSG00000053552	chr2-130256388-130257661	0.00640702194478207	0.0510423281851253	0.125523701065211	0.900108962692266	NA
ENSMUSG00000002227	chr3-104294804-104296296	-0.0705631874546033	0.0623210510627882	-1.13225284636986	0.25752814820037	NA
ENSMUSG00000033161	chr3-101570720-101572626	0.238145289386533	0.0192531140560095	12.3691829121118	3.83704767154343e-35	NA
ENSMUSG00000000826	chr2-181159118-181160305	0.0453349784702534	0.0170601738034046	2.65735736298338	0.00787559096299367	NA
ENSMUSG00000026443	chr1-132728238-132729186	-0.015415908718855	0.0204143237642225	-0.755151573811741	0.450158041156843	NA
ENSMUSG00000026511	chr1-181501867-181503563	0.147431771454453	0.0310008642138778	4.75573101566808	1.97729601359713e-06	NA
ENSMUSG00000036186	chr2-26646616-26647682	0.0807582228202089	0.0329454164461065	2.45127339495971	0.0142351786371285	NA
ENSMUSG00000046404	chr1-131137684-131139024	0.0321273687114803	0.0336506110397319	0.954733590826833	0.339712438270979	NA
ENSMUSG00000026280	chr1-93577108-93578509	0.00745008271922262	0.0348523033341227	0.213761559682298	0.830733002972004	NA
ENSMUSG00000060671	chr3-90100818-90103502	-0.03732351003627	0.0624811040331633	-0.597356762717568	0.550269214457624	NA
ENSMUSG00000027808	chr3-58414183-58417358	0.0022647242236187	0.0360980590782976	0.0627381161603858	0.949975044856749	NA
ENSMUSG00000042642	chr3-89281908-89282380	-0.128924627455136	0.0947816155428092	-1.36022821215687	0.173757717459316	NA
ENSMUSG00000038861	chr3-94610456-94612696	0.0425625056350319	0.0302507601988854	1.40698962125917	0.159430466378175	NA
ENSMUSG00000014873	chr2-26329392-26333289	0.0928118115991099	0.0762089020754538	1.2178605001712	0.22327698880972	NA
ENSMUSG00000101693	chr1-133177475-133177853	-0.108018853905834	0.0890274155393337	-1.21332123651404	0.225007026659387	NA
ENSMUSG00000027649	chr2-157348998-157350169	0.0417543766129322	0.0346869812673303	1.20374777762106	0.228687079642668	NA
ENSMUSG00000068922	chr3-88578881-88580267	0.0876005138654877	0.062200908051447	1.40834782979426	0.159028099236666	NA
ENSMUSG00000009563	chr2-32693684-32694723	0.098251092248663	0.0392637126483847	2.5023383073456	0.012337596750029	NA
ENSMUSG00000026864	chr2-34668274-34669335	0.125544860410356	0.0188253626537977	6.66892121650734	2.57690528689207e-11	NA
ENSMUSG00000034848	chr2-66189946-66190671	-0.0661207391186707	0.025188592976895	-2.625027097755	0.00866420715703954	NA
ENSMUSG00000026834	chr2-58288877-58290546	0.480937385478715	0.0381086281701628	12.6201705118125	1.63466957303315e-36	NA
ENSMUSG00000027950	chr3-89295457-89296294	-0.200509454604644	0.0896948948511725	-2.23546117019639	0.0253870881015221	NA
ENSMUSG00000075040	chr2-91629596-91630730	0.0751946839517659	0.0512521501267804	1.467151792964	0.142334767412818	NA
ENSMUSG00000027881	chr3-108414865-108416416	0.0798069068503425	0.0193503067498624	4.12432256924868	3.7182749443484e-05	NA
ENSMUSG00000028107	chr3-95227290-95230917	-0.101136111775713	0.0371359384230633	-2.72340261402691	0.00646132620909559	NA
ENSMUSG00000027395	chr2-129133231-129133930	0.136066493328763	0.0668525732175799	2.03532170535782	0.0418185135690741	NA
ENSMUSG00000053333	chr1-87001095-87002233	-0.0177428014714139	0.0296978217028932	-0.597444541519533	0.55021062323425	NA
ENSMUSG00000026933	chr2-25607438-25609014	0.0665581016566513	0.0202577552782368	3.28556154136957	0.00101779305961957	NA
ENSMUSG00000008604	chr3-88761478-88762846	0.0909492855444461	0.0587137708435028	1.5490281792131	0.121374946216794	NA
ENSMUSG00000026623	chr1-191905982-191907867	-0.0289185160968176	0.011645095532805	-2.48332149919699	0.0130163551567928	NA
ENSMUSG00000017412	chr2-52943026-52944447	0.0265881815074884	0.0138763821340872	1.91607446743448	0.0553556177099597	NA
ENSMUSG00000033721	chr3-109122206-109123960	0.188380975674481	0.0301859247896602	6.24068922808052	4.35647017891138e-10	NA
ENSMUSG00000039648	chr2-30400728-30401883	-0.0506478706593109	0.0934210816735215	-0.542146052604164	0.58771789565517	NA
ENSMUSG00000025979	chr1-54925503-54926865	0.0665373280588809	0.0211716977231101	3.14274882104762	0.00167369394495854	NA
ENSMUSG00000027533	chr3-10330499-10331540	0.0424481346080399	0.0219895516388507	1.9303774494903	0.0535600869635401	NA
ENSMUSG00000016349	chr2-180941547-180942688	0.0714032426337396	0.0217702778148482	3.27984985956586	0.00103862343703532	NA
ENSMUSG00000055013	chr1-89471264-89472495	0.141623056218301	0.0181985279193846	7.78211605057614	7.13213959792282e-15	NA
ENSMUSG00000039621	chr2-166956516-166957438	0.0656218753376967	0.0606795952307376	1.08144879820252	0.279497524903838	NA
ENSMUSG00000026142	chr1-82316046-82317201	0.0387788936968535	0.043531112328076	0.890831674701832	0.373019479632922	NA
ENSMUSG00000027628	chr2-156110725-156112316	0.106769896907256	0.0420272158517348	2.54049417129898	0.0110695938752237	NA
ENSMUSG00000091337	chr2-125196079-125197306	0.0969188151447194	0.0179539225659091	5.39819723455578	6.73138443920193e-08	NA
ENSMUSG00000026567	chr1-165641114-165643304	0.188151595645671	0.0413639401782035	4.54868648477586	5.39817944887458e-06	NA
ENSMUSG00000027475	chr2-152696508-152697355	0.0108937014592005	0.0279792874819876	0.389348780458172	0.697018155835965	NA
ENSMUSG00000048911	chr2-131529702-131531059	0.0379403412483851	0.0336478218826326	1.12757198313535	0.259500724416206	NA
ENSMUSG00000026254	chr1-86930826-86932495	0.00939266731086032	0.0392843763396162	0.239094219790077	0.811032523755618	NA
ENSMUSG00000027175	chr2-104184740-104186349	0.0122178133015046	0.0288240398588014	0.423875812042839	0.671656385113411	NA
ENSMUSG00000074578	chr2-166574822-166576024	0.0992306082185526	0.0534392481559504	1.85688630814884	0.0633273309365077	NA
ENSMUSG00000049288	chr3-96679177-96681007	0.0926242870689582	0.0512534045340104	1.80718311127011	0.0707337333183463	NA
ENSMUSG00000026926	chr2-26351270-26353489	0.0300546815862238	0.038236523805201	0.786020239165561	0.431855630091717	NA
ENSMUSG00000026240	chr1-86031721-86032992	0.0905233501551907	0.0424792495623897	2.13100163227314	0.0330890077111957	NA
ENSMUSG00000027896	chr3-107332076-107334373	0.000961024749274942	0.0362090694952526	0.0265409954652643	0.978825835452276	NA
ENSMUSG00000026930	chr2-25877306-25879539	0.155929134725656	0.0466696777979651	3.34112301783355	0.000834402436027237	NA
ENSMUSG00000085767	chr2-26227782-26228502	0.146765985702056	0.0708591429847937	2.07123568702421	0.0383367761063005	NA
ENSMUSG00000016356	chr2-180498972-180501728	0.00957660436255556	0.0610195686484442	0.156943167162158	0.87528963890778	NA
ENSMUSG00000027787	chr3-69185982-69187727	-0.00321759934494946	0.0343987854896574	-0.0935381670936287	0.925476029638356	NA
ENSMUSG00000027263	chr2-120969512-120971316	0.112238814715003	0.0309026546916717	3.63201206611066	0.000281219969081088	NA
ENSMUSG00000027714	chr3-36520718-36522006	-0.00812110466034949	0.0466971400430232	-0.173910107832457	0.861936108780904	NA
ENSMUSG00000040133	chr2-118203064-118204405	-0.0464359101287519	0.0387684708388657	-1.19777512818998	0.231004572393483	NA
ENSMUSG00000070476	chr2-178101843-178102566	0.0883659842848124	0.068561800122972	1.28885157808459	0.197449690765228	NA
ENSMUSG00000049288	chr3-96171532-96173172	0.0120147833678678	0.0316274060735627	0.379885196399681	0.704030636613628	NA
ENSMUSG00000042520	chr3-89866919-89867905	0.0166994628474397	0.018344010204874	0.910349626986289	0.362638154205273	NA
ENSMUSG00000005674	chr1-171036634-171037365	-0.00485985571649339	0.057219952206921	-0.0849328866776922	0.932314746450952	NA
ENSMUSG00000064068	chr3-88949576-88951360	0.0674903932679811	0.034218906167537	1.97231299380365	0.0485738872088919	NA
ENSMUSG00000027951	chr3-89866919-89867905	0.00702819886962633	0.0227508122653954	0.308920788745482	0.757381782617573	NA
ENSMUSG00000027882	chr3-108770626-108771563	0.276303291999241	0.0477592533598301	5.78533525048022	7.23678559380947e-09	NA
ENSMUSG00000028039	chr3-89182639-89184645	0.0482338798812422	0.0380785639431995	1.26669377430281	0.205264806972998	NA
ENSMUSG00000053483	chr1-170857161-170858016	0.178961046584631	0.0587330427783929	3.04702494743672	0.00231118527104748	NA
ENSMUSG00000027742	chr3-53040627-53042396	0.0450561393427876	0.0387481463988062	1.16279470194672	0.244912807238627	NA
ENSMUSG00000037395	chr1-192101358-192101990	0.0128900623212036	0.0266890426768045	0.482972074993396	0.629115564189425	NA
ENSMUSG00000068732	chr3-108195864-108198031	0.0370471246642232	0.0494324654557967	0.749449260169945	0.453586470007293	NA
ENSMUSG00000026921	chr2-26444764-26446409	0.0667139284075897	0.0489200861521024	1.36373284789734	0.172651661838147	NA
ENSMUSG00000026426	chr1-135374075-135375767	0.13115541319914	0.0231857595055814	5.65672274688985	1.54290699221287e-08	NA
ENSMUSG00000047030	chr2-167781554-167783101	0.0930835225690852	0.0371187728110592	2.5077209056155	0.0121512601273915	NA
ENSMUSG00000038633	chr1-181851231-181852988	0.0719895500878193	0.0403789511337373	1.78284844124321	0.0746109778826175	NA
