ENSMUSG00000026565	chr1-165459442-165462006
ENSMUSG00000101840	chr1-74880730-74881603
ENSMUSG00000027784	chr3-69044099-69045886
ENSMUSG00000074807	chr2-129183372-129184414
ENSMUSG00000005802	chr2-122117578-122118997
ENSMUSG00000054484	chr2-120608643-120609971
ENSMUSG00000027305	chr2-119287857-119289423
ENSMUSG00000003662	chr2-127069813-127071534
ENSMUSG00000002107	chr2-7146686-7148085
ENSMUSG00000073616	chr1-92520722-92522105
ENSMUSG00000027603	chr2-155513544-155515124
ENSMUSG00000027306	chr2-119814364-119815436
ENSMUSG00000104586	chr3-58414183-58417358
ENSMUSG00000041907	chr1-43178296-43179697
ENSMUSG00000026234	chr1-86441325-86443276
ENSMUSG00000026058	chr1-32240690-32243226
ENSMUSG00000026504	chr1-177126115-177127352
ENSMUSG00000034066	chr1-93080822-93081463
ENSMUSG00000055371	chr2-52730585-52733043
ENSMUSG00000092607	chr3-94837155-94838889
ENSMUSG00000027304	chr2-119111569-119113270
ENSMUSG00000037761	chr2-158643614-158644569
ENSMUSG00000027439	chr2-148634062-148635111
ENSMUSG00000042305	chr1-134755114-134756924
ENSMUSG00000013593	chr1-170647489-170648481
ENSMUSG00000044647	chr2-65482738-65484481
ENSMUSG00000027273	chr2-136628598-136629699
ENSMUSG00000003135	chr1-39662724-39663882
ENSMUSG00000026135	chr1-74303317-74304612
ENSMUSG00000016344	chr2-180495402-180496339
ENSMUSG00000023572	chr2-121243870-121245371
ENSMUSG00000027655	chr2-158256996-158258173
ENSMUSG00000026966	chr2-25254916-25256144
ENSMUSG00000051703	chr1-75457517-75459855
ENSMUSG00000068744	chr3-107852913-107854108
ENSMUSG00000019715	chr2-30285562-30287338
ENSMUSG00000026095	chr1-53061537-53063124
ENSMUSG00000026269	chr1-93080822-93081463
ENSMUSG00000053916	chr2-150882840-150885502
ENSMUSG00000026074	chr1-40324024-40326442
ENSMUSG00000090120	chr3-65321875-65323025
ENSMUSG00000039725	chr2-165286356-165289711
ENSMUSG00000017679	chr2-163601836-163603126
ENSMUSG00000026854	chr2-30827327-30828740
ENSMUSG00000074579	chr3-65911867-65913478
ENSMUSG00000045658	chr1-84620686-84621958
ENSMUSG00000053164	chr2-37771450-37772451
ENSMUSG00000026207	chr1-74880730-74881603
ENSMUSG00000026078	chr1-39251356-39252229
ENSMUSG00000046793	chr3-107985167-107987046
ENSMUSG00000046519	chr3-95014650-95016966
ENSMUSG00000042766	chr3-89308172-89308816
ENSMUSG00000041763	chr1-43753978-43755470
ENSMUSG00000042207	chr1-134048821-134049209
ENSMUSG00000026825	chr2-32312074-32312939
ENSMUSG00000025968	chr1-63264752-63266541
ENSMUSG00000017969	chr2-166675831-166677460
ENSMUSG00000074923	chr2-118659070-118659595
ENSMUSG00000085439	chr2-72175466-72176424
ENSMUSG00000004105	chr2-33260719-33262126
ENSMUSG00000105279	chr3-143742601-143744284
ENSMUSG00000027297	chr2-119476629-119478595
ENSMUSG00000005102	chr2-118659070-118659595
ENSMUSG00000026575	chr1-164454628-164455263
ENSMUSG00000026600	chr1-155811958-155813507
ENSMUSG00000078919	chr2-167659766-167662284
ENSMUSG00000028098	chr3-96557187-96558481
ENSMUSG00000033705	chr2-119971187-119973581
ENSMUSG00000003662	chr2-127133437-127134571
ENSMUSG00000040549	chr2-91682755-91684261
ENSMUSG00000060445	chr2-178297030-178297817
ENSMUSG00000045576	chr3-104643769-104644578
ENSMUSG00000009418	chr1-135379785-135381269
ENSMUSG00000068264	chr2-130764961-130766070
ENSMUSG00000015222	chr1-66443048-66446438
ENSMUSG00000026305	chr1-90690502-90691848
ENSMUSG00000038685	chr2-180677839-180679411
ENSMUSG00000047030	chr2-167278591-167279705
ENSMUSG00000026853	chr2-30717453-30719411
ENSMUSG00000027162	chr2-109883958-109885152
ENSMUSG00000058729	chr1-180249630-180250572
ENSMUSG00000026229	chr1-86213271-86214767
ENSMUSG00000033400	chr3-116985053-116986549
ENSMUSG00000050144	chr3-88526148-88526701
ENSMUSG00000027238	chr2-121456475-121457792
ENSMUSG00000060679	chr1-43097993-43099302
ENSMUSG00000039069	chr2-180117671-180118189
ENSMUSG00000014602	chr1-92754601-92755728
ENSMUSG00000087625	chr3-33022392-33024284
ENSMUSG00000038576	chr1-183086651-183087679
ENSMUSG00000002107	chr2-7223534-7224872
ENSMUSG00000061689	chr2-156479806-156480535
ENSMUSG00000028107	chr3-95985017-95986785
ENSMUSG00000002459	chr1-5315363-5316684
ENSMUSG00000026860	chr2-30048211-30049550
ENSMUSG00000027782	chr3-68692347-68694339
ENSMUSG00000026707	chr2-14738504-14739984
ENSMUSG00000118506	chr3-90383446-90384332
ENSMUSG00000052865	chr2-65700258-65702101
ENSMUSG00000026925	chr2-26296586-26297520
ENSMUSG00000026017	chr1-59882606-59884312
ENSMUSG00000102302	chr1-164605391-164606969
ENSMUSG00000025964	chr1-63112857-63114997
ENSMUSG00000086118	chr2-155974024-155975487
ENSMUSG00000048997	chr3-107985167-107987046
ENSMUSG00000086969	chr2-84774108-84776349
ENSMUSG00000028104	chr3-96171532-96173172
ENSMUSG00000027663	chr3-32509584-32511476
ENSMUSG00000001415	chr3-87755780-87756718
ENSMUSG00000040687	chr2-90823306-90824428
ENSMUSG00000036850	chr2-25286298-25287806
ENSMUSG00000033342	chr3-116942883-116944091
ENSMUSG00000026662	chr2-5241238-5242228
ENSMUSG00000040383	chr2-114167662-114168612
ENSMUSG00000070883	chr2-69205598-69206827
ENSMUSG00000053141	chr2-162921876-162923615
ENSMUSG00000042814	chr2-152111401-152113509
ENSMUSG00000046793	chr3-108295932-108297309
ENSMUSG00000036160	chr2-26324566-26326318
ENSMUSG00000037902	chr2-129129129-129130549
ENSMUSG00000026516	chr1-181459032-181460516
ENSMUSG00000075419	chr2-30061862-30063070
ENSMUSG00000085316	chr2-117195209-117196422
ENSMUSG00000026767	chr2-12708635-12710719
ENSMUSG00000026074	chr1-39942728-39943381
ENSMUSG00000003464	chr1-172297061-172298586
ENSMUSG00000097156	chr3-88477702-88478732
ENSMUSG00000046999	chr3-68606350-68607173
ENSMUSG00000048222	chr2-121139372-121141296
ENSMUSG00000036766	chr1-84217822-84219191
ENSMUSG00000028093	chr3-97296714-97298578
ENSMUSG00000027244	chr2-91114804-91115808
ENSMUSG00000040133	chr2-118372724-118374467
ENSMUSG00000060798	chr3-40682178-40683699
ENSMUSG00000085838	chr2-73385704-73387147
ENSMUSG00000039804	chr2-164999847-165000572
ENSMUSG00000038349	chr1-55835117-55836499
ENSMUSG00000027342	chr2-132497261-132498889
ENSMUSG00000038174	chr1-58616668-58617708
ENSMUSG00000090077	chr2-180582127-180583570
ENSMUSG00000060802	chr2-121654985-121655782
ENSMUSG00000016194	chr1-192784168-192786668
ENSMUSG00000026797	chr2-32287479-32288959
ENSMUSG00000050896	chr2-84855560-84856342
ENSMUSG00000026239	chr1-86302925-86304575
ENSMUSG00000004895	chr3-88177360-88178498
ENSMUSG00000028041	chr3-88949576-88951360
ENSMUSG00000027746	chr3-53734968-53736166
ENSMUSG00000017764	chr2-164563382-164564656
ENSMUSG00000027411	chr2-130330970-130332431
ENSMUSG00000058897	chr3-130079557-130080380
ENSMUSG00000027296	chr2-119413351-119414594
ENSMUSG00000027933	chr3-90083907-90085972
ENSMUSG00000067578	chr2-172138763-172140603
ENSMUSG00000038671	chr2-181385809-181386520
ENSMUSG00000039145	chr2-5518999-5520661
ENSMUSG00000036281	chr2-25864869-25865933
ENSMUSG00000005804	chr2-122367636-122369885
ENSMUSG00000040383	chr2-113805007-113806388
ENSMUSG00000036186	chr2-27006058-27007002
ENSMUSG00000068290	chr2-130057603-130059186
ENSMUSG00000097428	chr3-88296192-88297965
ENSMUSG00000068130	chr2-150748481-150749868
ENSMUSG00000106093	chr3-105864657-105865956
ENSMUSG00000033526	chr2-121439282-121443297
ENSMUSG00000032902	chr3-104383322-104384761
ENSMUSG00000099632	chr2-163332242-163333268
ENSMUSG00000027304	chr2-119413351-119414594
ENSMUSG00000028063	chr3-88296192-88297965
ENSMUSG00000075318	chr2-65826289-65827263
ENSMUSG00000059588	chr2-83831262-83832287
ENSMUSG00000047583	chr3-154596266-154597903
ENSMUSG00000006800	chr2-166463291-166464148
ENSMUSG00000027628	chr2-156563052-156564605
ENSMUSG00000027353	chr2-132221207-132222940
ENSMUSG00000060771	chr1-37540272-37541725
ENSMUSG00000062127	chr3-105090776-105091454
ENSMUSG00000026925	chr2-26020922-26022334
ENSMUSG00000036352	chr2-26066253-26067420
ENSMUSG00000027550	chr3-14533335-14534825
ENSMUSG00000027419	chr2-142900968-142901918
ENSMUSG00000027300	chr2-130361567-130363089
ENSMUSG00000001416	chr3-88536210-88537306
ENSMUSG00000001138	chr1-36511411-36513135
ENSMUSG00000026495	chr1-178623595-178624521
ENSMUSG00000102548	chr1-166749974-166750661
ENSMUSG00000039671	chr2-165716813-165718531
ENSMUSG00000027249	chr2-91858993-91860280
ENSMUSG00000047459	chr2-154782188-154783610
ENSMUSG00000027177	chr2-104145704-104146374
ENSMUSG00000027692	chr3-27968242-27969486
ENSMUSG00000027472	chr2-153224810-153226284
ENSMUSG00000032883	chr1-78657284-78659573
ENSMUSG00000026764	chr2-49682770-49684256
ENSMUSG00000061411	chr2-153547892-153550084
ENSMUSG00000053024	chr1-132012668-132014149
ENSMUSG00000034009	chr3-79285244-79285729
ENSMUSG00000042155	chr2-69722110-69723807
ENSMUSG00000091337	chr2-125354496-125356770
ENSMUSG00000040035	chr2-119034550-119035529
ENSMUSG00000027881	chr3-108721330-108723051
ENSMUSG00000090077	chr2-181463031-181463873
ENSMUSG00000041763	chr1-44041392-44043359
ENSMUSG00000036381	chr3-59005114-59007582
ENSMUSG00000027677	chr3-33843631-33844978
ENSMUSG00000027751	chr3-55067585-55068604
ENSMUSG00000027466	chr2-152226240-152227603
ENSMUSG00000033021	chr1-74934852-74936052
ENSMUSG00000000826	chr2-181496211-181497920
ENSMUSG00000079610	chr1-36441034-36441693
ENSMUSG00000005506	chr2-90466156-90467218
ENSMUSG00000055866	chr1-90998061-91000152
ENSMUSG00000014226	chr1-159923841-159924759
ENSMUSG00000049401	chr2-180251071-180251883
ENSMUSG00000027939	chr3-89747025-89748232
ENSMUSG00000026739	chr2-18766524-18767622
ENSMUSG00000034009	chr3-79820821-79821779
ENSMUSG00000049086	chr2-25400725-25401165
ENSMUSG00000010505	chr2-181155712-181157379
ENSMUSG00000026663	chr1-170538028-170539694
ENSMUSG00000079442	chr2-32908266-32909175
ENSMUSG00000051413	chr2-153014771-153016209
ENSMUSG00000026678	chr1-169745578-169746663
ENSMUSG00000098108	chr3-107273675-107274286
ENSMUSG00000005034	chr3-146327353-146328556
ENSMUSG00000015522	chr3-95754338-95755255
ENSMUSG00000038733	chr1-181520960-181522297
ENSMUSG00000027130	chr2-112500756-112501793
ENSMUSG00000047940	chr3-138876421-138877685
ENSMUSG00000078161	chr3-153973090-153975649
ENSMUSG00000028104	chr3-96679177-96681007
ENSMUSG00000062319	chr2-7241209-7242898
ENSMUSG00000026127	chr1-34462670-34463324
ENSMUSG00000053925	chr1-170731725-170732949
ENSMUSG00000038323	chr1-57205046-57206523
ENSMUSG00000039037	chr3-152608759-152609693
ENSMUSG00000027405	chr2-130057603-130059186
ENSMUSG00000041977	chr3-87999229-88001063
ENSMUSG00000001143	chr1-36252302-36253279
ENSMUSG00000026675	chr1-170214440-170215784
ENSMUSG00000027341	chr2-132290806-132293107
ENSMUSG00000027306	chr2-119720535-119721868
ENSMUSG00000037307	chr2-143654561-143655400
ENSMUSG00000048911	chr2-131178952-131180579
ENSMUSG00000017307	chr2-164856354-164858301
ENSMUSG00000027637	chr2-156431726-156433887
ENSMUSG00000041084	chr3-130079557-130080380
ENSMUSG00000038831	chr2-32875677-32877195
ENSMUSG00000026678	chr1-169346629-169348247
ENSMUSG00000042579	chr3-89406847-89407463
ENSMUSG00000026842	chr2-32063635-32066456
ENSMUSG00000027312	chr2-130283699-130284781
ENSMUSG00000027259	chr2-121396324-121397487
ENSMUSG00000027395	chr2-128745681-128747916
ENSMUSG00000039262	chr2-32200687-32201945
ENSMUSG00000058174	chr3-37804240-37806111
ENSMUSG00000028152	chr3-138458107-138458971
ENSMUSG00000068735	chr2-93288384-93289273
ENSMUSG00000039210	chr1-186705031-186706567
ENSMUSG00000017999	chr2-167201082-167202556
ENSMUSG00000055980	chr1-82260953-82261916
ENSMUSG00000101952	chr1-93940660-93941012
ENSMUSG00000027303	chr2-129904729-129905294
ENSMUSG00000033124	chr1-75555909-75556880
ENSMUSG00000027886	chr3-108561766-108563665
ENSMUSG00000037818	chr3-40530917-40532923
ENSMUSG00000067787	chr2-157565611-157567063
ENSMUSG00000046793	chr3-108414865-108416416
ENSMUSG00000062590	chr1-86339042-86339987
ENSMUSG00000068856	chr3-95928794-95930500
ENSMUSG00000118506	chr3-90083907-90085972
ENSMUSG00000068479	chr2-121805927-121807839
ENSMUSG00000026116	chr1-36511411-36513135
ENSMUSG00000026095	chr1-53312988-53314310
ENSMUSG00000033943	chr2-119326674-119327470
ENSMUSG00000026211	chr1-75704540-75706569
ENSMUSG00000078201	chr2-25050723-25051447
ENSMUSG00000027710	chr3-36209724-36211784
ENSMUSG00000014077	chr2-119838221-119839244
ENSMUSG00000097156	chr3-88181223-88181859
ENSMUSG00000042814	chr2-152679726-152680888
ENSMUSG00000040007	chr2-118702402-118704617
ENSMUSG00000045968	chr1-153665067-153665910
ENSMUSG00000027479	chr2-153668583-153669813
ENSMUSG00000034278	chr2-119046219-119047606
ENSMUSG00000026211	chr1-75210361-75211422
ENSMUSG00000027248	chr2-121194944-121196572
ENSMUSG00000035168	chr2-59253200-59254301
ENSMUSG00000060798	chr3-40744209-40746495
ENSMUSG00000006476	chr2-24949195-24950580
ENSMUSG00000013465	chr2-24668428-24669278
ENSMUSG00000037262	chr2-9749735-9750779
ENSMUSG00000026078	chr1-38620190-38621404
ENSMUSG00000026457	chr1-134151371-134152269
ENSMUSG00000027108	chr2-73469763-73471071
ENSMUSG00000001138	chr1-36546447-36547830
ENSMUSG00000013698	chr1-172363624-172365341
ENSMUSG00000051444	chr3-37859869-37861407
ENSMUSG00000026123	chr1-34432789-34433580
ENSMUSG00000042404	chr3-90603395-90605469
ENSMUSG00000016262	chr1-192197340-192199014
ENSMUSG00000079037	chr2-131539606-131540875
ENSMUSG00000026788	chr2-33542838-33545065
ENSMUSG00000027374	chr2-127182499-127183571
ENSMUSG00000033943	chr2-120075985-120076956
ENSMUSG00000017307	chr2-164988939-164990231
ENSMUSG00000047021	chr1-74859411-74860147
ENSMUSG00000019710	chr3-88150159-88151591
ENSMUSG00000028098	chr3-97036859-97038272
ENSMUSG00000027076	chr2-84876009-84877159
ENSMUSG00000027300	chr2-130696408-130698398
ENSMUSG00000074923	chr2-118662769-118664861
ENSMUSG00000079671	chr1-9797464-9799291
ENSMUSG00000026021	chr1-59515887-59517270
ENSMUSG00000103983	chr1-171379690-171380903
ENSMUSG00000033808	chr2-120093452-120094511
ENSMUSG00000036591	chr2-20967976-20970021
ENSMUSG00000039157	chr2-32167172-32168348
ENSMUSG00000025437	chr3-152474421-152475237
ENSMUSG00000064302	chr1-118388219-118390617
ENSMUSG00000101840	chr1-75467212-75468075
ENSMUSG00000026202	chr1-75251411-75251999
ENSMUSG00000027742	chr3-52954480-52956056
ENSMUSG00000101674	chr1-54249950-54251204
ENSMUSG00000084946	chr2-71085683-71086544
ENSMUSG00000075538	chr2-6871311-6873039
ENSMUSG00000056211	chr1-128440432-128441713
ENSMUSG00000027999	chr3-129981556-129982816
ENSMUSG00000027671	chr3-32347439-32348725
ENSMUSG00000027805	chr3-57651023-57653021
ENSMUSG00000056501	chr2-167537568-167538636
ENSMUSG00000038949	chr1-179612244-179613602
ENSMUSG00000051413	chr2-153494213-153494792
ENSMUSG00000047030	chr2-167690490-167691397
ENSMUSG00000032997	chr1-75387324-75388883
ENSMUSG00000025967	chr1-62901171-62902560
ENSMUSG00000026554	chr1-172025731-172028032
ENSMUSG00000027806	chr3-58116806-58117828
ENSMUSG00000026798	chr2-29843170-29844768
ENSMUSG00000027634	chr2-156927482-156928320
ENSMUSG00000037197	chr2-11500738-11503864
ENSMUSG00000053024	chr1-132659214-132660877
ENSMUSG00000034353	chr1-91412061-91414735
ENSMUSG00000085527	chr3-85206098-85207195
ENSMUSG00000027238	chr2-121358138-121359296
ENSMUSG00000025314	chr2-90466156-90467218
ENSMUSG00000005510	chr2-91194338-91195447
ENSMUSG00000027739	chr3-51097277-51098028
ENSMUSG00000075028	chr2-93110702-93111888
ENSMUSG00000026388	chr1-120264550-120265974
ENSMUSG00000036580	chr3-55347389-55348391
ENSMUSG00000061518	chr1-36351869-36352776
ENSMUSG00000033061	chr1-75572558-75575181
ENSMUSG00000052423	chr1-171118298-171119156
ENSMUSG00000057378	chr2-112590765-112591964
ENSMUSG00000039205	chr2-32103373-32106025
ENSMUSG00000027291	chr2-119864092-119865340
ENSMUSG00000027827	chr3-64755440-64757008
ENSMUSG00000026490	chr1-180037295-180038107
ENSMUSG00000058740	chr2-25843814-25844719
ENSMUSG00000085566	chr2-131037021-131038144
ENSMUSG00000026810	chr2-32395038-32396952
ENSMUSG00000047824	chr3-89315362-89316084
ENSMUSG00000042766	chr3-89226982-89228622
ENSMUSG00000034088	chr1-93080822-93081463
ENSMUSG00000105753	chr3-104993615-104994799
ENSMUSG00000099401	chr1-86703096-86704437
ENSMUSG00000039621	chr2-166613073-166614130
ENSMUSG00000027573	chr2-180426868-180427616
ENSMUSG00000026816	chr2-28387280-28388518
ENSMUSG00000057329	chr1-106702500-106703504
ENSMUSG00000043019	chr1-151777301-151778234
ENSMUSG00000053963	chr1-180762892-180764375
ENSMUSG00000026790	chr2-30269804-30270831
ENSMUSG00000027520	chr1-62860391-62862323
ENSMUSG00000025762	chr3-41123053-41125696
ENSMUSG00000100213	chr1-47102262-47104376
ENSMUSG00000026705	chr1-161039509-161041217
ENSMUSG00000037111	chr3-51812461-51813290
ENSMUSG00000101693	chr1-132921019-132922696
ENSMUSG00000086118	chr2-155955860-155957145
ENSMUSG00000075028	chr2-92430913-92431654
ENSMUSG00000068373	chr2-103930027-103931131
ENSMUSG00000026439	chr1-132623379-132624439
ENSMUSG00000028005	chr3-81782118-81783722
ENSMUSG00000053552	chr2-130279595-130281494
ENSMUSG00000026204	chr1-75141172-75143491
ENSMUSG00000039483	chr2-30885188-30886931
ENSMUSG00000068856	chr3-95754338-95755255
ENSMUSG00000042182	chr1-33906971-33908666
ENSMUSG00000026743	chr2-18391784-18393254
ENSMUSG00000059361	chr2-151773103-151774334
ENSMUSG00000026028	chr1-58651338-58653914
ENSMUSG00000039046	chr2-6793295-6794619
ENSMUSG00000062580	chr1-135368096-135369445
ENSMUSG00000042272	chr2-77171172-77172751
ENSMUSG00000038793	chr1-180330303-180333340
ENSMUSG00000000876	chr2-154378043-154379849
ENSMUSG00000036053	chr2-52499408-52500695
ENSMUSG00000042520	chr3-89784351-89786110
ENSMUSG00000004895	chr3-88190799-88193038
ENSMUSG00000090071	chr1-74858081-74859030
ENSMUSG00000041570	chr1-136050547-136051940
ENSMUSG00000028051	chr3-88784776-88786518
ENSMUSG00000053702	chr2-17668786-17669590
ENSMUSG00000014601	chr3-107683648-107684565
ENSMUSG00000027323	chr2-118713931-118715294
ENSMUSG00000026156	chr1-23365635-23366206
ENSMUSG00000028028	chr3-127183981-127184720
ENSMUSG00000027852	chr3-102714617-102715872
ENSMUSG00000086171	chr2-142902573-142903784
ENSMUSG00000026615	chr1-184965165-184966332
ENSMUSG00000027035	chr2-68360857-68362180
ENSMUSG00000045822	chr2-164485503-164488415
ENSMUSG00000070544	chr2-160450877-160452455
ENSMUSG00000039463	chr2-167313982-167315050
ENSMUSG00000059013	chr2-32167172-32168348
ENSMUSG00000026107	chr1-51670948-51671937
ENSMUSG00000032869	chr2-151979383-151980742
ENSMUSG00000004110	chr1-155145694-155147624
ENSMUSG00000046229	chr2-155674940-155675745
ENSMUSG00000026721	chr1-161070073-161071316
ENSMUSG00000097899	chr1-39823891-39825373
ENSMUSG00000026280	chr1-93801533-93802298
ENSMUSG00000026620	chr1-185149770-185151966
ENSMUSG00000080727	chr3-95433489-95435278
ENSMUSG00000026917	chr2-27539243-27540925
ENSMUSG00000073609	chr1-93691049-93692406
ENSMUSG00000036353	chr3-58785719-58786529
ENSMUSG00000028163	chr3-135609961-135611192
ENSMUSG00000038550	chr3-96057446-96058972
ENSMUSG00000027593	chr2-154389499-154391261
ENSMUSG00000085631	chr2-135329964-135330655
ENSMUSG00000038026	chr1-172632371-172633532
ENSMUSG00000033701	chr1-155416460-155417897
ENSMUSG00000070883	chr2-70025289-70026702
ENSMUSG00000010505	chr2-181070004-181070631
ENSMUSG00000099632	chr2-162776145-162777054
ENSMUSG00000027639	chr2-156915452-156917213
ENSMUSG00000026672	chr2-5390199-5391577
ENSMUSG00000028137	chr3-94648689-94650872
ENSMUSG00000009905	chr1-106352794-106353698
ENSMUSG00000049401	chr2-180176915-180178642
ENSMUSG00000068882	chr2-69722110-69723807
ENSMUSG00000059173	chr2-80266348-80267554
ENSMUSG00000026426	chr1-134624658-134626286
ENSMUSG00000014873	chr2-27165886-27166560
ENSMUSG00000061411	chr2-153469439-153471470
ENSMUSG00000002881	chr1-52163706-52164656
ENSMUSG00000026153	chr1-23826533-23827639
ENSMUSG00000026082	chr1-38185309-38186494
ENSMUSG00000028124	chr3-121932653-121933751
ENSMUSG00000026600	chr1-156572702-156573672
ENSMUSG00000042751	chr1-153287756-153288561
ENSMUSG00000028070	chr3-88458129-88459435
ENSMUSG00000097885	chr3-51233669-51235199
ENSMUSG00000027882	chr3-108880602-108882175
ENSMUSG00000058740	chr2-25557179-25558592
ENSMUSG00000097428	chr3-88422068-88422465
ENSMUSG00000036104	chr1-127795102-127795994
ENSMUSG00000026273	chr1-92894899-92895489
ENSMUSG00000038174	chr1-58972808-58974359
ENSMUSG00000085830	chr2-24995061-24996258
ENSMUSG00000043629	chr1-53017187-53017852
ENSMUSG00000086994	chr2-29451120-29451877
ENSMUSG00000025128	chr3-17789885-17790995
ENSMUSG00000027466	chr2-152653792-152655056
ENSMUSG00000014867	chr2-26525134-26527357
ENSMUSG00000026127	chr1-34439113-34440328
ENSMUSG00000010492	chr2-181678737-181679234
ENSMUSG00000005779	chr3-95193876-95195318
ENSMUSG00000017707	chr2-163253155-163254586
ENSMUSG00000027782	chr3-69494069-69495620
ENSMUSG00000041889	chr1-135429820-135431057
ENSMUSG00000075376	chr2-37576349-37577308
ENSMUSG00000026858	chr2-30363805-30365301
ENSMUSG00000027655	chr2-158316202-158318183
ENSMUSG00000028360	chr3-153654821-153655551
ENSMUSG00000105659	chr3-104383322-104384761
ENSMUSG00000033159	chr1-74880730-74881603
ENSMUSG00000004032	chr3-108145391-108146626
ENSMUSG00000049504	chr3-53462789-53464243
ENSMUSG00000027220	chr2-93216507-93217602
ENSMUSG00000027642	chr2-156927482-156928320
ENSMUSG00000045624	chr2-140093305-140094549
ENSMUSG00000027297	chr2-119111569-119113270
ENSMUSG00000052428	chr1-167597988-167599133
ENSMUSG00000048039	chr3-88296192-88297965
ENSMUSG00000041762	chr2-73659778-73661108
ENSMUSG00000044667	chr3-117217296-117218968
ENSMUSG00000016349	chr2-180578647-180579113
ENSMUSG00000059013	chr2-32689279-32689889
ENSMUSG00000033701	chr1-155214901-155216181
ENSMUSG00000003458	chr1-172216746-172217770
ENSMUSG00000026930	chr2-26168898-26170882
ENSMUSG00000026585	chr1-163149370-163151022
ENSMUSG00000074513	chr3-84175225-84176167
ENSMUSG00000035226	chr2-164137320-164138623
ENSMUSG00000027905	chr3-105674362-105675142
ENSMUSG00000010538	chr3-88466954-88467846
ENSMUSG00000026904	chr2-62150428-62151890
ENSMUSG00000045503	chr2-164557746-164559079
ENSMUSG00000013973	chr1-171036634-171037365
ENSMUSG00000044167	chr3-51888776-51890485
ENSMUSG00000050549	chr3-127292902-127294599
ENSMUSG00000038205	chr3-97928649-97929720
ENSMUSG00000041426	chr1-52717833-52719522
ENSMUSG00000015750	chr3-96171532-96173172
ENSMUSG00000037514	chr2-131037021-131038144
ENSMUSG00000035576	chr2-162930778-162932587
ENSMUSG00000044098	chr3-103850750-103852922
ENSMUSG00000042369	chr2-75831695-75833038
ENSMUSG00000051149	chr2-168338147-168339375
ENSMUSG00000041642	chr1-135615104-135616814
ENSMUSG00000060445	chr2-178506988-178507955
ENSMUSG00000074182	chr3-145651512-145653877
ENSMUSG00000006494	chr2-71366668-71368176
ENSMUSG00000087473	chr2-103670030-103670818
ENSMUSG00000027905	chr3-105466249-105468128
ENSMUSG00000056708	chr1-155006103-155007451
ENSMUSG00000027947	chr3-89406847-89407463
ENSMUSG00000026626	chr1-191381395-191383439
ENSMUSG00000084781	chr2-92435029-92435384
ENSMUSG00000015092	chr2-25223976-25225503
ENSMUSG00000087115	chr2-143851187-143852529
ENSMUSG00000084859	chr2-3957993-3959526
ENSMUSG00000026278	chr1-93685369-93687285
ENSMUSG00000023087	chr3-50693898-50695722
ENSMUSG00000002103	chr2-90666688-90668545
ENSMUSG00000025933	chr1-21676455-21677923
ENSMUSG00000027200	chr2-124141616-124142836
ENSMUSG00000015943	chr3-96065229-96066934
ENSMUSG00000038312	chr2-155513544-155515124
ENSMUSG00000027130	chr2-112239012-112240908
ENSMUSG00000026229	chr1-85921252-85923092
ENSMUSG00000027366	chr2-127069813-127071534
ENSMUSG00000017740	chr2-165274998-165276702
ENSMUSG00000032649	chr1-151998748-152000017
ENSMUSG00000042520	chr3-90231136-90232436
ENSMUSG00000060798	chr3-40163895-40164937
ENSMUSG00000086118	chr2-156612867-156615600
ENSMUSG00000002881	chr1-52146352-52147098
ENSMUSG00000087633	chr2-172281769-172284214
ENSMUSG00000059316	chr2-29525820-29527018
ENSMUSG00000075415	chr2-31066700-31069583
ENSMUSG00000038990	chr2-180256351-180258065
ENSMUSG00000042737	chr3-88716455-88717608
ENSMUSG00000028062	chr3-88685132-88686645
ENSMUSG00000042111	chr1-34235256-34236851
ENSMUSG00000027221	chr2-92256931-92258219
ENSMUSG00000040896	chr3-105051909-105053715
ENSMUSG00000106218	chr3-88757812-88758936
ENSMUSG00000068732	chr3-108388776-108389852
ENSMUSG00000070939	chr1-43142793-43143812
ENSMUSG00000026670	chr1-169895322-169897046
ENSMUSG00000039834	chr2-164563382-164564656
ENSMUSG00000057133	chr2-160872107-160873703
ENSMUSG00000027884	chr3-108815366-108816515
ENSMUSG00000032869	chr2-151589020-151589874
ENSMUSG00000026469	chr1-155214901-155216181
ENSMUSG00000026204	chr1-75559189-75560280
ENSMUSG00000063273	chr3-51748533-51750865
ENSMUSG00000027108	chr2-72773162-72774445
ENSMUSG00000039725	chr2-165233245-165235374
ENSMUSG00000027634	chr2-156647958-156649731
ENSMUSG00000037818	chr3-41021670-41022781
ENSMUSG00000068264	chr2-130838840-130841338
ENSMUSG00000016181	chr1-193059359-193060301
ENSMUSG00000086968	chr3-107458012-107460675
ENSMUSG00000027663	chr3-32333260-32334246
ENSMUSG00000068115	chr2-150761271-150762532
ENSMUSG00000026810	chr2-32375262-32376289
ENSMUSG00000010290	chr1-43489235-43490168
ENSMUSG00000050600	chr2-174327121-174328007
ENSMUSG00000070565	chr1-156741643-156742984
ENSMUSG00000061411	chr2-153592183-153593699
ENSMUSG00000050043	chr2-84634815-84636467
ENSMUSG00000038671	chr2-180824006-180826133
ENSMUSG00000026113	chr1-37662075-37663086
ENSMUSG00000033671	chr1-155416460-155417897
ENSMUSG00000001305	chr1-186065952-186066988
ENSMUSG00000046062	chr1-133394025-133395525
ENSMUSG00000091337	chr2-125723082-125724915
