ENSMUSG00000027669	chr3-32396289-32398208
ENSMUSG00000027655	chr2-158998717-158999669
ENSMUSG00000027882	chr3-108780905-108782155
ENSMUSG00000026761	chr2-48813237-48815516
ENSMUSG00000026791	chr2-33370190-33371944
ENSMUSG00000087006	chr2-93907564-93908653
ENSMUSG00000074656	chr2-154702744-154703550
ENSMUSG00000067787	chr2-157463343-157465451
ENSMUSG00000027544	chr2-168106248-168107709
ENSMUSG00000036707	chr1-85999145-86001081
ENSMUSG00000026586	chr1-163279914-163281036
ENSMUSG00000027193	chr2-94178172-94179389
ENSMUSG00000067847	chr2-156475048-156477270
ENSMUSG00000037197	chr2-11777071-11778934
ENSMUSG00000026277	chr1-93444179-93446285
ENSMUSG00000052534	chr1-168287700-168288768
ENSMUSG00000050043	chr2-84888507-84889718
ENSMUSG00000059316	chr2-29700475-29701482
ENSMUSG00000050373	chr2-164988939-164990231
ENSMUSG00000074578	chr2-166661437-166664188
ENSMUSG00000026111	chr1-37511740-37513627
ENSMUSG00000026281	chr1-94024404-94026472
ENSMUSG00000085201	chr2-38481007-38481883
ENSMUSG00000028051	chr3-89223839-89225084
ENSMUSG00000099924	chr1-51513010-51514037
ENSMUSG00000068742	chr2-91927836-91929224
ENSMUSG00000097899	chr1-39988692-39990521
ENSMUSG00000027247	chr2-91641203-91642568
ENSMUSG00000047793	chr1-92781643-92783220
ENSMUSG00000028149	chr3-139001885-139003244
ENSMUSG00000051373	chr2-32343958-32344460
ENSMUSG00000027323	chr2-119166870-119168212
ENSMUSG00000090213	chr2-167201082-167202556
ENSMUSG00000061689	chr2-156580841-156582028
ENSMUSG00000027220	chr2-93044932-93046590
ENSMUSG00000016493	chr1-194618836-194621012
ENSMUSG00000026750	chr2-38366810-38368210
ENSMUSG00000038685	chr2-181159118-181160305
ENSMUSG00000034066	chr1-93070857-93072133
ENSMUSG00000027678	chr2-165782192-165783059
ENSMUSG00000084799	chr1-62701078-62701481
ENSMUSG00000099969	chr1-152522109-152523134
ENSMUSG00000027978	chr3-122807175-122807864
ENSMUSG00000028057	chr3-88324589-88326032
ENSMUSG00000039983	chr2-118995049-118997134
ENSMUSG00000027198	chr2-93474917-93475538
ENSMUSG00000026798	chr2-30077153-30078730
ENSMUSG00000039286	chr3-27968242-27969486
ENSMUSG00000005774	chr3-95239542-95241742
ENSMUSG00000035513	chr2-29239092-29239824
ENSMUSG00000035183	chr2-125135632-125137354
ENSMUSG00000028085	chr3-85264656-85266313
ENSMUSG00000027894	chr3-107740072-107741368
ENSMUSG00000026878	chr2-35087112-35088463
ENSMUSG00000027466	chr2-152226240-152227603
ENSMUSG00000028360	chr3-153982459-153985179
ENSMUSG00000002550	chr2-31875796-31877042
ENSMUSG00000058407	chr1-37709487-37710811
ENSMUSG00000039536	chr2-166667635-166669105
ENSMUSG00000051278	chr3-127224266-127227004
ENSMUSG00000038550	chr3-96268116-96270363
ENSMUSG00000026018	chr1-60408914-60410902
ENSMUSG00000007476	chr2-30414876-30416695
ENSMUSG00000052759	chr1-136169948-136170615
ENSMUSG00000028063	chr3-88181223-88181859
ENSMUSG00000068922	chr3-88552428-88554607
ENSMUSG00000026854	chr2-30472818-30474583
ENSMUSG00000061175	chr3-79440869-79441901
ENSMUSG00000025816	chr2-5730072-5731214
ENSMUSG00000027692	chr3-28638193-28639797
ENSMUSG00000079484	chr2-29744693-29746824
ENSMUSG00000040591	chr2-91068881-91071286
ENSMUSG00000026811	chr2-32837947-32839846
ENSMUSG00000026430	chr1-131269740-131271006
ENSMUSG00000039463	chr2-167316356-167317443
ENSMUSG00000026788	chr2-33370190-33371944
ENSMUSG00000027387	chr2-128817231-128819213
ENSMUSG00000091476	chr1-177381856-177383106
ENSMUSG00000042035	chr3-101570720-101572626
ENSMUSG00000047021	chr1-75289188-75291126
ENSMUSG00000061136	chr2-52674982-52677159
ENSMUSG00000027782	chr3-68545880-68546538
ENSMUSG00000041757	chr1-133130589-133132335
ENSMUSG00000040321	chr2-114200857-114201969
ENSMUSG00000027655	chr2-158964583-158965705
ENSMUSG00000026544	chr1-172216746-172217770
ENSMUSG00000009555	chr2-32259327-32260902
ENSMUSG00000086994	chr2-29324328-29325044
ENSMUSG00000027188	chr2-102029390-102031147
ENSMUSG00000048186	chr2-4400675-4402739
ENSMUSG00000068479	chr2-121270671-121272501
ENSMUSG00000005804	chr2-122737792-122739814
ENSMUSG00000041684	chr1-44101462-44102824
ENSMUSG00000038705	chr2-181287208-181288551
ENSMUSG00000074513	chr3-84219816-84221335
ENSMUSG00000028049	chr3-89195510-89197186
ENSMUSG00000027298	chr2-119156233-119157561
ENSMUSG00000014867	chr2-26388433-26389959
ENSMUSG00000042046	chr1-132066844-132068337
ENSMUSG00000035666	chr2-28377466-28378752
ENSMUSG00000006412	chr1-171360134-171361992
ENSMUSG00000027425	chr2-144009925-144011790
ENSMUSG00000026496	chr1-180519927-180521000
ENSMUSG00000034066	chr1-93030974-93032778
ENSMUSG00000026424	chr1-135283094-135284524
ENSMUSG00000059842	chr2-154555197-154555791
ENSMUSG00000039318	chr1-185242185-185243893
ENSMUSG00000084781	chr2-92006837-92009185
ENSMUSG00000027254	chr2-121007893-121009120
ENSMUSG00000027285	chr2-120628459-120629871
ENSMUSG00000027878	chr3-97928649-97929720
ENSMUSG00000027195	chr2-93823354-93824008
ENSMUSG00000033767	chr3-84206908-84207712
ENSMUSG00000028039	chr3-89354735-89355490
ENSMUSG00000035236	chr2-39142338-39143903
ENSMUSG00000005505	chr2-90504167-90505605
ENSMUSG00000026803	chr2-29395430-29397190
ENSMUSG00000026960	chr2-53190694-53192651
ENSMUSG00000026966	chr2-25053978-25056099
ENSMUSG00000062590	chr1-86430035-86430389
ENSMUSG00000026496	chr1-180462078-180463005
ENSMUSG00000051000	chr3-85664336-85665441
ENSMUSG00000049097	chr3-96847561-96848798
ENSMUSG00000003135	chr1-39899906-39903136
ENSMUSG00000026158	chr1-23670076-23671438
ENSMUSG00000002718	chr2-167078519-167080270
ENSMUSG00000043019	chr1-152088701-152091459
ENSMUSG00000059149	chr1-132121118-132122536
ENSMUSG00000048874	chr1-30588010-30589221
ENSMUSG00000002102	chr2-90488887-90491415
ENSMUSG00000097760	chr1-132653113-132654378
ENSMUSG00000028034	chr3-151459147-151460217
ENSMUSG00000036053	chr2-52978328-52980432
ENSMUSG00000028138	chr3-138305104-138307420
ENSMUSG00000037514	chr2-131376266-131378014
ENSMUSG00000027220	chr2-93166432-93167512
ENSMUSG00000052539	chr3-104218731-104221217
ENSMUSG00000027678	chr2-165778787-165779678
ENSMUSG00000040174	chr2-94009958-94011408
ENSMUSG00000026614	chr1-185261977-185263890
ENSMUSG00000025757	chr3-40540465-40541397
ENSMUSG00000028041	chr3-89421167-89421934
ENSMUSG00000038642	chr3-95433489-95435278
ENSMUSG00000027777	chr3-67492022-67493896
ENSMUSG00000002881	chr1-52662558-52664200
ENSMUSG00000015714	chr3-95658244-95659891
ENSMUSG00000026565	chr1-166302478-166303197
ENSMUSG00000016181	chr1-192443986-192445370
ENSMUSG00000027937	chr3-90253606-90255239
ENSMUSG00000046519	chr3-95498815-95500649
ENSMUSG00000032968	chr1-75545840-75547234
ENSMUSG00000039239	chr1-186748649-186750057
ENSMUSG00000073725	chr1-25059984-25061513
ENSMUSG00000026228	chr1-85869723-85871181
ENSMUSG00000033943	chr2-119596553-119597282
ENSMUSG00000027508	chr3-9704849-9705560
ENSMUSG00000047030	chr2-167348366-167349940
ENSMUSG00000040896	chr3-105373800-105376181
ENSMUSG00000026229	chr1-85921252-85923092
ENSMUSG00000075040	chr2-91455776-91456319
ENSMUSG00000074643	chr2-156311403-156313157
ENSMUSG00000027593	chr2-154549216-154550097
ENSMUSG00000039286	chr3-27477728-27479814
ENSMUSG00000075028	chr2-92388718-92389848
ENSMUSG00000027649	chr2-157858266-157859687
ENSMUSG00000085845	chr2-77757923-77759574
ENSMUSG00000032908	chr1-77823670-77825383
ENSMUSG00000028098	chr3-96759135-96760187
ENSMUSG00000026883	chr2-34981306-34983244
ENSMUSG00000027198	chr2-93963834-93966204
ENSMUSG00000042745	chr2-152331814-152333126
ENSMUSG00000028273	chr3-142168462-142169704
ENSMUSG00000026509	chr1-182375786-182377287
ENSMUSG00000020423	chr1-134195474-134197054
ENSMUSG00000015090	chr2-25574132-25575332
ENSMUSG00000026737	chr2-19392348-19393543
ENSMUSG00000027952	chr3-89729952-89731508
ENSMUSG00000015747	chr3-96244022-96245542
ENSMUSG00000051149	chr2-168543951-168544735
ENSMUSG00000050556	chr2-167316356-167317443
ENSMUSG00000034780	chr2-67564964-67566952
ENSMUSG00000026078	chr1-39103156-39104223
ENSMUSG00000026554	chr1-172318188-172319032
ENSMUSG00000097760	chr1-132121118-132122536
ENSMUSG00000041355	chr3-88242122-88242985
ENSMUSG00000027806	chr3-57998087-57999584
ENSMUSG00000027886	chr3-108880602-108882175
ENSMUSG00000027544	chr2-168205225-168207811
ENSMUSG00000051223	chr1-57995334-57996557
ENSMUSG00000039205	chr2-32327974-32330028
ENSMUSG00000028059	chr3-88832382-88832860
ENSMUSG00000036893	chr2-25125901-25128681
ENSMUSG00000052533	chr2-29975785-29977889
ENSMUSG00000052033	chr2-170510905-170512116
ENSMUSG00000097899	chr1-39740134-39741741
ENSMUSG00000041263	chr3-88531246-88532308
ENSMUSG00000089917	chr2-180786698-180788749
ENSMUSG00000039047	chr3-152483592-152484795
ENSMUSG00000027303	chr2-130177694-130179900
ENSMUSG00000027566	chr2-179441843-179444291
ENSMUSG00000041777	chr2-73003692-73005025
ENSMUSG00000074646	chr2-155517536-155518748
ENSMUSG00000033486	chr2-121448301-121450249
ENSMUSG00000027487	chr2-154612895-154614346
ENSMUSG00000074698	chr2-152426856-152428204
ENSMUSG00000036093	chr2-52533242-52534518
ENSMUSG00000025982	chr1-54925503-54926865
ENSMUSG00000027287	chr2-120046219-120047286
ENSMUSG00000057738	chr2-30236820-30238544
ENSMUSG00000004768	chr1-34096843-34098083
ENSMUSG00000027164	chr2-101678050-101679636
ENSMUSG00000026646	chr2-3726293-3727691
ENSMUSG00000038733	chr1-180862260-180864269
ENSMUSG00000036504	chr2-25430463-25431537
ENSMUSG00000090733	chr3-89659558-89660927
ENSMUSG00000038671	chr2-181130186-181130729
ENSMUSG00000017999	chr2-167112330-167113979
ENSMUSG00000098108	chr3-107482943-107484919
ENSMUSG00000026698	chr1-162134331-162135724
ENSMUSG00000033544	chr1-156673368-156675013
ENSMUSG00000087079	chr2-6506091-6507828
ENSMUSG00000027939	chr3-90372679-90374545
ENSMUSG00000067578	chr2-172352632-172353693
ENSMUSG00000039660	chr2-29929753-29931012
ENSMUSG00000000827	chr2-181075105-181076321
ENSMUSG00000033061	chr1-75545840-75547234
ENSMUSG00000000308	chr2-121448301-121450249
ENSMUSG00000058318	chr2-91673484-91675584
ENSMUSG00000026193	chr1-71417809-71419221
ENSMUSG00000027828	chr3-65174099-65176092
ENSMUSG00000067786	chr2-156996493-156996991
ENSMUSG00000044647	chr2-65967290-65969762
ENSMUSG00000039844	chr2-29817473-29818333
ENSMUSG00000036949	chr2-14603629-14606039
ENSMUSG00000085439	chr2-71774496-71776498
ENSMUSG00000027582	chr2-180987065-180989038
ENSMUSG00000026424	chr1-135544351-135545580
ENSMUSG00000023330	chr2-125672498-125673895
ENSMUSG00000034343	chr1-91663367-91665114
ENSMUSG00000026959	chr2-25460077-25461711
ENSMUSG00000026470	chr1-154791425-154792493
ENSMUSG00000026791	chr2-33085746-33087418
ENSMUSG00000026228	chr1-86524894-86527498
ENSMUSG00000042520	chr3-89964306-89964737
ENSMUSG00000026356	chr1-128471953-128473320
ENSMUSG00000027312	chr2-131186313-131187855
ENSMUSG00000026473	chr1-153549221-153550198
ENSMUSG00000027894	chr3-107472105-107472692
ENSMUSG00000026273	chr1-92933878-92935308
ENSMUSG00000026202	chr1-75398247-75399467
ENSMUSG00000036766	chr1-84952225-84953710
ENSMUSG00000027472	chr2-152775754-152777248
ENSMUSG00000040389	chr3-108174099-108175781
ENSMUSG00000068040	chr2-152696508-152697355
ENSMUSG00000007476	chr2-30553739-30554707
ENSMUSG00000026799	chr2-29319858-29321254
ENSMUSG00000038608	chr1-80389506-80391297
ENSMUSG00000086544	chr2-73560467-73562185
ENSMUSG00000106099	chr3-119932659-119933818
ENSMUSG00000057363	chr1-43732228-43733308
ENSMUSG00000019188	chr2-152028961-152030300
ENSMUSG00000042670	chr2-105333748-105334879
ENSMUSG00000027475	chr2-152830267-152831998
ENSMUSG00000089762	chr2-30171138-30172537
ENSMUSG00000025980	chr1-54729116-54730158
ENSMUSG00000034353	chr1-91178971-91182533
ENSMUSG00000028060	chr3-88784776-88786518
ENSMUSG00000076437	chr2-84741935-84744428
ENSMUSG00000026377	chr1-118310639-118311856
ENSMUSG00000037270	chr3-37311773-37313928
ENSMUSG00000027546	chr2-168669453-168670561
ENSMUSG00000097428	chr3-87616876-87618104
ENSMUSG00000004896	chr3-87946603-87948813
ENSMUSG00000038323	chr1-57205046-57206523
ENSMUSG00000078161	chr3-154269571-154270223
ENSMUSG00000027164	chr2-101759077-101760443
ENSMUSG00000027797	chr3-55625725-55627335
ENSMUSG00000052428	chr1-167021729-167022518
ENSMUSG00000027035	chr2-68367592-68368627
ENSMUSG00000102416	chr1-36864244-36865367
ENSMUSG00000064068	chr3-89354735-89355490
ENSMUSG00000042766	chr3-89613438-89614522
ENSMUSG00000027312	chr2-131040170-131042065
ENSMUSG00000044991	chr2-132286359-132287128
ENSMUSG00000027163	chr2-102057146-102058390
ENSMUSG00000026817	chr2-32348319-32348863
ENSMUSG00000027936	chr3-89747025-89748232
ENSMUSG00000038914	chr2-180202292-180203699
ENSMUSG00000086171	chr2-143331789-143333610
ENSMUSG00000118506	chr3-89546831-89548224
ENSMUSG00000026918	chr2-26910001-26911461
ENSMUSG00000019715	chr2-30013487-30014969
ENSMUSG00000035268	chr2-163722354-163723286
ENSMUSG00000026687	chr1-167283566-167285616
ENSMUSG00000008200	chr2-90666688-90668545
ENSMUSG00000042390	chr3-89751753-89753553
ENSMUSG00000027708	chr3-36441963-36442983
ENSMUSG00000026204	chr1-75652544-75654350
ENSMUSG00000026988	chr2-59414110-59416181
ENSMUSG00000026439	chr1-132121118-132122536
ENSMUSG00000034278	chr2-119166870-119168212
ENSMUSG00000046101	chr1-9600890-9602845
ENSMUSG00000000827	chr2-180860952-180862460
ENSMUSG00000063972	chr2-38688329-38690489
ENSMUSG00000028082	chr3-85377135-85379750
ENSMUSG00000026269	chr1-92793595-92794850
ENSMUSG00000002550	chr2-32029481-32030617
ENSMUSG00000040612	chr1-165633906-165635110
ENSMUSG00000078784	chr3-14885980-14888029
ENSMUSG00000097745	chr3-152474421-152475237
ENSMUSG00000040506	chr2-91285570-91286794
ENSMUSG00000039037	chr3-152244720-152246174
ENSMUSG00000025935	chr1-13304974-13306159
ENSMUSG00000049300	chr3-110338793-110340306
ENSMUSG00000026775	chr2-22620783-22624171
ENSMUSG00000026087	chr1-38073999-38075411
ENSMUSG00000004110	chr1-155166745-155168698
ENSMUSG00000026917	chr2-27757811-27759232
ENSMUSG00000026455	chr1-134343509-134345589
ENSMUSG00000026812	chr2-28512792-28514225
ENSMUSG00000037754	chr2-158241193-158242861
ENSMUSG00000027849	chr3-103020041-103021628
ENSMUSG00000026696	chr1-162313511-162314567
ENSMUSG00000041762	chr2-72841241-72842116
ENSMUSG00000026566	chr1-165779939-165781468
ENSMUSG00000094962	chr3-55086788-55087880
ENSMUSG00000006800	chr2-166097565-166098871
ENSMUSG00000038831	chr2-32845855-32847672
ENSMUSG00000033544	chr1-156593096-156593879
ENSMUSG00000026278	chr1-94008146-94009410
ENSMUSG00000027185	chr2-103952807-103954205
ENSMUSG00000019710	chr3-88150159-88151591
ENSMUSG00000001415	chr3-87816279-87817246
ENSMUSG00000087473	chr2-104184740-104186349
ENSMUSG00000027004	chr2-80612128-80613566
ENSMUSG00000039145	chr2-6212496-6213700
ENSMUSG00000026646	chr2-3217925-3219815
ENSMUSG00000010453	chr1-36588636-36591199
ENSMUSG00000042229	chr1-134115176-134116142
ENSMUSG00000017664	chr2-165391520-165392430
ENSMUSG00000010538	chr3-88489947-88490814
ENSMUSG00000033964	chr1-139421593-139423061
ENSMUSG00000027950	chr3-89391416-89392240
ENSMUSG00000027079	chr2-84888507-84889718
ENSMUSG00000002455	chr2-181463031-181463873
ENSMUSG00000046062	chr1-133311376-133312414
ENSMUSG00000028107	chr3-95629654-95630238
ENSMUSG00000027272	chr2-120567277-120568203
ENSMUSG00000038256	chr3-96847561-96848798
ENSMUSG00000016481	chr1-194675065-194676219
ENSMUSG00000064302	chr1-118457037-118457958
ENSMUSG00000037754	chr2-158375245-158377284
ENSMUSG00000039515	chr2-29879450-29880866
ENSMUSG00000027618	chr2-155517536-155518748
ENSMUSG00000050896	chr2-84634815-84636467
ENSMUSG00000009549	chr2-118462938-118464461
ENSMUSG00000027589	chr2-181075105-181076321
ENSMUSG00000001855	chr2-32316750-32318722
ENSMUSG00000026163	chr1-83406254-83408626
ENSMUSG00000026399	chr1-130835167-130836133
ENSMUSG00000036752	chr2-25557179-25558592
ENSMUSG00000058076	chr1-170900752-170902346
ENSMUSG00000041263	chr3-88590236-88592606
ENSMUSG00000040506	chr2-91956696-91957724
ENSMUSG00000074575	chr2-167941635-167943598
ENSMUSG00000105331	chr3-131083732-131085802
ENSMUSG00000034640	chr3-65174099-65176092
ENSMUSG00000026158	chr1-23007540-23008939
ENSMUSG00000026504	chr1-176994647-176995392
ENSMUSG00000027016	chr2-78004227-78006377
ENSMUSG00000094962	chr3-55269902-55271211
ENSMUSG00000042390	chr3-89714379-89716371
ENSMUSG00000058729	chr1-180267979-180269387
ENSMUSG00000026024	chr1-59762318-59764239
ENSMUSG00000026817	chr2-32583214-32583862
ENSMUSG00000074994	chr2-104217897-104219481
ENSMUSG00000050064	chr3-98249592-98250714
ENSMUSG00000032802	chr2-152395955-152399343
ENSMUSG00000009549	chr2-118388062-118389332
ENSMUSG00000026966	chr2-24684191-24686183
ENSMUSG00000027829	chr3-65527615-65529877
ENSMUSG00000027940	chr3-90117828-90118910
ENSMUSG00000026819	chr2-32486904-32487769
ENSMUSG00000049044	chr2-71597745-71599295
ENSMUSG00000036504	chr2-25371761-25372799
ENSMUSG00000056708	chr1-154729529-154731012
ENSMUSG00000057738	chr2-29669541-29671668
ENSMUSG00000033981	chr3-80565687-80567920
ENSMUSG00000027018	chr2-71155412-71155991
ENSMUSG00000027522	chr2-173789545-173791774
ENSMUSG00000026797	chr2-32428166-32429113
ENSMUSG00000039205	chr2-32602529-32603157
ENSMUSG00000069020	chr2-29403885-29405690
ENSMUSG00000009555	chr2-32200687-32201945
ENSMUSG00000010492	chr2-181180626-181181480
ENSMUSG00000101640	chr1-17059788-17061202
ENSMUSG00000028034	chr3-152244720-152246174
ENSMUSG00000028064	chr3-88406988-88407651
ENSMUSG00000002105	chr2-91264314-91265883
ENSMUSG00000053963	chr1-180464184-180466226
ENSMUSG00000026442	chr1-132476608-132477830
ENSMUSG00000103719	chr1-159821959-159822989
ENSMUSG00000038400	chr2-172999598-173001614
ENSMUSG00000026388	chr1-120032403-120033630
ENSMUSG00000051223	chr1-58029347-58031614
ENSMUSG00000038383	chr2-154816862-154818161
ENSMUSG00000033124	chr1-74934852-74936052
ENSMUSG00000027346	chr2-132780927-132782348
ENSMUSG00000027620	chr2-155990241-155992321
ENSMUSG00000026851	chr2-30822192-30823934
ENSMUSG00000049950	chr2-3331840-3333403
ENSMUSG00000097745	chr3-152209316-152211406
ENSMUSG00000059857	chr3-109853926-109855462
ENSMUSG00000028047	chr3-89458564-89460000
ENSMUSG00000073725	chr1-24718546-24721297
ENSMUSG00000042854	chr2-166206063-166207837
ENSMUSG00000004105	chr2-33316318-33317444
ENSMUSG00000036160	chr2-26300055-26301146
ENSMUSG00000026111	chr1-37638664-37639751
ENSMUSG00000027285	chr2-120712217-120715510
ENSMUSG00000034059	chr2-84826341-84827838
ENSMUSG00000039501	chr2-167014710-167015934
ENSMUSG00000013275	chr1-131751114-131752677
ENSMUSG00000038866	chr1-105663117-105664826
ENSMUSG00000040836	chr1-165119175-165121101
ENSMUSG00000102142	chr1-138244013-138245979
ENSMUSG00000026792	chr2-32395038-32396952
ENSMUSG00000028049	chr3-89538977-89540595
ENSMUSG00000055485	chr2-157134329-157136037
ENSMUSG00000027959	chr3-116594352-116595576
ENSMUSG00000050711	chr1-79857791-79859710
ENSMUSG00000098024	chr2-126674472-126676363
ENSMUSG00000041966	chr2-70560838-70564157
ENSMUSG00000027628	chr2-155962935-155964797
ENSMUSG00000026443	chr1-132366758-132368111
ENSMUSG00000085397	chr2-32312074-32312939
ENSMUSG00000079610	chr1-36873971-36876207
ENSMUSG00000042745	chr2-152196745-152197851
ENSMUSG00000043535	chr2-29235597-29236219
ENSMUSG00000027951	chr3-89157962-89160479
ENSMUSG00000026077	chr1-39555531-39556856
ENSMUSG00000042807	chr1-53784218-53785741
ENSMUSG00000069020	chr2-29251966-29253948
ENSMUSG00000028039	chr3-89319470-89320048
ENSMUSG00000004085	chr2-72093296-72094844
ENSMUSG00000026554	chr1-172325928-172326569
ENSMUSG00000046330	chr1-72371698-72373387
ENSMUSG00000014873	chr2-27232235-27233107
ENSMUSG00000074578	chr2-167348366-167349940
ENSMUSG00000037152	chr3-51510001-51511582
ENSMUSG00000026202	chr1-75210361-75211422
ENSMUSG00000026220	chr1-84667402-84670308
ENSMUSG00000039678	chr2-29603801-29606749
ENSMUSG00000005034	chr3-146412663-146414721
ENSMUSG00000038170	chr3-97725126-97726378
ENSMUSG00000027582	chr2-180860952-180862460
ENSMUSG00000013698	chr1-172327585-172329782
ENSMUSG00000002105	chr2-91302576-91303678
ENSMUSG00000026749	chr2-38394769-38396018
ENSMUSG00000103971	chr1-158327678-158329453
ENSMUSG00000000001	chr3-108069055-108070838
ENSMUSG00000007476	chr2-29669541-29671668
ENSMUSG00000037902	chr2-129183372-129184414
ENSMUSG00000042182	chr1-33751171-33751936
ENSMUSG00000017667	chr2-165387510-165388572
ENSMUSG00000027087	chr2-83761525-83762994
ENSMUSG00000068479	chr2-120873020-120873800
ENSMUSG00000106218	chr3-89269598-89271283
ENSMUSG00000006418	chr2-167004262-167005284
ENSMUSG00000060771	chr1-37540272-37541725
ENSMUSG00000068744	chr3-107939306-107941048
ENSMUSG00000016995	chr2-164073942-164074671
ENSMUSG00000015087	chr2-25125901-25128681
ENSMUSG00000026116	chr1-37230628-37232421
ENSMUSG00000050229	chr1-172375994-172377411
ENSMUSG00000074576	chr2-168250231-168250751
ENSMUSG00000045503	chr2-164089107-164090146
ENSMUSG00000096141	chr1-53970036-53971088
ENSMUSG00000027583	chr2-181119811-181121915
ENSMUSG00000038712	chr3-95014650-95016966
ENSMUSG00000091337	chr2-125865418-125867045
ENSMUSG00000026495	chr1-178527244-178531137
ENSMUSG00000057363	chr1-44041392-44043359
ENSMUSG00000027676	chr3-34231652-34233250
ENSMUSG00000057914	chr2-14295150-14295870
ENSMUSG00000027323	chr2-118706225-118706888
ENSMUSG00000009563	chr2-32200687-32201945
ENSMUSG00000050967	chr1-39942728-39943381
ENSMUSG00000078862	chr2-178022932-178024185
ENSMUSG00000028086	chr3-85206098-85207195
ENSMUSG00000039254	chr2-31899596-31901387
ENSMUSG00000097814	chr1-96768141-96769071
ENSMUSG00000058407	chr1-37871662-37872934
ENSMUSG00000015522	chr3-95314575-95316275
ENSMUSG00000039059	chr2-180176915-180178642
ENSMUSG00000037499	chr1-191182382-191184636
ENSMUSG00000078919	chr2-167634244-167634880
ENSMUSG00000026761	chr2-48538513-48540262
ENSMUSG00000027016	chr2-77862884-77864533
ENSMUSG00000035399	chr2-163437791-163439836
ENSMUSG00000033096	chr2-150362200-150363191
ENSMUSG00000087056	chr2-125379338-125380421
ENSMUSG00000051223	chr1-58456652-58459158
ENSMUSG00000047459	chr2-155073622-155075357
ENSMUSG00000037143	chr2-145610794-145611831
ENSMUSG00000039059	chr2-180202292-180203699
ENSMUSG00000038671	chr2-181113574-181115307
ENSMUSG00000027346	chr2-132689173-132690216
ENSMUSG00000027589	chr2-181159118-181160305
ENSMUSG00000026021	chr1-59803569-59805895
ENSMUSG00000026958	chr2-25317523-25319593
ENSMUSG00000037138	chr1-39125420-39127305
ENSMUSG00000028089	chr3-97887750-97889255
ENSMUSG00000039037	chr3-152980389-152982441
ENSMUSG00000039001	chr2-180202292-180203699
ENSMUSG00000026339	chr1-121430621-121432278
ENSMUSG00000039660	chr2-30335990-30337903
ENSMUSG00000054199	chr3-89182639-89184645
ENSMUSG00000028101	chr3-96938475-96939548
ENSMUSG00000010290	chr1-43178296-43179697
ENSMUSG00000027804	chr3-79202117-79203482
ENSMUSG00000068580	chr2-118870459-118871820
ENSMUSG00000055866	chr1-91052343-91054107
ENSMUSG00000026313	chr1-92099490-92101012
ENSMUSG00000046818	chr3-137512399-137513979
ENSMUSG00000026696	chr1-162134331-162135724
ENSMUSG00000018326	chr2-164098473-164099265
ENSMUSG00000023094	chr2-19645989-19647604
ENSMUSG00000085001	chr2-71643834-71644617
ENSMUSG00000027244	chr2-91858993-91860280
ENSMUSG00000061175	chr3-79066304-79066982
ENSMUSG00000027298	chr2-119596553-119597282
ENSMUSG00000068966	chr2-33401968-33402904
ENSMUSG00000026111	chr1-37028461-37029890
ENSMUSG00000006418	chr2-167143929-167145452
ENSMUSG00000000001	chr3-108383362-108384182
ENSMUSG00000026851	chr2-30593454-30594107
ENSMUSG00000048039	chr3-87905835-87907813
ENSMUSG00000039254	chr2-31741736-31742984
ENSMUSG00000025816	chr2-5636872-5637870
ENSMUSG00000027298	chr2-120011062-120012125
ENSMUSG00000040713	chr1-165459442-165462006
ENSMUSG00000026289	chr1-87755426-87756670
ENSMUSG00000032680	chr2-152735981-152737131
ENSMUSG00000028107	chr3-95498815-95500649
ENSMUSG00000033883	chr3-36688839-36690638
ENSMUSG00000061411	chr2-153527889-153530662
ENSMUSG00000027353	chr2-132893236-132894751
ENSMUSG00000014226	chr1-159564902-159566054
ENSMUSG00000017764	chr2-164970544-164971499
ENSMUSG00000055485	chr2-156924591-156926767
ENSMUSG00000027787	chr3-69859826-69862026
ENSMUSG00000039735	chr3-122728692-122730916
ENSMUSG00000046020	chr2-152830267-152831998
ENSMUSG00000074918	chr2-118553303-118554921
ENSMUSG00000015094	chr2-25240584-25241874
ENSMUSG00000086181	chr3-38498421-38499370
ENSMUSG00000027087	chr2-83812283-83814560
ENSMUSG00000019715	chr2-29495061-29495988
ENSMUSG00000104206	chr1-194630395-194631216
ENSMUSG00000027642	chr2-156696406-156698642
ENSMUSG00000050199	chr2-109692188-109695268
ENSMUSG00000050075	chr3-58636208-58637530
ENSMUSG00000049339	chr1-75168131-75170007
ENSMUSG00000026172	chr1-74806434-74808617
ENSMUSG00000042548	chr2-153382783-153383946
ENSMUSG00000049086	chr2-25332083-25333299
ENSMUSG00000027993	chr3-84228293-84229498
ENSMUSG00000042745	chr2-152395955-152399343
ENSMUSG00000087549	chr2-31381030-31381969
ENSMUSG00000079110	chr2-120068373-120070744
ENSMUSG00000085741	chr2-156873472-156874386
ENSMUSG00000026204	chr1-75141172-75143491
ENSMUSG00000027668	chr3-33074029-33075120
ENSMUSG00000027502	chr2-172391866-172392769
ENSMUSG00000026821	chr2-28545479-28546808
ENSMUSG00000008226	chr2-73344822-73345913
ENSMUSG00000039678	chr2-30048211-30049550
ENSMUSG00000038806	chr1-180195105-180196586
ENSMUSG00000027710	chr3-36551309-36553183
ENSMUSG00000028266	chr3-144201833-144202648
ENSMUSG00000097063	chr1-42686012-42687309
ENSMUSG00000085102	chr3-108378916-108379928
