ENSMUSG00000052539	chr3-104294804-104296296
ENSMUSG00000085439	chr2-71643834-71644617
ENSMUSG00000038949	chr1-179075883-179077422
ENSMUSG00000051344	chr1-65311020-65312587
ENSMUSG00000041483	chr1-136344846-136346939
ENSMUSG00000035877	chr2-161214398-161215292
ENSMUSG00000027889	chr3-108134370-108135476
ENSMUSG00000068856	chr3-96065229-96066934
ENSMUSG00000038605	chr2-180805693-180806445
ENSMUSG00000013997	chr1-170701091-170703494
ENSMUSG00000036504	chr2-25395672-25397017
ENSMUSG00000017299	chr2-164953036-164953800
ENSMUSG00000063972	chr2-38796729-38798390
ENSMUSG00000049339	chr1-75572558-75575181
ENSMUSG00000068735	chr2-92938872-92939385
ENSMUSG00000026135	chr1-74880730-74881603
ENSMUSG00000027674	chr3-33124617-33125188
ENSMUSG00000038324	chr2-155356777-155358292
ENSMUSG00000039157	chr2-32570341-32571393
ENSMUSG00000017929	chr2-166956516-166957438
ENSMUSG00000101840	chr1-75381384-75383141
ENSMUSG00000026234	chr1-86058942-86059911
ENSMUSG00000038806	chr1-180444670-180445898
ENSMUSG00000026426	chr1-135153957-135154944
ENSMUSG00000028019	chr3-80774137-80774897
ENSMUSG00000039047	chr3-152791845-152793847
ENSMUSG00000026923	chr2-26634617-26636234
ENSMUSG00000028101	chr3-96277228-96278919
ENSMUSG00000068744	chr3-108394325-108395391
ENSMUSG00000025995	chr1-45472024-45473794
ENSMUSG00000026103	chr1-51914810-51916474
ENSMUSG00000036825	chr3-146318039-146319691
ENSMUSG00000038671	chr2-180659271-180661928
ENSMUSG00000027709	chr3-36351909-36353224
ENSMUSG00000028057	chr3-88141879-88143735
ENSMUSG00000048960	chr1-10992955-10994655
ENSMUSG00000040389	chr3-108898438-108902635
ENSMUSG00000070544	chr2-160854172-160855547
ENSMUSG00000056050	chr1-182982499-182983945
ENSMUSG00000026821	chr2-28211415-28212333
ENSMUSG00000026878	chr2-35271573-35272428
ENSMUSG00000068735	chr2-93068707-93069559
ENSMUSG00000036893	chr2-25064321-25066135
ENSMUSG00000047459	chr2-155381297-155382692
ENSMUSG00000026806	chr2-28545479-28546808
ENSMUSG00000103971	chr1-158266232-158268469
ENSMUSG00000094962	chr3-55782345-55783927
ENSMUSG00000003134	chr1-39685623-39686519
ENSMUSG00000042133	chr2-69108937-69110397
ENSMUSG00000042272	chr2-77171172-77172751
ENSMUSG00000014873	chr2-27300901-27302087
ENSMUSG00000009549	chr2-118710974-118711669
ENSMUSG00000104677	chr3-55523281-55524298
ENSMUSG00000068264	chr2-131040170-131042065
ENSMUSG00000040007	chr2-118813625-118814826
ENSMUSG00000040133	chr2-118203064-118204405
ENSMUSG00000038241	chr2-155517536-155518748
ENSMUSG00000040506	chr2-91649336-91650626
ENSMUSG00000010453	chr1-36696605-36699190
ENSMUSG00000038374	chr3-96065229-96066934
ENSMUSG00000028039	chr3-89195510-89197186
ENSMUSG00000002546	chr2-32063635-32066456
ENSMUSG00000058318	chr2-91652693-91653470
ENSMUSG00000044337	chr1-89656304-89657354
ENSMUSG00000007476	chr2-30440662-30442775
ENSMUSG00000026228	chr1-86433971-86435928
ENSMUSG00000006304	chr1-74196599-74198904
ENSMUSG00000027180	chr2-104122277-104123880
ENSMUSG00000059173	chr2-79891663-79892675
ENSMUSG00000075012	chr2-102052058-102053468
ENSMUSG00000078902	chr2-174559439-174560342
ENSMUSG00000027956	chr3-79808431-79809889
ENSMUSG00000085247	chr2-135323433-135324528
ENSMUSG00000026443	chr1-132816614-132817966
ENSMUSG00000028049	chr3-88772402-88772889
ENSMUSG00000019715	chr2-30061862-30063070
ENSMUSG00000026421	chr1-135171744-135172533
ENSMUSG00000026442	chr1-132891936-132892651
ENSMUSG00000038374	chr3-96541328-96543861
ENSMUSG00000001138	chr1-36511411-36513135
ENSMUSG00000027254	chr2-121288538-121290398
ENSMUSG00000027195	chr2-93788056-93789160
ENSMUSG00000102494	chr2-3957993-3959526
ENSMUSG00000004105	chr2-33486687-33487733
ENSMUSG00000038116	chr2-156222027-156222662
ENSMUSG00000016528	chr1-131059881-131061075
ENSMUSG00000027166	chr2-105674219-105675813
ENSMUSG00000038026	chr1-172195666-172198135
ENSMUSG00000085201	chr2-38643354-38644467
ENSMUSG00000026830	chr2-58388375-58389555
ENSMUSG00000052759	chr1-136465917-136466700
ENSMUSG00000087445	chr2-157057964-157059434
ENSMUSG00000027305	chr2-119111569-119113270
ENSMUSG00000039735	chr3-122480132-122481408
ENSMUSG00000026452	chr1-134635730-134637170
ENSMUSG00000038323	chr1-57800558-57801651
ENSMUSG00000027639	chr2-156924591-156926767
ENSMUSG00000048109	chr3-107038554-107039679
ENSMUSG00000040713	chr1-165193727-165194943
ENSMUSG00000026203	chr1-75179331-75180778
ENSMUSG00000026349	chr1-127868392-127869573
ENSMUSG00000048388	chr2-83812283-83814560
ENSMUSG00000026958	chr2-25469040-25470455
ENSMUSG00000061518	chr1-36307342-36308311
ENSMUSG00000008763	chr3-100921654-100923195
ENSMUSG00000033902	chr2-119337355-119338525
ENSMUSG00000069114	chr3-9249570-9252201
ENSMUSG00000027959	chr3-116594352-116595576
ENSMUSG00000000194	chr2-30920018-30920877
ENSMUSG00000027534	chr3-10012002-10014146
ENSMUSG00000014353	chr2-129150926-129152074
ENSMUSG00000027249	chr2-91243097-91243969
ENSMUSG00000002550	chr2-32083192-32085066
ENSMUSG00000090077	chr2-181075105-181076321
ENSMUSG00000027220	chr2-92485563-92486873
ENSMUSG00000027774	chr3-67462571-67464615
ENSMUSG00000040035	chr2-118638029-118638766
ENSMUSG00000092607	chr3-94648689-94650872
ENSMUSG00000079110	chr2-120403510-120405082
ENSMUSG00000048911	chr2-131672114-131673150
ENSMUSG00000037818	chr3-41057768-41059573
ENSMUSG00000027637	chr2-157030751-157031548
ENSMUSG00000026743	chr2-18025960-18026879
ENSMUSG00000026240	chr1-86470225-86472989
ENSMUSG00000040035	chr2-118269672-118270722
ENSMUSG00000104973	chr3-104666480-104667818
ENSMUSG00000038298	chr3-97209753-97211767
ENSMUSG00000026269	chr1-92370845-92372700
ENSMUSG00000000001	chr3-108357563-108359343
ENSMUSG00000026904	chr2-61732456-61734550
ENSMUSG00000086638	chr2-157057964-157059434
ENSMUSG00000051444	chr3-37311773-37313928
ENSMUSG00000084892	chr2-29879450-29880866
ENSMUSG00000098051	chr2-180498972-180501728
ENSMUSG00000053192	chr3-95134917-95136325
ENSMUSG00000047824	chr3-89458564-89460000
ENSMUSG00000006418	chr2-167604680-167607523
ENSMUSG00000026455	chr1-134493899-134495368
ENSMUSG00000026788	chr2-33746368-33747244
ENSMUSG00000057738	chr2-29669541-29671668
ENSMUSG00000028053	chr3-89316751-89317273
ENSMUSG00000085102	chr3-108147812-108148245
ENSMUSG00000026565	chr1-165641114-165643304
ENSMUSG00000026339	chr1-121326966-121328522
ENSMUSG00000002728	chr2-145831919-145833645
ENSMUSG00000026159	chr1-83037456-83038992
ENSMUSG00000019715	chr2-29669541-29671668
ENSMUSG00000026554	chr1-172363624-172365341
ENSMUSG00000033161	chr3-101393044-101394382
ENSMUSG00000104960	chr3-122923793-122924903
ENSMUSG00000038671	chr2-181219252-181221239
ENSMUSG00000050075	chr3-59119860-59121747
ENSMUSG00000017760	chr2-164924226-164925007
ENSMUSG00000027270	chr2-135683582-135684356
ENSMUSG00000026189	chr1-71897297-71898887
ENSMUSG00000035168	chr2-59627327-59628853
ENSMUSG00000061689	chr2-156089582-156091234
ENSMUSG00000039262	chr2-32351210-32353666
ENSMUSG00000027809	chr3-79976158-79978520
ENSMUSG00000026672	chr2-4992907-4994675
ENSMUSG00000046722	chr3-95269344-95270576
ENSMUSG00000060985	chr1-156613667-156614533
ENSMUSG00000025762	chr3-41376789-41378720
ENSMUSG00000002103	chr2-91134042-91136953
ENSMUSG00000058729	chr1-180848048-180849111
ENSMUSG00000105824	chr3-100731173-100732123
ENSMUSG00000063019	chr2-156924591-156926767
ENSMUSG00000054387	chr1-133363076-133364438
ENSMUSG00000026211	chr1-75262858-75264817
ENSMUSG00000097885	chr3-50982626-50984651
ENSMUSG00000028089	chr3-97036859-97038272
ENSMUSG00000034343	chr1-91297676-91298747
ENSMUSG00000026447	chr1-132738994-132740337
ENSMUSG00000087131	chr1-38097894-38099631
ENSMUSG00000102416	chr1-36800620-36801739
ENSMUSG00000027175	chr2-104742254-104743457
ENSMUSG00000026141	chr1-24136844-24137691
ENSMUSG00000015094	chr2-25332083-25333299
ENSMUSG00000005973	chr2-105398087-105399992
ENSMUSG00000026036	chr1-58710855-58714120
ENSMUSG00000062319	chr2-7112292-7114161
ENSMUSG00000038170	chr3-98249592-98250714
ENSMUSG00000027014	chr2-77401143-77402418
ENSMUSG00000026854	chr2-30707295-30708701
ENSMUSG00000042520	chr3-89895129-89897796
ENSMUSG00000028101	chr3-96847561-96848798
ENSMUSG00000026565	chr1-166308579-166309717
ENSMUSG00000025995	chr1-45672388-45674057
ENSMUSG00000038619	chr3-95658244-95659891
ENSMUSG00000034317	chr3-69438261-69439807
ENSMUSG00000051590	chr1-128015232-128016500
ENSMUSG00000035109	chr2-125723082-125724915
ENSMUSG00000026220	chr1-84838254-84840559
ENSMUSG00000015829	chr1-159413022-159414226
ENSMUSG00000045210	chr1-10231597-10233884
ENSMUSG00000004110	chr1-155013428-155014909
ENSMUSG00000026131	chr1-33932736-33933822
ENSMUSG00000040896	chr3-105717633-105719260
ENSMUSG00000003134	chr1-39936279-39937470
ENSMUSG00000035093	chr2-125858281-125859583
ENSMUSG00000027298	chr2-119350314-119351818
ENSMUSG00000039047	chr3-152592475-152593656
ENSMUSG00000097760	chr1-132211866-132213291
ENSMUSG00000000794	chr3-89226982-89228622
ENSMUSG00000068740	chr3-108327065-108328994
ENSMUSG00000027185	chr2-103667923-103669802
ENSMUSG00000026065	chr1-40887566-40888237
ENSMUSG00000073656	chr1-66365296-66366387
ENSMUSG00000028018	chr3-132683447-132684713
ENSMUSG00000080727	chr3-96244022-96245542
ENSMUSG00000067879	chr1-9600890-9602845
ENSMUSG00000003134	chr1-39272694-39273700
ENSMUSG00000004127	chr3-137951867-137953818
ENSMUSG00000070939	chr1-42703485-42704761
ENSMUSG00000104283	chr3-33000193-33002324
ENSMUSG00000038619	chr3-95269344-95270576
ENSMUSG00000019230	chr1-138962334-138964473
ENSMUSG00000016494	chr1-194703019-194704459
ENSMUSG00000004032	chr3-107793109-107794421
ENSMUSG00000049401	chr2-180024226-180025883
ENSMUSG00000035949	chr2-34912758-34915161
ENSMUSG00000085953	chr3-31219256-31220053
ENSMUSG00000047021	chr1-75457517-75459855
ENSMUSG00000027502	chr2-172138763-172140603
ENSMUSG00000085397	chr2-32927692-32928872
ENSMUSG00000000827	chr2-180734537-180736103
ENSMUSG00000102548	chr1-166384570-166385992
ENSMUSG00000034544	chr3-66882488-66883454
ENSMUSG00000028360	chr3-153904173-153906514
ENSMUSG00000058740	chr2-25332083-25333299
ENSMUSG00000001418	chr3-88536210-88537306
ENSMUSG00000026088	chr1-37674157-37674765
ENSMUSG00000026260	chr1-92520722-92522105
ENSMUSG00000033159	chr1-74850090-74850836
ENSMUSG00000068749	chr3-108510731-108512471
ENSMUSG00000102517	chr2-4600899-4602308
ENSMUSG00000105552	chr3-89421167-89421934
ENSMUSG00000068749	chr3-107793109-107794421
ENSMUSG00000028059	chr3-88221503-88222855
ENSMUSG00000005102	chr2-118628863-118630140
ENSMUSG00000047030	chr2-167222011-167222657
ENSMUSG00000039046	chr2-6535028-6536868
ENSMUSG00000028049	chr3-89421167-89421934
ENSMUSG00000002227	chr3-104637702-104639773
ENSMUSG00000100394	chr1-152814983-152816741
ENSMUSG00000001855	chr2-31741736-31742984
ENSMUSG00000045216	chr1-36603049-36604091
ENSMUSG00000027952	chr3-89336574-89338288
ENSMUSG00000109946	chr2-27396186-27397720
ENSMUSG00000027340	chr2-131827689-131829605
ENSMUSG00000037771	chr2-158793811-158795499
ENSMUSG00000118506	chr3-89772370-89774265
ENSMUSG00000060679	chr1-43091357-43093246
ENSMUSG00000033900	chr3-82636314-82637436
ENSMUSG00000039068	chr3-152404913-152406653
ENSMUSG00000027195	chr2-94009958-94011408
ENSMUSG00000099401	chr1-87186299-87187564
ENSMUSG00000041911	chr2-71786545-71788198
ENSMUSG00000105753	chr3-105559248-105560536
ENSMUSG00000032869	chr2-151542012-151544142
ENSMUSG00000026987	chr2-60444731-60445718
ENSMUSG00000037470	chr1-36530517-36532549
ENSMUSG00000015697	chr3-95066161-95067079
ENSMUSG00000026999	chr2-80387376-80389342
ENSMUSG00000043467	chr1-161169901-161171303
ENSMUSG00000027395	chr2-129089488-129091225
ENSMUSG00000004110	chr1-154882794-154885320
ENSMUSG00000089762	chr2-30251505-30253239
ENSMUSG00000091512	chr3-137863466-137865894
ENSMUSG00000039157	chr2-32854142-32854603
ENSMUSG00000027091	chr2-83771131-83771856
ENSMUSG00000015092	chr2-25254916-25256144
ENSMUSG00000098912	chr3-88552428-88554607
ENSMUSG00000018209	chr2-163685107-163686565
ENSMUSG00000004127	chr3-137620323-137621068
ENSMUSG00000054766	chr2-29474943-29476376
ENSMUSG00000026810	chr2-32360605-32362052
ENSMUSG00000027282	chr2-90488887-90491415
ENSMUSG00000028188	chr3-146184622-146185788
ENSMUSG00000026749	chr2-38710084-38712858
ENSMUSG00000050122	chr1-37065334-37066390
ENSMUSG00000015711	chr3-95493722-95495347
ENSMUSG00000026811	chr2-32360605-32362052
ENSMUSG00000053916	chr2-150903560-150905205
ENSMUSG00000102302	chr1-164743510-164745656
ENSMUSG00000026082	chr1-37871662-37872934
ENSMUSG00000087301	chr2-66189946-66190671
ENSMUSG00000074884	chr2-121716730-121717616
ENSMUSG00000050947	chr3-108537272-108537910
ENSMUSG00000029419	chr2-25580615-25583426
ENSMUSG00000026764	chr2-49670718-49673230
ENSMUSG00000079484	chr2-30133251-30134609
ENSMUSG00000027166	chr2-106002591-106003877
ENSMUSG00000006301	chr1-74537973-74539364
ENSMUSG00000035226	chr2-163458265-163460061
ENSMUSG00000027884	chr3-108974115-108975625
ENSMUSG00000052310	chr3-90432745-90434295
ENSMUSG00000068749	chr3-108411537-108412140
ENSMUSG00000057147	chr2-114796240-114798015
ENSMUSG00000023206	chr2-11714130-11715160
ENSMUSG00000014353	chr2-129100562-129101649
ENSMUSG00000079442	chr2-32316750-32318722
ENSMUSG00000027999	chr3-129389809-129390990
ENSMUSG00000027300	chr2-130629257-130630341
ENSMUSG00000094962	chr3-55054780-55056010
ENSMUSG00000102494	chr2-4017372-4019616
ENSMUSG00000098051	chr2-180176915-180178642
ENSMUSG00000087473	chr2-103682008-103683402
ENSMUSG00000026836	chr2-58667381-58668668
ENSMUSG00000026958	chr2-25254916-25256144
ENSMUSG00000028019	chr3-81038903-81039753
ENSMUSG00000036155	chr1-127246013-127247043
ENSMUSG00000002458	chr2-181149985-181151035
ENSMUSG00000026739	chr2-18391784-18393254
ENSMUSG00000047583	chr3-153904173-153906514
ENSMUSG00000056501	chr2-167278591-167279705
ENSMUSG00000027637	chr2-157010017-157011511
ENSMUSG00000040591	chr2-91068881-91071286
ENSMUSG00000048039	chr3-88190799-88193038
ENSMUSG00000026837	chr2-28211415-28212333
ENSMUSG00000026792	chr2-32403264-32405333
ENSMUSG00000046519	chr3-95667454-95669556
ENSMUSG00000098234	chr1-9544963-9546549
ENSMUSG00000063273	chr3-51510001-51511582
ENSMUSG00000046404	chr1-131050815-131051838
ENSMUSG00000073627	chr1-86441325-86443276
ENSMUSG00000068740	chr3-108780905-108782155
ENSMUSG00000038034	chr1-172281182-172282248
ENSMUSG00000075040	chr2-91904560-91905719
ENSMUSG00000026848	chr2-30670201-30672112
ENSMUSG00000059842	chr2-154184399-154186166
ENSMUSG00000047909	chr2-11714130-11715160
ENSMUSG00000039157	chr2-31995745-31997056
ENSMUSG00000027953	chr3-89546831-89548224
ENSMUSG00000019710	chr3-87565539-87566812
ENSMUSG00000036907	chr1-120549215-120550504
ENSMUSG00000078201	chr2-25288169-25289323
ENSMUSG00000027249	chr2-91255570-91258622
ENSMUSG00000102331	chr1-3432720-3434511
ENSMUSG00000042035	chr3-101610967-101612748
ENSMUSG00000016349	chr2-181287208-181288551
ENSMUSG00000008604	chr3-88620931-88623840
ENSMUSG00000006800	chr2-166432223-166434378
ENSMUSG00000028063	chr3-88335607-88337026
ENSMUSG00000027879	chr3-98249592-98250714
ENSMUSG00000038793	chr1-180516968-180518060
ENSMUSG00000010453	chr1-36743495-36745045
ENSMUSG00000039804	chr2-165351630-165352789
ENSMUSG00000049230	chr3-9750654-9751942
ENSMUSG00000026254	chr1-86703096-86704437
ENSMUSG00000039983	chr2-119156233-119157561
ENSMUSG00000017754	chr2-164496792-164498138
ENSMUSG00000004105	chr2-33475688-33477374
ENSMUSG00000042133	chr2-69476656-69477445
ENSMUSG00000053192	chr3-95005305-95008408
ENSMUSG00000086994	chr2-29124505-29126069
ENSMUSG00000017943	chr2-162888406-162890293
ENSMUSG00000027531	chr3-10306759-10308004
ENSMUSG00000017707	chr2-163531922-163533052
ENSMUSG00000040479	chr2-91649336-91650626
ENSMUSG00000018770	chr2-73528852-73530266
ENSMUSG00000054074	chr2-17841215-17842306
ENSMUSG00000102014	chr1-127795102-127795994
ENSMUSG00000074513	chr3-84744642-84746553
ENSMUSG00000017670	chr2-165612769-165614782
ENSMUSG00000026187	chr1-72210976-72213266
ENSMUSG00000039205	chr2-32362684-32363772
ENSMUSG00000101693	chr1-132982508-132983264
ENSMUSG00000068923	chr3-88784776-88786518
ENSMUSG00000068742	chr2-91962645-91964115
ENSMUSG00000027634	chr2-156653503-156655085
ENSMUSG00000026333	chr1-98094550-98096259
ENSMUSG00000005973	chr2-105674219-105675813
ENSMUSG00000026810	chr2-32327974-32330028
ENSMUSG00000105753	chr3-105719741-105721702
ENSMUSG00000037843	chr2-157926442-157927960
ENSMUSG00000028098	chr3-97036859-97038272
ENSMUSG00000027663	chr3-32697761-32698886
ENSMUSG00000063659	chr1-177126115-177127352
ENSMUSG00000026797	chr2-32784023-32785482
ENSMUSG00000015522	chr3-95818003-95820390
ENSMUSG00000038533	chr2-154210937-154212766
ENSMUSG00000027603	chr2-155513544-155515124
ENSMUSG00000027993	chr3-84228293-84229498
ENSMUSG00000002458	chr2-181391948-181393089
ENSMUSG00000027651	chr2-157984650-157986974
ENSMUSG00000040269	chr3-9189339-9190400
ENSMUSG00000085438	chr2-119326674-119327470
ENSMUSG00000027584	chr2-181463031-181463873
ENSMUSG00000063019	chr2-157463343-157465451
ENSMUSG00000026648	chr2-3799610-3800813
ENSMUSG00000041997	chr2-71039440-71040455
ENSMUSG00000039262	chr2-32316750-32318722
ENSMUSG00000027613	chr2-155517536-155518748
ENSMUSG00000068580	chr2-118659724-118660360
ENSMUSG00000026436	chr1-131602049-131603255
ENSMUSG00000026791	chr2-32689279-32689889
ENSMUSG00000000794	chr3-89089719-89091644
ENSMUSG00000026627	chr1-190918102-190920185
ENSMUSG00000040339	chr3-109122206-109123960
ENSMUSG00000039501	chr2-166805019-166806507
ENSMUSG00000026004	chr1-66655034-66656097
ENSMUSG00000059540	chr2-181119811-181121915
ENSMUSG00000057329	chr1-106406640-106407746
ENSMUSG00000037902	chr2-129240517-129241954
ENSMUSG00000026678	chr1-169346629-169348247
ENSMUSG00000079610	chr1-36546447-36547830
ENSMUSG00000017999	chr2-166432223-166434378
ENSMUSG00000027273	chr2-136628598-136629699
ENSMUSG00000026229	chr1-85916598-85917830
ENSMUSG00000032952	chr3-104058752-104059837
ENSMUSG00000016344	chr2-181287208-181288551
ENSMUSG00000062963	chr1-170678647-170680337
ENSMUSG00000026568	chr1-165459442-165462006
ENSMUSG00000055866	chr1-91800902-91803099
ENSMUSG00000038705	chr2-180996133-180997526
ENSMUSG00000028051	chr3-89244169-89246900
ENSMUSG00000074656	chr2-154583651-154585187
ENSMUSG00000028069	chr3-87763555-87764942
ENSMUSG00000026930	chr2-26525134-26527357
ENSMUSG00000028099	chr3-96600673-96601799
ENSMUSG00000074238	chr3-128001837-128003916
ENSMUSG00000038671	chr2-181059962-181060819
ENSMUSG00000039725	chr2-165528926-165530064
ENSMUSG00000033981	chr3-80802396-80803534
ENSMUSG00000037531	chr3-32967980-32969889
ENSMUSG00000016179	chr1-193449217-193450161
ENSMUSG00000020423	chr1-134119953-134121403
ENSMUSG00000027886	chr3-108510731-108512471
ENSMUSG00000047617	chr2-24918638-24920127
ENSMUSG00000042046	chr1-132043337-132044520
ENSMUSG00000036053	chr2-53060470-53062320
ENSMUSG00000000794	chr3-89348870-89350718
ENSMUSG00000027247	chr2-91959003-91959473
ENSMUSG00000026959	chr2-25469040-25470455
ENSMUSG00000026594	chr1-156302653-156304212
ENSMUSG00000026470	chr1-154687818-154689766
ENSMUSG00000027628	chr2-156740569-156742879
ENSMUSG00000037211	chr3-37768918-37770200
ENSMUSG00000028010	chr3-129580085-129581326
ENSMUSG00000000561	chr3-105559248-105560536
ENSMUSG00000097745	chr3-152867572-152868650
ENSMUSG00000001018	chr3-90372679-90374545
ENSMUSG00000015749	chr3-96268116-96270363
ENSMUSG00000027030	chr2-68416806-68417808
ENSMUSG00000027247	chr2-91923791-91924429
ENSMUSG00000027248	chr2-121506022-121507013
ENSMUSG00000002718	chr2-166905487-166907118
ENSMUSG00000032666	chr1-152129792-152130931
ENSMUSG00000017721	chr2-164456823-164457401
ENSMUSG00000005506	chr2-90488887-90491415
ENSMUSG00000006800	chr2-166241312-166242770
ENSMUSG00000026586	chr1-163403053-163404291
ENSMUSG00000038576	chr1-182302154-182303246
ENSMUSG00000027076	chr2-84826341-84827838
ENSMUSG00000026927	chr2-25982246-25984360
ENSMUSG00000026833	chr2-28204090-28206302
ENSMUSG00000060519	chr1-156539603-156540863
ENSMUSG00000069020	chr2-29385152-29385932
ENSMUSG00000026238	chr1-86441325-86443276
ENSMUSG00000084781	chr2-92458753-92460761
ENSMUSG00000059316	chr2-29346474-29347528
ENSMUSG00000010492	chr2-180966056-180967753
ENSMUSG00000055322	chr1-74537973-74539364
ENSMUSG00000033808	chr2-119995019-119996345
ENSMUSG00000027423	chr2-144171846-144172915
ENSMUSG00000027253	chr2-91023987-91026059
ENSMUSG00000017969	chr2-167201082-167202556
ENSMUSG00000060424	chr1-43178296-43179697
ENSMUSG00000019699	chr1-177051102-177051971
ENSMUSG00000026709	chr1-160547835-160549058
ENSMUSG00000037211	chr3-37259256-37260592
ENSMUSG00000026765	chr2-49378934-49380147
ENSMUSG00000028010	chr3-129918246-129919075
ENSMUSG00000053333	chr1-86669403-86671162
ENSMUSG00000000823	chr2-181159118-181160305
ENSMUSG00000053483	chr1-171101621-171103538
ENSMUSG00000057363	chr1-43781197-43783659
ENSMUSG00000028101	chr3-96180618-96182914
ENSMUSG00000028069	chr3-88406988-88407651
ENSMUSG00000043300	chr3-69193451-69194994
ENSMUSG00000026192	chr1-71652553-71654015
ENSMUSG00000075028	chr2-92400046-92401876
ENSMUSG00000027787	chr3-69281834-69283741
ENSMUSG00000053166	chr2-164960597-164962533
ENSMUSG00000017721	chr2-164832464-164834834
ENSMUSG00000038671	chr2-181305750-181308153
ENSMUSG00000005501	chr1-87573756-87575571
ENSMUSG00000040648	chr1-97961423-97962674
ENSMUSG00000026048	chr1-43826829-43828715
ENSMUSG00000028051	chr3-89266179-89267018
ENSMUSG00000041911	chr2-71492673-71493755
ENSMUSG00000003464	chr1-172357180-172358180
ENSMUSG00000032657	chr3-88803565-88806019
ENSMUSG00000045967	chr2-20942983-20943905
ENSMUSG00000033684	chr1-155557569-155558950
ENSMUSG00000053024	chr1-132915792-132916697
ENSMUSG00000068735	chr2-92787840-92788650
ENSMUSG00000041439	chr1-52951551-52953864
ENSMUSG00000097316	chr1-191483885-191485472
ENSMUSG00000026173	chr1-74312446-74313955
ENSMUSG00000026171	chr1-74824522-74825414
ENSMUSG00000039660	chr2-30341893-30345122
ENSMUSG00000074754	chr2-144464442-144466697
ENSMUSG00000074457	chr3-90247635-90249098
ENSMUSG00000027361	chr2-126734703-126736076
ENSMUSG00000026499	chr1-180516968-180518060
ENSMUSG00000027465	chr2-151979383-151980742
ENSMUSG00000093424	chr3-95498815-95500649
ENSMUSG00000009418	chr1-135283094-135284524
ENSMUSG00000027940	chr3-90450664-90452610
ENSMUSG00000026965	chr2-25303461-25306237
ENSMUSG00000068732	chr3-108405381-108406873
ENSMUSG00000017999	chr2-166574822-166576024
ENSMUSG00000042766	chr3-88771632-88772193
ENSMUSG00000026848	chr2-31262914-31264800
ENSMUSG00000026819	chr2-31875796-31877042
ENSMUSG00000026003	chr1-66481405-66483528
ENSMUSG00000015090	chr2-25500178-25501947
ENSMUSG00000027395	chr2-129133231-129133930
ENSMUSG00000037111	chr3-51169237-51171189
ENSMUSG00000055547	chr1-152838151-152839722
ENSMUSG00000099632	chr2-163111345-163113375
ENSMUSG00000053931	chr3-121250047-121251598
ENSMUSG00000016194	chr1-192784168-192786668
ENSMUSG00000033014	chr3-103101836-103103344
ENSMUSG00000038467	chr2-154389499-154391261
ENSMUSG00000084859	chr2-3815999-3818121
ENSMUSG00000068130	chr2-150059494-150060815
ENSMUSG00000027349	chr2-116849627-116851294
ENSMUSG00000042572	chr3-89202568-89203641
ENSMUSG00000026005	chr1-66443048-66446438
ENSMUSG00000034154	chr2-118972678-118973115
ENSMUSG00000059842	chr2-154676756-154678156
ENSMUSG00000026201	chr1-75244242-75246805
ENSMUSG00000051590	chr1-128231280-128232053
ENSMUSG00000105552	chr3-89538977-89540595
ENSMUSG00000001418	chr3-88489947-88490814
ENSMUSG00000042046	chr1-132641012-132641974
ENSMUSG00000027551	chr2-168479554-168481809
ENSMUSG00000027438	chr2-148860896-148862225
ENSMUSG00000078923	chr2-167219121-167220385
ENSMUSG00000035772	chr2-28289371-28290771
ENSMUSG00000027304	chr2-119476629-119478595
ENSMUSG00000028099	chr3-96719029-96720225
ENSMUSG00000027397	chr2-128943408-128944453
ENSMUSG00000007476	chr2-30435538-30436401
ENSMUSG00000027300	chr2-130133538-130134545
ENSMUSG00000026200	chr1-75572558-75575181
ENSMUSG00000046793	chr3-108363379-108365163
ENSMUSG00000026470	chr1-154660892-154662469
ENSMUSG00000010492	chr2-180896211-180898329
ENSMUSG00000040479	chr2-91682755-91684261
ENSMUSG00000026843	chr2-31239053-31240174
ENSMUSG00000085001	chr2-71651895-71652847
ENSMUSG00000027378	chr2-127269535-127271420
ENSMUSG00000026857	chr2-31023965-31026410
ENSMUSG00000026594	chr1-157168479-157170236
ENSMUSG00000026457	chr1-134198450-134199171
ENSMUSG00000033721	chr3-109170520-109171995
ENSMUSG00000027634	chr2-156487718-156488732
ENSMUSG00000027004	chr2-80128449-80130026
ENSMUSG00000027959	chr3-116536314-116537803
ENSMUSG00000073236	chr2-153014771-153016209
ENSMUSG00000044308	chr2-70126164-70128882
ENSMUSG00000086638	chr2-156451141-156452571
ENSMUSG00000026098	chr1-53823447-53824582
ENSMUSG00000026664	chr2-5031120-5031906
ENSMUSG00000027506	chr3-8913164-8914460
ENSMUSG00000050211	chr2-119841843-119842916
ENSMUSG00000038844	chr2-142731056-142732668
ENSMUSG00000007097	chr1-172216746-172217770
ENSMUSG00000104969	chr3-144106823-144108519
ENSMUSG00000058729	chr1-180519927-180521000
ENSMUSG00000028016	chr3-132948379-132950837
ENSMUSG00000027303	chr2-130678840-130679794
ENSMUSG00000038550	chr3-95985017-95986785
ENSMUSG00000033705	chr2-119996930-119998155
ENSMUSG00000026491	chr1-179704778-179705739
ENSMUSG00000026199	chr1-74815900-74817689
ENSMUSG00000039254	chr2-31670358-31671358
ENSMUSG00000016386	chr2-106215679-106217055
ENSMUSG00000039988	chr3-158036056-158037169
