peak	gene	score
chr1-134082913-134083537	ENSMUSG00000026457	-0.150444220718513
chr1-134098741-134099854	ENSMUSG00000026455	0.187591603887044
chr1-134119953-134121403	ENSMUSG00000026456	0.301926092939696
chr1-134119953-134121403	ENSMUSG00000026457	0.249164765232488
chr1-134195474-134197054	ENSMUSG00000026456	0.45308995850387
chr1-134201216-134201766	ENSMUSG00000026458	0.16298638943824
chr1-134201216-134201766	ENSMUSG00000026457	-0.167606746885754
chr1-134205235-134206360	ENSMUSG00000026457	0.188406075893697
chr1-134205235-134206360	ENSMUSG00000042207	-0.142537229101522
chr1-134232510-134236130	ENSMUSG00000042207	-0.14758577630805
chr1-134454859-134456045	ENSMUSG00000042305	0.282473884724406
chr1-134331836-134333638	ENSMUSG00000026457	-0.1498087231344
chr1-134361270-134362685	ENSMUSG00000026456	0.234187798326396
chr1-134454859-134456045	ENSMUSG00000026457	0.377020485395449
chr1-134343509-134345589	ENSMUSG00000026455	0.179921199167063
chr1-134405469-134407100	ENSMUSG00000026455	0.190678078550314
chr1-135153957-135154944	ENSMUSG00000073557	0.270476176818599
chr1-135368096-135369445	ENSMUSG00000073557	0.207695100813574
chr1-134955131-134956393	ENSMUSG00000041879	-0.137044051344899
chr1-135018775-135022257	ENSMUSG00000041879	0.264435438227296
chr1-135153957-135154944	ENSMUSG00000041889	0.206994745942578
chr1-135368096-135369445	ENSMUSG00000041926	0.220355776632745
chr1-135313068-135314294	ENSMUSG00000062580	-0.158716263880385
chr1-135374075-135375767	ENSMUSG00000062580	-0.17711591086017
chr1-135404766-135405956	ENSMUSG00000062580	-0.122058876394577
chr1-135283094-135284524	ENSMUSG00000041879	-0.132209709917143
chr1-135669678-135671039	ENSMUSG00000041879	0.274896897934482
chr1-135564638-135565684	ENSMUSG00000026411	0.215506355937363
chr1-135564638-135565684	ENSMUSG00000041642	0.23061675793546
chr1-136017388-136019189	ENSMUSG00000041642	-0.224051786842353
chr1-136066002-136066980	ENSMUSG00000041642	0.198221719642469
chr1-136259617-136261455	ENSMUSG00000041642	0.220310083801921
chr1-136465917-136466700	ENSMUSG00000041642	0.237178013924304
chr1-136140015-136140744	ENSMUSG00000041483	-0.156316013902047
chr1-136241283-136242524	ENSMUSG00000041483	-0.156316013902047
chr1-136739104-136740212	ENSMUSG00000041570	-0.147318691242905
chr1-136465917-136466700	ENSMUSG00000041483	0.247825686200592
chr1-138856475-138857486	ENSMUSG00000079283	-0.203079831465161
chr1-140294099-140296520	ENSMUSG00000052726	-0.144200940529541
chr1-143640226-143641493	ENSMUSG00000018199	-0.18535785990835
chr1-144018303-144019501	ENSMUSG00000018189	-0.168446476264971
chr1-143738892-143740559	ENSMUSG00000026360	-0.167329302764651
chr1-144003176-144005177	ENSMUSG00000026360	0.210031075480258
chr1-151086940-151089086	ENSMUSG00000053286	-0.139382692945596
chr1-151499939-151501446	ENSMUSG00000052748	0.187892157051054
chr1-151343942-151345613	ENSMUSG00000043019	-0.174284337721524
chr1-151427838-151429423	ENSMUSG00000026484	0.272990223712667
chr1-151754626-151756477	ENSMUSG00000026484	0.284915776968423
chr1-151889903-151891976	ENSMUSG00000032666	0.467129158847392
chr1-151889903-151891976	ENSMUSG00000032649	0.394505704232036
chr1-152385877-152387135	ENSMUSG00000026482	-0.170471467702477
chr1-152524059-152525754	ENSMUSG00000026482	0.289797520517015
chr1-152838151-152839722	ENSMUSG00000042751	0.220244097960802
chr1-153678241-153680192	ENSMUSG00000026478	-0.157752111860169
chr1-153331933-153334199	ENSMUSG00000042699	0.128747509893908
chr1-153486613-153488120	ENSMUSG00000045968	0.2150568715809
chr1-154723184-154724722	ENSMUSG00000056708	0.250748491375646
chr1-154805131-154806649	ENSMUSG00000026469	0.269903831183035
chr1-154882794-154885320	ENSMUSG00000026469	0.223896401362085
chr1-155097918-155099976	ENSMUSG00000056708	-0.166531511525185
chr1-155145694-155147624	ENSMUSG00000033701	0.26140411942825
chr1-155201030-155203133	ENSMUSG00000033701	-0.159265532845119
chr1-155236463-155238078	ENSMUSG00000033684	0.223807849734719
chr1-155280326-155282273	ENSMUSG00000033701	0.21486289599783
chr1-155574561-155577006	ENSMUSG00000026469	0.159416882745535
chr1-155574561-155577006	ENSMUSG00000033701	0.304586408688515
chr1-155488552-155489966	ENSMUSG00000026466	0.203690219279421
chr1-155557569-155558950	ENSMUSG00000033684	0.17303622245695
chr1-156040510-156041239	ENSMUSG00000050565	0.231503579952267
chr1-156035383-156036807	ENSMUSG00000026466	0.254522563604606
chr1-156035383-156036807	ENSMUSG00000060985	0.176399379746635
chr1-156302653-156304212	ENSMUSG00000060985	0.137937068323853
chr1-156558167-156560010	ENSMUSG00000026596	0.309771041782995
chr1-156639889-156641159	ENSMUSG00000026596	0.320580740458566
chr1-156938496-156940500	ENSMUSG00000033544	0.186670046610711
chr1-157076179-157077524	ENSMUSG00000033544	0.23262401025472
chr1-156938496-156940500	ENSMUSG00000026594	-0.127058386169947
chr1-157410916-157413129	ENSMUSG00000070565	0.345163026224703
chr1-158512249-158514257	ENSMUSG00000026587	0.252169253778077
chr1-158295391-158297266	ENSMUSG00000103971	0.236290970575626
chr1-158910169-158911815	ENSMUSG00000040782	0.289255364420077
chr1-158953470-158955365	ENSMUSG00000040782	-0.151400479567851
chr1-158953470-158955365	ENSMUSG00000015829	-0.120706632735657
chr1-159614010-159616293	ENSMUSG00000014226	0.221197059535243
chr1-160350274-160352610	ENSMUSG00000104302	0.322477723593314
chr1-160547835-160549058	ENSMUSG00000043467	-0.160178841840159
chr1-160579162-160580428	ENSMUSG00000026709	-0.143152083694905
chr1-160579162-160580428	ENSMUSG00000026701	-0.203174609232636
chr1-160791900-160793395	ENSMUSG00000044835	0.248213636799496
chr1-161034227-161036652	ENSMUSG00000043467	0.198176235331183
chr1-161070073-161071316	ENSMUSG00000026705	0.168326429230725
chr1-161195217-161196643	ENSMUSG00000026705	0.183175343297807
chr1-162739312-162741131	ENSMUSG00000040265	-0.196240451151069
chr1-163403053-163404291	ENSMUSG00000026585	-0.144155018161994
chr1-163779167-163780465	ENSMUSG00000026584	0.182520486936489
chr1-163994349-163995754	ENSMUSG00000026584	0.132183684857314
chr1-164306832-164308244	ENSMUSG00000040918	0.270100422348484
chr1-164461605-164462268	ENSMUSG00000040918	-0.149054299877419
chr1-164326347-164327935	ENSMUSG00000026577	0.266038209395597
chr1-164306832-164308244	ENSMUSG00000026576	0.257099662126557
chr1-164753360-164754310	ENSMUSG00000040836	0.339943805717878
chr1-164786926-164788619	ENSMUSG00000040843	-0.174761564573814
chr1-164786926-164788619	ENSMUSG00000026571	-0.13194050017244
chr1-164786926-164788619	ENSMUSG00000026568	-0.136091820826038
chr1-164926452-164927654	ENSMUSG00000102302	0.196262653467282
chr1-165236117-165237989	ENSMUSG00000102302	-0.210010630963756
chr1-165280806-165283026	ENSMUSG00000102302	0.157872872307369
chr1-165280806-165283026	ENSMUSG00000040843	0.217751956786081
chr1-165083923-165085006	ENSMUSG00000026571	0.196886514184348
chr1-165301013-165303307	ENSMUSG00000040836	0.335059436632231
chr1-165190500-165192262	ENSMUSG00000040713	0.335164442063956
chr1-165236117-165237989	ENSMUSG00000026566	0.213843987081195
chr1-165280806-165283026	ENSMUSG00000026571	-0.103611645360035
chr1-165301013-165303307	ENSMUSG00000026571	-0.118542921799805
chr1-165633906-165635110	ENSMUSG00000040713	0.219758695197209
chr1-166043514-166044439	ENSMUSG00000040713	0.219481917460718
chr1-165633906-165635110	ENSMUSG00000026565	0.24433888871261
chr1-165633906-165635110	ENSMUSG00000040612	0.254317361796255
chr1-166160217-166161294	ENSMUSG00000026563	-0.168706726292825
chr1-166284260-166285480	ENSMUSG00000026563	0.37323381758231
chr1-166408883-166410324	ENSMUSG00000026563	-0.159939929894273
chr1-166253848-166257105	ENSMUSG00000040596	0.216399498981847
chr1-166378563-166380300	ENSMUSG00000060568	-0.16208231240637
chr1-166922625-166924594	ENSMUSG00000026558	-0.160217022066845
chr1-167392315-167394634	ENSMUSG00000026558	-0.18568481427306
chr1-167597988-167599133	ENSMUSG00000026558	0.254283262727723
chr1-167283566-167285616	ENSMUSG00000052428	-0.174300098294987
chr1-167349557-167350903	ENSMUSG00000052428	-0.214310367255514
chr1-167472685-167474754	ENSMUSG00000026688	0.197056881390774
chr1-170174171-170175605	ENSMUSG00000026675	0.302258167752963
chr1-170174171-170175605	ENSMUSG00000026670	-0.186422253373885
chr1-170292362-170293646	ENSMUSG00000038473	-0.159906306992875
chr1-170655242-170658506	ENSMUSG00000038473	0.24813381205489
chr1-170884483-170886153	ENSMUSG00000038473	-0.163157185779851
chr1-170538028-170539694	ENSMUSG00000038463	0.188490714618483
chr1-170547946-170549590	ENSMUSG00000038463	0.218529630501641
chr1-170866990-170869145	ENSMUSG00000038463	0.201754142270567
chr1-170588087-170590263	ENSMUSG00000026663	0.308673567100818
chr1-170588087-170590263	ENSMUSG00000026659	0.219919386649642
chr1-170907161-170908847	ENSMUSG00000026663	0.285370169404258
chr1-171032752-171034589	ENSMUSG00000026663	0.229589086519043
chr1-171149944-171151519	ENSMUSG00000026659	-0.138539346880703
chr1-170731725-170732949	ENSMUSG00000006412	-0.183883432334937
chr1-170907161-170908847	ENSMUSG00000052423	0.196209611914513
chr1-170907161-170908847	ENSMUSG00000062963	0.216260485847959
chr1-171110616-171112299	ENSMUSG00000058076	-0.164702411042088
chr1-171032752-171034589	ENSMUSG00000013973	0.17258474846716
chr1-171044215-171045490	ENSMUSG00000013973	0.159933177794911
chr1-171044215-171045490	ENSMUSG00000006412	-0.204180226607765
chr1-171280703-171281914	ENSMUSG00000052423	0.179349712878057
chr1-171328394-171330325	ENSMUSG00000052423	0.179281309393379
chr1-171110616-171112299	ENSMUSG00000053483	0.202155450378722
chr1-171246507-171247771	ENSMUSG00000053483	-0.190014322842
chr1-171262447-171263933	ENSMUSG00000053483	-0.198006391939061
chr1-171502410-171504393	ENSMUSG00000062963	-0.177554571174426
chr1-171379690-171380903	ENSMUSG00000013973	0.183513961621568
chr1-171262447-171263933	ENSMUSG00000013997	-0.173675777499315
chr1-171280703-171281914	ENSMUSG00000013997	0.328909464284072
chr1-171328394-171330325	ENSMUSG00000006412	0.195823229269683
chr1-171775413-171776980	ENSMUSG00000003458	0.182946657729921
chr1-172319264-172320916	ENSMUSG00000026553	-0.122345151975301
chr1-172025731-172028032	ENSMUSG00000026554	-0.223600523973685
chr1-172311420-172314375	ENSMUSG00000026554	-0.169455136331171
chr1-172375994-172377411	ENSMUSG00000026554	0.242452992446802
chr1-172025731-172028032	ENSMUSG00000013698	-0.170465001813299
chr1-172200619-172201627	ENSMUSG00000013698	0.353280902390487
chr1-172323754-172325216	ENSMUSG00000013698	-0.167297289054819
chr1-172082132-172083396	ENSMUSG00000026546	0.184060560618853
chr1-172126142-172127669	ENSMUSG00000026546	0.220214772354776
chr1-172200619-172201627	ENSMUSG00000026546	0.246416411938058
chr1-172204897-172207617	ENSMUSG00000026546	0.192037330660547
chr1-172481429-172482611	ENSMUSG00000026546	0.276710860710869
chr1-173366650-173368246	ENSMUSG00000037872	0.231421884594187
chr1-175579248-175580707	ENSMUSG00000026527	0.462879118834869
chr1-176978532-176981343	ENSMUSG00000026504	-0.164075311378277
chr1-177027276-177029577	ENSMUSG00000026504	0.195369330075429
chr1-176978532-176981343	ENSMUSG00000019699	0.221830925906608
chr1-177381856-177383106	ENSMUSG00000063659	0.222805952207569
chr1-177459621-177461050	ENSMUSG00000015961	0.168370150741752
chr1-177795478-177797114	ENSMUSG00000026495	-0.21037026795609
chr1-178317799-178319884	ENSMUSG00000039630	0.248946174591161
chr1-178186734-178188047	ENSMUSG00000026495	-0.185531235980518
chr1-178317799-178319884	ENSMUSG00000026494	0.324536647060453
chr1-179326055-179327793	ENSMUSG00000026491	-0.153772018313018
chr1-179704778-179705739	ENSMUSG00000026492	-0.137918428942363
chr1-179802668-179804368	ENSMUSG00000026492	-0.15015318633102
chr1-179612244-179613602	ENSMUSG00000026491	-0.156370003979699
chr1-180480395-180480868	ENSMUSG00000010609	-0.158898795851048
chr1-180255327-180257069	ENSMUSG00000038806	0.240192230707631
chr1-180267979-180269387	ENSMUSG00000053963	-0.16027446894965
chr1-180330303-180333340	ENSMUSG00000053963	0.285171856074591
chr1-180568322-180569970	ENSMUSG00000053963	-0.187235222782749
chr1-180330303-180333340	ENSMUSG00000026496	0.201843134582083
chr1-180330303-180333340	ENSMUSG00000060743	0.224076620486947
chr1-180568322-180569970	ENSMUSG00000026496	0.220351944777975
chr1-180464184-180466226	ENSMUSG00000026520	-0.174345219854606
chr1-180480395-180480868	ENSMUSG00000026499	-0.188653769985449
chr1-180480395-180480868	ENSMUSG00000026516	-0.200891072827131
chr1-180506949-180507945	ENSMUSG00000026499	0.225452829951251
chr1-180506949-180507945	ENSMUSG00000060743	-0.163290485137966
chr1-180540522-180542781	ENSMUSG00000038733	0.209002979444585
chr1-181016479-181017982	ENSMUSG00000026499	-0.177961375404923
chr1-180576610-180578372	ENSMUSG00000062169	0.163376672568939
chr1-180903796-180905110	ENSMUSG00000060743	0.211393666005951
chr1-181143679-181145185	ENSMUSG00000038806	0.366045760088616
chr1-180777387-180778760	ENSMUSG00000038733	0.249034552181773
chr1-181150536-181151801	ENSMUSG00000026516	0.175168174544257
chr1-181150536-181151801	ENSMUSG00000038733	0.214974465134615
chr1-181545162-181546046	ENSMUSG00000026514	0.304311874539245
chr1-182281884-182283323	ENSMUSG00000022995	0.31823924368107
chr1-182340624-182342084	ENSMUSG00000047539	0.26317336547769
chr1-182489676-182490907	ENSMUSG00000026510	0.178810684860747
chr1-182281884-182283323	ENSMUSG00000026509	0.241842686851774
chr1-182408148-182409813	ENSMUSG00000038576	0.297339181522307
chr1-182907301-182909882	ENSMUSG00000038576	0.318594593061733
chr1-182907301-182909882	ENSMUSG00000072258	0.183500889506223
chr1-182959103-182960623	ENSMUSG00000042901	0.196533453964491
chr1-183368592-183370448	ENSMUSG00000046836	-0.191196921370657
chr1-183296404-183298409	ENSMUSG00000072258	0.205859651560145
chr1-184824204-184825681	ENSMUSG00000039318	-0.151207817277301
chr1-184998791-185000612	ENSMUSG00000026615	-0.185655853180672
chr1-185331883-185332591	ENSMUSG00000026618	0.181109560306226
chr1-186433126-186434462	ENSMUSG00000039239	0.359903718604196
chr1-186434746-186435819	ENSMUSG00000039239	0.408235482998161
chr1-186705031-186706567	ENSMUSG00000039239	0.455397910065891
chr1-189006983-189008418	ENSMUSG00000026608	0.236596107113717
chr1-189006983-189008418	ENSMUSG00000037624	-0.204473210690667
chr1-189631376-189633022	ENSMUSG00000037624	0.238964580493645
chr1-189786148-189788122	ENSMUSG00000026604	0.334811529933481
chr1-189687758-189688756	ENSMUSG00000026603	-0.18194098684442
chr1-190918102-190920185	ENSMUSG00000066595	-0.135174567767077
chr1-191062153-191063460	ENSMUSG00000066595	0.212761523763126
chr1-191223784-191225351	ENSMUSG00000066595	-0.19690152356838
chr1-191223784-191225351	ENSMUSG00000026632	-0.146800787154862
chr1-190845929-190847369	ENSMUSG00000037461	0.173547596422901
chr1-191025118-191026953	ENSMUSG00000037461	0.18330075972434
chr1-191381395-191383439	ENSMUSG00000037499	0.354515126747421
chr1-191483885-191485472	ENSMUSG00000026626	0.278148534087756
chr1-191574953-191576423	ENSMUSG00000037461	0.252251873116835
chr1-191802119-191803778	ENSMUSG00000037461	0.233656889902369
chr1-191381395-191383439	ENSMUSG00000058248	0.225026007652116
chr1-191396042-191397969	ENSMUSG00000058248	-0.126822880651032
chr1-191468908-191471102	ENSMUSG00000026623	0.255791425226777
chr1-191784351-191787934	ENSMUSG00000026623	0.227918434341665
chr1-191468908-191471102	ENSMUSG00000097316	0.315712055811006
chr1-192060826-192062485	ENSMUSG00000097089	0.188582161593723
chr1-192190396-192192170	ENSMUSG00000097089	-0.144040148413824
chr1-191802119-191803778	ENSMUSG00000058248	-0.143813286497226
chr1-192135807-192138876	ENSMUSG00000097316	0.22012283206862
chr1-191894082-191895408	ENSMUSG00000037395	-0.140973429012711
chr1-192598129-192598919	ENSMUSG00000016200	0.220875460234843
chr1-194884955-194886498	ENSMUSG00000096929	0.229862893057073
chr1-194976027-194978664	ENSMUSG00000104206	0.301773167525255
chr2-3172484-3173457	ENSMUSG00000050530	-0.202278273581111
chr2-3283231-3285434	ENSMUSG00000026643	0.235877632148385
chr2-3512162-3513693	ENSMUSG00000026643	-0.134742013909074
chr2-3331840-3333403	ENSMUSG00000026648	-0.204185683173653
chr2-3423660-3424949	ENSMUSG00000109865	0.248761435569073
chr2-3815999-3818121	ENSMUSG00000026648	0.280309093565019
chr2-3815999-3818121	ENSMUSG00000109865	0.232264987290362
chr2-3815999-3818121	ENSMUSG00000026657	0.238129244350978
chr2-4509079-4510881	ENSMUSG00000026657	0.222975650539709
chr2-4098833-4100259	ENSMUSG00000102494	0.361994440661295
chr2-4600899-4602308	ENSMUSG00000102494	-0.162701838601704
chr2-4542064-4543702	ENSMUSG00000039449	0.315083576728734
chr2-5241238-5242228	ENSMUSG00000026662	0.225262448300158
chr2-5614752-5615442	ENSMUSG00000025817	0.214907193050633
chr2-5614752-5615442	ENSMUSG00000039128	0.20702411852364
chr2-5614752-5615442	ENSMUSG00000043241	0.345422279801107
chr2-5636872-5637870	ENSMUSG00000039145	0.226827378492027
chr2-5770174-5771644	ENSMUSG00000025816	0.347150556241568
chr2-5844412-5845780	ENSMUSG00000025815	0.289780629418838
chr2-5950423-5952212	ENSMUSG00000039128	0.219252314149108
chr2-6255978-6257762	ENSMUSG00000039128	-0.154021805481549
chr2-6321879-6323601	ENSMUSG00000025816	-0.167605194563758
chr2-6321879-6323601	ENSMUSG00000043241	-0.170119267408696
chr2-7241209-7242898	ENSMUSG00000062319	0.185659913457141
chr2-7334365-7336269	ENSMUSG00000002107	0.50607588673109
chr2-10372376-10375671	ENSMUSG00000025781	-0.156237772395791
chr2-11714130-11715160	ENSMUSG00000047909	0.179703257788318
chr2-13009086-13012146	ENSMUSG00000049630	0.30029718102654
chr2-13270727-13272020	ENSMUSG00000026727	-0.152197777312985
chr2-13792630-13794196	ENSMUSG00000026723	0.269778703726954
chr2-13792630-13794196	ENSMUSG00000026718	-0.171132662507119
chr2-17900839-17903153	ENSMUSG00000053702	0.312942660273931
chr2-18056017-18058077	ENSMUSG00000026743	-0.145501001114856
chr2-18688679-18690884	ENSMUSG00000026739	0.441251938185669
chr2-18996709-18998884	ENSMUSG00000026737	-0.239789971456248
chr2-19344117-19345750	ENSMUSG00000026737	0.288811166511657
chr2-19908755-19910674	ENSMUSG00000036617	0.299818317909668
chr2-21036986-21037961	ENSMUSG00000036591	0.27798388872799
chr2-22543215-22544384	ENSMUSG00000026781	0.223830672831429
chr2-22894744-22896383	ENSMUSG00000026781	0.357000178500134
chr2-23034598-23035191	ENSMUSG00000058835	0.271761420756552
chr2-23155538-23156964	ENSMUSG00000058835	0.234538351434569
chr2-23034598-23035191	ENSMUSG00000026775	-0.185934904346452
chr2-24934094-24936067	ENSMUSG00000004113	0.235057804209813
chr2-24974536-24976390	ENSMUSG00000004113	0.240365626990245
chr2-24678622-24680812	ENSMUSG00000036893	0.232148172279632
chr2-24806955-24808039	ENSMUSG00000036850	-0.192538289352908
chr2-24806955-24808039	ENSMUSG00000026966	-0.153198251197971
chr2-24974536-24976390	ENSMUSG00000036893	-0.11849001326083
chr2-24918638-24920127	ENSMUSG00000026975	-0.139628578432168
chr2-25228332-25229035	ENSMUSG00000026975	0.293480093342218
chr2-25242028-25243344	ENSMUSG00000026975	0.246016881725894
chr2-25271647-25273086	ENSMUSG00000036850	-0.136216206313928
chr2-25332083-25333299	ENSMUSG00000036850	0.204604350433931
chr2-24918638-24920127	ENSMUSG00000006476	-0.183988148455394
chr2-24918638-24920127	ENSMUSG00000036646	0.314677765959922
chr2-24934094-24936067	ENSMUSG00000015094	0.223636483966531
chr2-24949195-24950580	ENSMUSG00000015094	0.257506996254664
chr2-24949195-24950580	ENSMUSG00000047617	0.234093228233921
chr2-24974536-24976390	ENSMUSG00000044628	-0.220414631932707
chr2-24974536-24976390	ENSMUSG00000026944	0.150103163528837
chr2-25053978-25056099	ENSMUSG00000015095	0.197946592510435
chr2-25460077-25461711	ENSMUSG00000013465	0.229198544883432
chr2-25332083-25333299	ENSMUSG00000036752	0.268805420994093
chr2-25607438-25609014	ENSMUSG00000036752	-0.156503862524869
chr2-25180194-25182052	ENSMUSG00000044628	0.207235793173529
chr2-25291609-25293483	ENSMUSG00000044628	0.155642152541034
chr2-25240584-25241874	ENSMUSG00000115018	0.284124606649103
chr2-25254916-25256144	ENSMUSG00000115018	0.297604017479475
chr2-25286298-25287806	ENSMUSG00000115018	0.295121737433603
chr2-25621016-25622318	ENSMUSG00000115018	0.359812154975834
chr2-25580615-25583426	ENSMUSG00000026966	0.233190917935963
chr2-25193131-25196128	ENSMUSG00000049086	0.183336868798652
chr2-25317523-25319593	ENSMUSG00000026959	0.313871761239917
chr2-25223976-25225503	ENSMUSG00000036646	0.219746350264597
chr2-25242028-25243344	ENSMUSG00000036646	-0.145736064328135
chr2-25580615-25583426	ENSMUSG00000036646	0.328825703827027
chr2-25621016-25622318	ENSMUSG00000036646	0.253952913143289
chr2-25228332-25229035	ENSMUSG00000015094	-0.233956471651419
chr2-25240584-25241874	ENSMUSG00000015094	0.248075071881156
chr2-25303461-25306237	ENSMUSG00000015092	-0.166030799670427
chr2-25303461-25306237	ENSMUSG00000015087	-0.140550932055416
chr2-25317523-25319593	ENSMUSG00000049086	0.177101121772592
chr2-25621016-25622318	ENSMUSG00000026944	0.170001044811833
chr2-25371761-25372799	ENSMUSG00000047617	0.266862962820004
chr2-25355118-25357163	ENSMUSG00000015092	0.418563467348847
chr2-25355118-25357163	ENSMUSG00000049086	0.214685876416747
chr2-25607438-25609014	ENSMUSG00000015095	-0.189069545723121
chr2-25402378-25404858	ENSMUSG00000029419	0.337123780122715
chr2-25428235-25429996	ENSMUSG00000029419	-0.178805758433295
chr2-25580615-25583426	ENSMUSG00000015092	0.251004901297418
chr2-25607438-25609014	ENSMUSG00000015087	-0.159283241104177
chr2-25546395-25547353	ENSMUSG00000049086	0.183670929443289
chr2-25557179-25558592	ENSMUSG00000026933	0.213634251139523
chr2-25607438-25609014	ENSMUSG00000036352	0.33681262468886
chr2-26388433-26389959	ENSMUSG00000036352	0.219140459963022
chr2-26020922-26022334	ENSMUSG00000036281	-0.189175119129954
chr2-26020922-26022334	ENSMUSG00000026921	-0.210392839328283
chr2-26060367-26061731	ENSMUSG00000075467	0.292228403239936
chr2-26060367-26061731	ENSMUSG00000026927	-0.165594414838347
chr2-26060367-26061731	ENSMUSG00000036186	-0.13453450448045
chr2-26090656-26092619	ENSMUSG00000075467	0.217036615960069
chr2-26314304-26317278	ENSMUSG00000036327	0.267478321608627
chr2-26139644-26141283	ENSMUSG00000026930	0.187424625730761
chr2-26236704-26237823	ENSMUSG00000036186	0.205817300617825
chr2-26444764-26446409	ENSMUSG00000075467	-0.136748494923447
chr2-26646616-26647682	ENSMUSG00000075467	0.349857020385312
chr2-26585675-26587568	ENSMUSG00000036281	0.292741435249537
chr2-26329392-26333289	ENSMUSG00000026927	-0.12728346346641
chr2-26585675-26587568	ENSMUSG00000026927	0.256677543184937
chr2-26407890-26409658	ENSMUSG00000026926	-0.16849511804371
chr2-26314304-26317278	ENSMUSG00000036186	-0.133944882563072
chr2-26329392-26333289	ENSMUSG00000026924	0.434462727555794
chr2-26329392-26333289	ENSMUSG00000036186	0.206989478516749
chr2-26634617-26636234	ENSMUSG00000026924	0.221113890449897
chr2-26380033-26380911	ENSMUSG00000026921	0.188274563628176
chr2-26380033-26380911	ENSMUSG00000052406	0.200038076714633
chr2-26388433-26389959	ENSMUSG00000026921	0.199062101188341
chr2-26407890-26409658	ENSMUSG00000026921	0.1867010500438
chr2-26444764-26446409	ENSMUSG00000036186	-0.164484241653726
chr2-26932679-26934305	ENSMUSG00000026921	0.260202323380785
chr2-26634617-26636234	ENSMUSG00000036186	0.206447556818543
chr2-26963864-26965236	ENSMUSG00000036186	0.378902032499479
chr2-26585675-26587568	ENSMUSG00000015790	0.234685531848758
chr2-26639131-26640738	ENSMUSG00000052406	0.223084288494604
chr2-26646616-26647682	ENSMUSG00000015790	0.201520129625457
chr2-26915829-26917239	ENSMUSG00000015790	0.244844823089334
chr2-27232235-27233107	ENSMUSG00000015790	0.202438961202881
chr2-26910001-26911461	ENSMUSG00000014867	-0.168040143346616
chr2-26963864-26965236	ENSMUSG00000014867	0.258477979842388
chr2-26902446-26903601	ENSMUSG00000052406	-0.217243013609846
chr2-27141722-27143044	ENSMUSG00000052406	0.313706948189436
chr2-27009269-27010783	ENSMUSG00000015488	0.214361494573793
chr2-27232235-27233107	ENSMUSG00000015488	0.363610369371965
chr2-26963864-26965236	ENSMUSG00000026917	0.159043655665196
chr2-27006058-27007002	ENSMUSG00000026917	-0.148509347101184
chr2-27103001-27105113	ENSMUSG00000026917	0.171587363794736
chr2-27676075-27678242	ENSMUSG00000109946	-0.137226597978069
chr2-27739191-27741058	ENSMUSG00000026918	0.258234824736978
chr2-28446095-28447686	ENSMUSG00000026833	0.477083954196619
chr2-28325006-28326935	ENSMUSG00000026821	0.254435452404931
chr2-28465935-28466687	ENSMUSG00000026821	0.20319026960063
chr2-28446095-28447686	ENSMUSG00000026806	0.500059847587248
chr2-28465935-28466687	ENSMUSG00000026806	0.264366629598017
chr2-28533047-28534946	ENSMUSG00000026812	0.351741337063607
chr2-28582493-28583677	ENSMUSG00000026812	0.211058400458422
chr2-28640547-28642049	ENSMUSG00000079502	-0.148327041635532
chr2-28640547-28642049	ENSMUSG00000043535	0.3065063415362
chr2-29024866-29026127	ENSMUSG00000035513	0.212396732255239
chr2-29474943-29476376	ENSMUSG00000035513	0.287480479340004
chr2-29632918-29635222	ENSMUSG00000035513	0.378805167969596
chr2-29468229-29469217	ENSMUSG00000026799	0.282602415606558
chr2-29525820-29527018	ENSMUSG00000026799	0.258715532535653
chr2-29251966-29253948	ENSMUSG00000039826	0.178512045477763
chr2-29251966-29253948	ENSMUSG00000069020	0.123063651016064
chr2-29388576-29389755	ENSMUSG00000039826	0.127957868702805
chr2-29388576-29389755	ENSMUSG00000019715	0.187266013042464
chr2-29464848-29466718	ENSMUSG00000019715	0.163602260851625
chr2-29468229-29469217	ENSMUSG00000069020	0.142002144538376
chr2-29474943-29476376	ENSMUSG00000039826	0.361596312525697
chr2-29632918-29635222	ENSMUSG00000069020	0.153542712108568
chr2-29632918-29635222	ENSMUSG00000054766	0.191349220698694
chr2-29868875-29870604	ENSMUSG00000039826	-0.234821586300643
chr2-29889005-29890907	ENSMUSG00000039826	-0.188037572659436
chr2-30065914-30067552	ENSMUSG00000039826	-0.255110694624692
chr2-30093196-30094575	ENSMUSG00000039826	-0.18561645123405
chr2-30118992-30120234	ENSMUSG00000039826	0.128909992029673
chr2-30077153-30078730	ENSMUSG00000069020	0.163376672568939
chr2-30093196-30094575	ENSMUSG00000069020	0.151403903272376
chr2-30031714-30034133	ENSMUSG00000026790	-0.12982420365149
chr2-30065914-30067552	ENSMUSG00000026790	-0.162921205479515
chr2-30093196-30094575	ENSMUSG00000026790	-0.117550745053009
chr2-29802300-29803802	ENSMUSG00000057738	-0.183801121052219
chr2-29802300-29803802	ENSMUSG00000039686	-0.124684157396027
chr2-29879450-29880866	ENSMUSG00000019715	-0.168446476264971
chr2-30118992-30120234	ENSMUSG00000019715	0.296841781089086
chr2-29879450-29880866	ENSMUSG00000039515	0.147343127833481
chr2-29889005-29890907	ENSMUSG00000079484	0.30196569300564
chr2-29889005-29890907	ENSMUSG00000026858	-0.124997459592274
