ENSMUSG00000059588	chr2-84007835-84009694
ENSMUSG00000036206	chr1-89465375-89466454
ENSMUSG00000026179	chr1-74312446-74313955
ENSMUSG00000001018	chr3-90247635-90249098
ENSMUSG00000079037	chr2-131740100-131741319
ENSMUSG00000038914	chr2-180822269-180823101
ENSMUSG00000026790	chr2-29619254-29620771
ENSMUSG00000063145	chr2-68988794-68989751
ENSMUSG00000080727	chr3-95864538-95865680
ENSMUSG00000086453	chr2-164442537-164443946
ENSMUSG00000052406	chr2-26363625-26366941
ENSMUSG00000098243	chr1-137898133-137899303
ENSMUSG00000027350	chr2-132497261-132498889
ENSMUSG00000026932	chr2-26351270-26353489
ENSMUSG00000056476	chr3-59149417-59150403
ENSMUSG00000039826	chr2-29802300-29803802
ENSMUSG00000039234	chr3-123507780-123509464
ENSMUSG00000026567	chr1-164848488-164849375
ENSMUSG00000050373	chr2-164745335-164746540
ENSMUSG00000027896	chr3-107466493-107467058
ENSMUSG00000026031	chr1-58407456-58411174
ENSMUSG00000074918	chr2-118706225-118706888
ENSMUSG00000017999	chr2-166833377-166835075
ENSMUSG00000026426	chr1-135572016-135572978
ENSMUSG00000026283	chr1-93444179-93446285
ENSMUSG00000026436	chr1-131543776-131544500
ENSMUSG00000085741	chr2-156927482-156928320
ENSMUSG00000039515	chr2-30065914-30067552
ENSMUSG00000056501	chr2-167979437-167981829
ENSMUSG00000075316	chr2-66189946-66190671
ENSMUSG00000037307	chr2-143795692-143796903
ENSMUSG00000042305	chr1-133907743-133909422
ENSMUSG00000005505	chr2-90466156-90467218
ENSMUSG00000018417	chr1-52279989-52281243
ENSMUSG00000026556	chr1-172057332-172059090
ENSMUSG00000027296	chr2-119995019-119996345
ENSMUSG00000026879	chr2-35609034-35612058
ENSMUSG00000026259	chr1-87755426-87756670
ENSMUSG00000028102	chr3-96268116-96270363
ENSMUSG00000027985	chr3-130818406-130819805
ENSMUSG00000087518	chr2-62361359-62362672
ENSMUSG00000027221	chr2-92433539-92434858
ENSMUSG00000032902	chr3-104407193-104408094
ENSMUSG00000087079	chr2-6720756-6722618
ENSMUSG00000028051	chr3-89296475-89297649
ENSMUSG00000039047	chr3-152155350-152156203
ENSMUSG00000028085	chr3-85629507-85631147
ENSMUSG00000027895	chr3-107458012-107460675
ENSMUSG00000026077	chr1-38987001-38988593
ENSMUSG00000039021	chr2-32741055-32743351
ENSMUSG00000052534	chr1-168374960-168376645
ENSMUSG00000026565	chr1-165934581-165935988
ENSMUSG00000057335	chr1-176994647-176995392
ENSMUSG00000027886	chr3-108590560-108592504
ENSMUSG00000046793	chr3-108134370-108135476
ENSMUSG00000027684	chr3-31093082-31096148
ENSMUSG00000027375	chr2-127500933-127501619
ENSMUSG00000038375	chr2-154816862-154818161
ENSMUSG00000026199	chr1-75504601-75506782
ENSMUSG00000058594	chr2-11663744-11664996
ENSMUSG00000034292	chr1-91400689-91401401
ENSMUSG00000089872	chr1-190527309-190528366
ENSMUSG00000027395	chr2-129231618-129233080
ENSMUSG00000036206	chr1-89244392-89246159
ENSMUSG00000028128	chr3-121617325-121618977
ENSMUSG00000027272	chr2-120567277-120568203
ENSMUSG00000027304	chr2-119596553-119597282
ENSMUSG00000097760	chr1-132199875-132201247
ENSMUSG00000042901	chr1-182951082-182951947
ENSMUSG00000027298	chr2-119476629-119478595
ENSMUSG00000032826	chr3-127468787-127470654
ENSMUSG00000002103	chr2-90542627-90544444
ENSMUSG00000105331	chr3-131563756-131565549
ENSMUSG00000026313	chr1-91872096-91875387
ENSMUSG00000017969	chr2-167155307-167156505
ENSMUSG00000068264	chr2-131040170-131042065
ENSMUSG00000058135	chr3-107462122-107462482
ENSMUSG00000073656	chr1-66700136-66701629
ENSMUSG00000074646	chr2-156298014-156299230
ENSMUSG00000027649	chr2-157348998-157350169
ENSMUSG00000026452	chr1-134865587-134867001
ENSMUSG00000026587	chr1-158452229-158454546
ENSMUSG00000074607	chr2-163047926-163048662
ENSMUSG00000008136	chr1-42850736-42852188
ENSMUSG00000009549	chr2-118676661-118678213
ENSMUSG00000036504	chr2-25064321-25066135
ENSMUSG00000027247	chr2-91302576-91303678
ENSMUSG00000087108	chr3-19627749-19629555
ENSMUSG00000026925	chr2-26314304-26317278
ENSMUSG00000102302	chr1-165439777-165442339
ENSMUSG00000017670	chr2-164745335-164746540
ENSMUSG00000016194	chr1-193363770-193364651
ENSMUSG00000042766	chr3-89176785-89178376
ENSMUSG00000048332	chr3-52842659-52844683
ENSMUSG00000086171	chr2-143216737-143218638
ENSMUSG00000039671	chr2-166008684-166010830
ENSMUSG00000067847	chr2-156289347-156290697
ENSMUSG00000001138	chr1-36800620-36801739
ENSMUSG00000040389	chr3-108295932-108297309
ENSMUSG00000025314	chr2-90889326-90890620
ENSMUSG00000040794	chr2-90542627-90544444
ENSMUSG00000078161	chr3-154815979-154818626
ENSMUSG00000027575	chr2-180919988-180921458
ENSMUSG00000026842	chr2-31163864-31165770
ENSMUSG00000068923	chr3-88492483-88493824
ENSMUSG00000041879	chr1-135582900-135586024
ENSMUSG00000053963	chr1-180777387-180778760
ENSMUSG00000004892	chr3-88138172-88139523
ENSMUSG00000042772	chr1-152770827-152771371
ENSMUSG00000027624	chr2-156478262-156478715
ENSMUSG00000042404	chr3-90465969-90466978
ENSMUSG00000026655	chr2-4017372-4019616
ENSMUSG00000046229	chr2-156392707-156394530
ENSMUSG00000105304	chr3-104666480-104667818
ENSMUSG00000026080	chr1-39045200-39046750
ENSMUSG00000026116	chr1-37356362-37358251
ENSMUSG00000050229	chr1-172340528-172341780
ENSMUSG00000049401	chr2-180709284-180711032
ENSMUSG00000040506	chr2-91302576-91303678
ENSMUSG00000067787	chr2-156924591-156926767
ENSMUSG00000018209	chr2-163658093-163659368
ENSMUSG00000015522	chr3-95754338-95755255
ENSMUSG00000026278	chr1-93577108-93578509
ENSMUSG00000026817	chr2-32917155-32917949
ENSMUSG00000039849	chr2-164460567-164461853
ENSMUSG00000034088	chr1-93801533-93802298
ENSMUSG00000090210	chr3-96497320-96498099
ENSMUSG00000015747	chr3-96414122-96415536
ENSMUSG00000102930	chr1-37356362-37358251
ENSMUSG00000037395	chr1-192170836-192172453
ENSMUSG00000063659	chr1-177451089-177452388
ENSMUSG00000007097	chr1-172082132-172083396
ENSMUSG00000033943	chr2-119864092-119865340
ENSMUSG00000080727	chr3-95356647-95357530
ENSMUSG00000025817	chr2-5576822-5578861
ENSMUSG00000079610	chr1-37065334-37066390
ENSMUSG00000038718	chr2-34753680-34755400
ENSMUSG00000001017	chr3-90412422-90413611
ENSMUSG00000009563	chr2-32167172-32168348
ENSMUSG00000027739	chr3-50905359-50906856
ENSMUSG00000033981	chr3-80333938-80335020
ENSMUSG00000026848	chr2-30966770-30968497
ENSMUSG00000099969	chr1-152770827-152771371
ENSMUSG00000037143	chr2-145610794-145611831
ENSMUSG00000026102	chr1-52521158-52522026
ENSMUSG00000015714	chr3-95498815-95500649
ENSMUSG00000028102	chr3-96938475-96939548
ENSMUSG00000104960	chr3-123753532-123755559
ENSMUSG00000034317	chr3-69315998-69317966
ENSMUSG00000027001	chr2-80599666-80600427
ENSMUSG00000049097	chr3-96595694-96597758
ENSMUSG00000026596	chr1-156593096-156593879
ENSMUSG00000055485	chr2-157134329-157136037
ENSMUSG00000099964	chr1-146497277-146499023
ENSMUSG00000033701	chr1-155048882-155049504
ENSMUSG00000026035	chr1-58855985-58857379
ENSMUSG00000026917	chr2-27019914-27022032
ENSMUSG00000105304	chr3-103913785-103915640
ENSMUSG00000084946	chr2-71863673-71865681
ENSMUSG00000036503	chr3-57651023-57653021
ENSMUSG00000032698	chr2-104217897-104219481
ENSMUSG00000027589	chr2-181670128-181671942
ENSMUSG00000026110	chr1-37121924-37123538
ENSMUSG00000074513	chr3-84344764-84345843
ENSMUSG00000027291	chr2-120403510-120405082
ENSMUSG00000038848	chr2-180953656-180955430
ENSMUSG00000027374	chr2-127481768-127483503
ENSMUSG00000050144	chr3-88056730-88059151
ENSMUSG00000037652	chr3-31048104-31049895
ENSMUSG00000073725	chr1-24677690-24679844
ENSMUSG00000086714	chr2-26639131-26640738
ENSMUSG00000026860	chr2-30721797-30722311
ENSMUSG00000089917	chr2-181658604-181660184
ENSMUSG00000009563	chr2-32727068-32727897
ENSMUSG00000067847	chr2-155619634-155620376
ENSMUSG00000026999	chr2-80004320-80006031
ENSMUSG00000050043	chr2-84689706-84691453
ENSMUSG00000026034	chr1-58029347-58031614
ENSMUSG00000026439	chr1-132098725-132100080
ENSMUSG00000026452	chr1-134637938-134638958
ENSMUSG00000042229	chr1-134275883-134276680
ENSMUSG00000090553	chr1-133886385-133887942
ENSMUSG00000042901	chr1-183299138-183299587
ENSMUSG00000034343	chr1-90980327-90981868
ENSMUSG00000036752	chr2-25303461-25306237
ENSMUSG00000027583	chr2-181419457-181421212
ENSMUSG00000039050	chr2-180204915-180206504
ENSMUSG00000059361	chr2-152615267-152616010
ENSMUSG00000027349	chr2-116922791-116924563
ENSMUSG00000038685	chr2-180472296-180473634
ENSMUSG00000027678	chr2-165885348-165886168
ENSMUSG00000040007	chr2-118662769-118664861
ENSMUSG00000039536	chr2-167313982-167315050
ENSMUSG00000026617	chr1-184851763-184852741
ENSMUSG00000079110	chr2-119996930-119998155
ENSMUSG00000034216	chr2-118789220-118792245
ENSMUSG00000037754	chr2-158207590-158208405
ENSMUSG00000078861	chr2-178117715-178120396
ENSMUSG00000016194	chr1-193150915-193151957
ENSMUSG00000038312	chr2-155329520-155331945
ENSMUSG00000028051	chr3-89299222-89300103
ENSMUSG00000070372	chr3-104441441-104442623
ENSMUSG00000027111	chr2-71253528-71254284
ENSMUSG00000038463	chr1-170612959-170613854
ENSMUSG00000040506	chr2-91068881-91071286
ENSMUSG00000003134	chr1-39176822-39178052
ENSMUSG00000041570	chr1-136061116-136062161
ENSMUSG00000085527	chr3-85651702-85653514
ENSMUSG00000026388	chr1-120032403-120033630
ENSMUSG00000040687	chr2-90559798-90561436
ENSMUSG00000000794	chr3-89751753-89753553
ENSMUSG00000074807	chr2-128309594-128310549
ENSMUSG00000059588	chr2-83831262-83832287
ENSMUSG00000036206	chr1-88700926-88702681
ENSMUSG00000027104	chr2-73571780-73573403
ENSMUSG00000034353	chr1-90657371-90658308
ENSMUSG00000002718	chr2-166551693-166553167
ENSMUSG00000026646	chr2-3726293-3727691
ENSMUSG00000033701	chr1-155192398-155193712
ENSMUSG00000026442	chr1-133062941-133063697
ENSMUSG00000092201	chr2-114259662-114261156
ENSMUSG00000026554	chr1-172363624-172365341
ENSMUSG00000058897	chr3-130264285-130265880
ENSMUSG00000027933	chr3-90100818-90103502
ENSMUSG00000044628	chr2-25426882-25427264
ENSMUSG00000026924	chr2-26444764-26446409
ENSMUSG00000032657	chr3-88803565-88806019
ENSMUSG00000026765	chr2-49627529-49628772
ENSMUSG00000035877	chr2-160645327-160647043
ENSMUSG00000043019	chr1-151427838-151429423
ENSMUSG00000033059	chr2-150903560-150905205
ENSMUSG00000035949	chr2-35182285-35184115
ENSMUSG00000028128	chr3-121344158-121345552
ENSMUSG00000051000	chr3-86102854-86104319
ENSMUSG00000054074	chr2-18391784-18393254
ENSMUSG00000046836	chr1-183388362-183389651
ENSMUSG00000089917	chr2-181457939-181460673
ENSMUSG00000087301	chr2-66040713-66042436
ENSMUSG00000026239	chr1-86339042-86339987
ENSMUSG00000014873	chr2-26646616-26647682
ENSMUSG00000001855	chr2-32220961-32222242
ENSMUSG00000026048	chr1-43862214-43863291
ENSMUSG00000046793	chr3-108307403-108308251
ENSMUSG00000097433	chr1-136137525-136138025
ENSMUSG00000051703	chr1-75504601-75506782
ENSMUSG00000026248	chr1-79670737-79672482
ENSMUSG00000037351	chr1-36530517-36532549
ENSMUSG00000028093	chr3-96719029-96720225
ENSMUSG00000003134	chr1-39942728-39943381
ENSMUSG00000032657	chr3-89546831-89548224
ENSMUSG00000038256	chr3-97296714-97298578
ENSMUSG00000037062	chr3-144437669-144439926
ENSMUSG00000052423	chr1-171220730-171223080
ENSMUSG00000027472	chr2-153240658-153242087
ENSMUSG00000028028	chr3-127789131-127791492
ENSMUSG00000036160	chr2-26627837-26629688
ENSMUSG00000074578	chr2-166780458-166781763
ENSMUSG00000028093	chr3-96634961-96636238
ENSMUSG00000026509	chr1-181974995-181977026
ENSMUSG00000074238	chr3-127375628-127377693
ENSMUSG00000027223	chr2-92391792-92392892
ENSMUSG00000041889	chr1-135158487-135160035
ENSMUSG00000026694	chr1-162107981-162110122
ENSMUSG00000027220	chr2-93166432-93167512
ENSMUSG00000010538	chr3-88230094-88231740
ENSMUSG00000004591	chr3-142529810-142531120
ENSMUSG00000027291	chr2-120589496-120590977
ENSMUSG00000026443	chr1-132557077-132558634
ENSMUSG00000017760	chr2-164549468-164551409
ENSMUSG00000037843	chr2-157953746-157955053
ENSMUSG00000040596	chr1-166296451-166297414
ENSMUSG00000026841	chr2-31995745-31997056
ENSMUSG00000026821	chr2-27935918-27937363
ENSMUSG00000085438	chr2-119034550-119035529
ENSMUSG00000038902	chr3-94403814-94405298
ENSMUSG00000027651	chr2-157479963-157480883
ENSMUSG00000027487	chr2-154507029-154508678
ENSMUSG00000046994	chr1-54898444-54899604
ENSMUSG00000027692	chr3-27981502-27982930
ENSMUSG00000027951	chr3-90078876-90080676
ENSMUSG00000038605	chr2-180963904-180964408
ENSMUSG00000017721	chr2-164794318-164795230
ENSMUSG00000041426	chr1-52816462-52818219
ENSMUSG00000097433	chr1-135865317-135866372
ENSMUSG00000005674	chr1-171358365-171359104
ENSMUSG00000025816	chr2-5468935-5470184
ENSMUSG00000068798	chr3-105546280-105547370
ENSMUSG00000027610	chr2-155329520-155331945
ENSMUSG00000042035	chr3-101570720-101572626
ENSMUSG00000026103	chr1-52269182-52271301
ENSMUSG00000026203	chr1-75179331-75180778
ENSMUSG00000105659	chr3-104218731-104221217
ENSMUSG00000027375	chr2-127831470-127832541
ENSMUSG00000027667	chr3-33047969-33049024
ENSMUSG00000028081	chr3-85553319-85554578
ENSMUSG00000027109	chr2-72602070-72602828
ENSMUSG00000014355	chr2-128745681-128747916
ENSMUSG00000026426	chr1-135095736-135097118
ENSMUSG00000017664	chr2-164960597-164962533
ENSMUSG00000000794	chr3-89646458-89647955
ENSMUSG00000080727	chr3-96195799-96198498
ENSMUSG00000048100	chr3-108405381-108406873
ENSMUSG00000027347	chr2-116913646-116915071
ENSMUSG00000027472	chr2-153332030-153333259
ENSMUSG00000026333	chr1-97552384-97555435
ENSMUSG00000005804	chr2-122531104-122532481
ENSMUSG00000041483	chr1-136946444-136949770
ENSMUSG00000035772	chr2-28037581-28039105
ENSMUSG00000035399	chr2-163132199-163132953
ENSMUSG00000066798	chr2-37430373-37432000
ENSMUSG00000027999	chr3-129560813-129561562
ENSMUSG00000034353	chr1-90903726-90904925
ENSMUSG00000027797	chr3-55530385-55532379
ENSMUSG00000027371	chr2-127550525-127551686
ENSMUSG00000049339	chr1-75485965-75488330
ENSMUSG00000026018	chr1-60381280-60382588
ENSMUSG00000026788	chr2-33440607-33441395
ENSMUSG00000039804	chr2-165068755-165069323
ENSMUSG00000027341	chr2-131827689-131829605
ENSMUSG00000089917	chr2-181463031-181463873
ENSMUSG00000037843	chr2-158241193-158242861
ENSMUSG00000015095	chr2-25209913-25211873
ENSMUSG00000026495	chr1-178485718-178487373
ENSMUSG00000013973	chr1-171149944-171151519
ENSMUSG00000038473	chr1-170292362-170293646
ENSMUSG00000000826	chr2-180890349-180891978
ENSMUSG00000026966	chr2-24684191-24686183
ENSMUSG00000027223	chr2-91852186-91853292
ENSMUSG00000004896	chr3-87524896-87526533
ENSMUSG00000027692	chr3-28555599-28556551
ENSMUSG00000074807	chr2-128984392-128985583
ENSMUSG00000027371	chr2-127521012-127522545
ENSMUSG00000026925	chr2-26121598-26123337
ENSMUSG00000017858	chr2-162658790-162659590
ENSMUSG00000010538	chr3-87755780-87756718
ENSMUSG00000027942	chr3-89960263-89961020
ENSMUSG00000026657	chr2-4341248-4342619
ENSMUSG00000020423	chr1-134082913-134083537
ENSMUSG00000026409	chr1-131062621-131063835
ENSMUSG00000037111	chr3-51727532-51729816
ENSMUSG00000027374	chr2-127462117-127462998
ENSMUSG00000105797	chr3-148877620-148879000
ENSMUSG00000027340	chr2-132252474-132253636
ENSMUSG00000026141	chr1-24585928-24587718
ENSMUSG00000085438	chr2-119546873-119548302
ENSMUSG00000033943	chr2-119674424-119675846
ENSMUSG00000017897	chr2-165778787-165779678
ENSMUSG00000026856	chr2-30628191-30630285
ENSMUSG00000026646	chr2-3283231-3285434
ENSMUSG00000038550	chr3-95731649-95733481
ENSMUSG00000036646	chr2-25706226-25707514
ENSMUSG00000026200	chr1-75467212-75468075
ENSMUSG00000026842	chr2-31194094-31194965
ENSMUSG00000027007	chr2-79498699-79500052
ENSMUSG00000036833	chr2-25265935-25267625
ENSMUSG00000034220	chr1-93139571-93140518
ENSMUSG00000026820	chr2-32167172-32168348
ENSMUSG00000085439	chr2-71749372-71751702
ENSMUSG00000027782	chr3-68606350-68607173
ENSMUSG00000027194	chr2-93991415-93993459
ENSMUSG00000010538	chr3-87884509-87887177
ENSMUSG00000026113	chr1-37686708-37688645
ENSMUSG00000075012	chr2-102049814-102050969
ENSMUSG00000026249	chr1-79709709-79712102
ENSMUSG00000046020	chr2-152669100-152670522
ENSMUSG00000027642	chr2-157492787-157493895
ENSMUSG00000042579	chr3-89747025-89748232
ENSMUSG00000027942	chr3-90078876-90080676
ENSMUSG00000026384	chr1-119524913-119526911
ENSMUSG00000090210	chr3-96103881-96105551
ENSMUSG00000033161	chr3-101448417-101450329
ENSMUSG00000022995	chr1-181419438-181420622
ENSMUSG00000027544	chr2-168701763-168702849
ENSMUSG00000026576	chr1-164688998-164690301
ENSMUSG00000044365	chr3-133757865-133758766
ENSMUSG00000026792	chr2-32628298-32629849
ENSMUSG00000068739	chr3-107931105-107932322
ENSMUSG00000041926	chr1-134755114-134756924
ENSMUSG00000038861	chr3-94483806-94484963
ENSMUSG00000002107	chr2-7173052-7174563
ENSMUSG00000027330	chr2-131168916-131170172
ENSMUSG00000010609	chr1-180202389-180203698
ENSMUSG00000027475	chr2-153185690-153187006
ENSMUSG00000027316	chr2-130411389-130412231
ENSMUSG00000033256	chr2-122610687-122611962
ENSMUSG00000060771	chr1-37638664-37639751
ENSMUSG00000014077	chr2-119299800-119301575
ENSMUSG00000036833	chr2-25240584-25241874
ENSMUSG00000043535	chr2-29235597-29236219
ENSMUSG00000026307	chr1-90927833-90929096
ENSMUSG00000099969	chr1-152765293-152767268
ENSMUSG00000032966	chr2-151564596-151565874
ENSMUSG00000051329	chr2-90950294-90951819
ENSMUSG00000026864	chr2-34777606-34780230
ENSMUSG00000070565	chr1-156780258-156782802
ENSMUSG00000005882	chr2-155955860-155957145
ENSMUSG00000079484	chr2-30553739-30554707
ENSMUSG00000068373	chr2-104122277-104123880
ENSMUSG00000027610	chr2-155513544-155515124
ENSMUSG00000005779	chr3-94363338-94364560
ENSMUSG00000013465	chr2-25371761-25372799
ENSMUSG00000026207	chr1-75398247-75399467
ENSMUSG00000026872	chr2-45041448-45042960
ENSMUSG00000026811	chr2-32095256-32096526
ENSMUSG00000015747	chr3-95667454-95669556
ENSMUSG00000028053	chr3-89269598-89271283
ENSMUSG00000037211	chr3-37259256-37260592
ENSMUSG00000026672	chr2-5457865-5459241
ENSMUSG00000027245	chr2-121473375-121474707
ENSMUSG00000026974	chr2-25317523-25319593
ENSMUSG00000041396	chr1-164138237-164139272
ENSMUSG00000039047	chr3-152810157-152811944
ENSMUSG00000026959	chr2-24974536-24976390
ENSMUSG00000026116	chr1-36796769-36798359
ENSMUSG00000027951	chr3-89320528-89323361
ENSMUSG00000026179	chr1-74331923-74333423
ENSMUSG00000040016	chr3-156928329-156929765
ENSMUSG00000042404	chr3-90603395-90605469
ENSMUSG00000048482	chr2-109618273-109620222
ENSMUSG00000037703	chr2-130656394-130658848
ENSMUSG00000003662	chr2-127558905-127560097
ENSMUSG00000026932	chr2-26039567-26040843
ENSMUSG00000074807	chr2-129240517-129241954
ENSMUSG00000005804	chr2-122367636-122369885
ENSMUSG00000037531	chr3-32529165-32530159
ENSMUSG00000027751	chr3-54586569-54588116
ENSMUSG00000027620	chr2-156089582-156091234
ENSMUSG00000090210	chr3-96487095-96488452
ENSMUSG00000004105	chr2-33220837-33221995
ENSMUSG00000026197	chr1-75128550-75129614
ENSMUSG00000017929	chr2-167685131-167685879
ENSMUSG00000027011	chr2-79151913-79153587
ENSMUSG00000034701	chr2-79682629-79683710
ENSMUSG00000026496	chr1-179939791-179941112
ENSMUSG00000059173	chr2-80314915-80316361
ENSMUSG00000046020	chr2-152696508-152697355
ENSMUSG00000028096	chr3-96847561-96848798
ENSMUSG00000084946	chr2-71697545-71699553
ENSMUSG00000036907	chr1-120120217-120121849
ENSMUSG00000027646	chr2-157736916-157737836
ENSMUSG00000074646	chr2-156110725-156112316
ENSMUSG00000027509	chr2-172830887-172832210
ENSMUSG00000038848	chr2-181030800-181032839
ENSMUSG00000027612	chr2-155275965-155277997
ENSMUSG00000036646	chr2-24743970-24745341
ENSMUSG00000034848	chr2-66123798-66125581
ENSMUSG00000026499	chr1-180903796-180905110
ENSMUSG00000042404	chr3-90264745-90266717
ENSMUSG00000026173	chr1-74452535-74453363
ENSMUSG00000026792	chr2-32430589-32431763
ENSMUSG00000027284	chr2-120969512-120971316
ENSMUSG00000060445	chr2-178413216-178415420
ENSMUSG00000104585	chr3-79221228-79222095
ENSMUSG00000050967	chr1-39338929-39340367
ENSMUSG00000026174	chr1-74949715-74952017
ENSMUSG00000026994	chr2-65586980-65588665
ENSMUSG00000028140	chr3-94412407-94413830
ENSMUSG00000032841	chr2-102134410-102135907
ENSMUSG00000027649	chr2-157807472-157808720
ENSMUSG00000027706	chr3-30592295-30592920
ENSMUSG00000027341	chr2-132247332-132248351
ENSMUSG00000026740	chr2-18025960-18026879
ENSMUSG00000068264	chr2-131351515-131353487
ENSMUSG00000026960	chr2-52985007-52986061
ENSMUSG00000042572	chr3-89962286-89963812
ENSMUSG00000038685	chr2-181149985-181151035
ENSMUSG00000062661	chr2-30966770-30968497
ENSMUSG00000090077	chr2-181319307-181320302
ENSMUSG00000026080	chr1-38446199-38446913
ENSMUSG00000103649	chr1-180140780-180142036
ENSMUSG00000015943	chr3-95985017-95986785
ENSMUSG00000026470	chr1-154723184-154724722
ENSMUSG00000040479	chr2-92061316-92061800
ENSMUSG00000026858	chr2-29787410-29788727
ENSMUSG00000046330	chr1-72873576-72874181
ENSMUSG00000041879	chr1-135136282-135136966
ENSMUSG00000009216	chr2-27288767-27289658
ENSMUSG00000049630	chr2-13188435-13189710
ENSMUSG00000085830	chr2-25125901-25128681
ENSMUSG00000039686	chr2-30384041-30385962
ENSMUSG00000042579	chr3-89729952-89731508
ENSMUSG00000002109	chr2-90884895-90886875
ENSMUSG00000026860	chr2-30093196-30094575
ENSMUSG00000032657	chr3-89458564-89460000
ENSMUSG00000039849	chr2-164549468-164551409
ENSMUSG00000039059	chr2-179799442-179800732
ENSMUSG00000044080	chr3-90387354-90390381
ENSMUSG00000027950	chr3-89659558-89660927
ENSMUSG00000003617	chr3-19562386-19563784
ENSMUSG00000078201	chr2-25261920-25263408
ENSMUSG00000026670	chr1-170254777-170256091
ENSMUSG00000008226	chr2-72839297-72840098
ENSMUSG00000068394	chr2-125723082-125724915
ENSMUSG00000026615	chr1-185331883-185332591
ENSMUSG00000039246	chr1-186116306-186117904
ENSMUSG00000027346	chr2-132893236-132894751
ENSMUSG00000026662	chr2-5012482-5013203
ENSMUSG00000026867	chr2-34825705-34826926
ENSMUSG00000026309	chr1-90840096-90840716
ENSMUSG00000038116	chr2-156490031-156490987
ENSMUSG00000033257	chr1-74235945-74237406
ENSMUSG00000062319	chr2-6945541-6946507
ENSMUSG00000050373	chr2-164822489-164823583
ENSMUSG00000037771	chr2-158207590-158208405
ENSMUSG00000026788	chr2-32908266-32909175
ENSMUSG00000027263	chr2-120712217-120715510
ENSMUSG00000026696	chr1-162037256-162040129
ENSMUSG00000033400	chr3-116326480-116327845
ENSMUSG00000033161	chr3-101628150-101628908
ENSMUSG00000027679	chr3-34495188-34496180
ENSMUSG00000038608	chr1-80721931-80723038
ENSMUSG00000027797	chr3-55351481-55352336
ENSMUSG00000052423	chr1-170807041-170808333
ENSMUSG00000058793	chr2-131882663-131884155
ENSMUSG00000085838	chr2-73692237-73693747
ENSMUSG00000068856	chr3-95928794-95930500
ENSMUSG00000057738	chr2-30265299-30266900
ENSMUSG00000060743	chr1-180848048-180849111
ENSMUSG00000027624	chr2-156479806-156480535
ENSMUSG00000003134	chr1-39045200-39046750
ENSMUSG00000053024	chr1-132155591-132156338
ENSMUSG00000026821	chr2-28192692-28194300
ENSMUSG00000059005	chr2-75589473-75590727
ENSMUSG00000037211	chr3-37218513-37219827
ENSMUSG00000027849	chr3-103020041-103021628
ENSMUSG00000026411	chr1-136284124-136285468
ENSMUSG00000074994	chr2-104326808-104327882
ENSMUSG00000028099	chr3-96576324-96577524
ENSMUSG00000052430	chr3-141818914-141820152
ENSMUSG00000087269	chr2-30686795-30687651
ENSMUSG00000039804	chr2-165320455-165321161
ENSMUSG00000026854	chr2-30471870-30472249
ENSMUSG00000017929	chr2-166974152-166976824
ENSMUSG00000057378	chr2-113216114-113217809
ENSMUSG00000026172	chr1-74295035-74296545
ENSMUSG00000033396	chr2-121832242-121833378
ENSMUSG00000027947	chr3-89391416-89392240
ENSMUSG00000040133	chr2-118148496-118150951
ENSMUSG00000102302	chr1-164848488-164849375
ENSMUSG00000074607	chr2-163458265-163460061
ENSMUSG00000041263	chr3-89223839-89225084
ENSMUSG00000027751	chr3-54204156-54205160
ENSMUSG00000035268	chr2-163722354-163723286
ENSMUSG00000026820	chr2-32586738-32587999
ENSMUSG00000005034	chr3-146710607-146711953
ENSMUSG00000026021	chr1-59316238-59317223
ENSMUSG00000041777	chr2-73344822-73345913
ENSMUSG00000027674	chr3-32697761-32698886
ENSMUSG00000039262	chr2-32150576-32152607
ENSMUSG00000042766	chr3-89319470-89320048
ENSMUSG00000004110	chr1-155097918-155099976
ENSMUSG00000017667	chr2-165512309-165513604
ENSMUSG00000035513	chr2-29468229-29469217
ENSMUSG00000015750	chr3-96244022-96245542
ENSMUSG00000035268	chr2-163534728-163535698
ENSMUSG00000026924	chr2-26156166-26157269
ENSMUSG00000026816	chr2-28699246-28700747
ENSMUSG00000068523	chr3-145833294-145834603
ENSMUSG00000038463	chr1-170401686-170403219
ENSMUSG00000016918	chr1-12555516-12556597
ENSMUSG00000017670	chr2-165528926-165530064
ENSMUSG00000028163	chr3-135602490-135604905
ENSMUSG00000047909	chr2-11714130-11715160
ENSMUSG00000026817	chr2-32689279-32689889
ENSMUSG00000027366	chr2-127269535-127271420
ENSMUSG00000079442	chr2-32095256-32096526
ENSMUSG00000039262	chr2-31784646-31785730
ENSMUSG00000034292	chr1-90972961-90973866
ENSMUSG00000067879	chr1-9942870-9944806
ENSMUSG00000017664	chr2-165299706-165301770
ENSMUSG00000026854	chr2-31116156-31116854
ENSMUSG00000028126	chr3-95433489-95435278
ENSMUSG00000028101	chr3-96427794-96428549
ENSMUSG00000013465	chr2-25430463-25431537
ENSMUSG00000033159	chr1-74880730-74881603
ENSMUSG00000027634	chr2-156392707-156394530
ENSMUSG00000026347	chr1-127458316-127459876
ENSMUSG00000028176	chr3-158277926-158279220
ENSMUSG00000068749	chr3-108535775-108537148
ENSMUSG00000055485	chr2-156475048-156477270
ENSMUSG00000027777	chr3-68201107-68202808
ENSMUSG00000026817	chr2-32169223-32170330
ENSMUSG00000027133	chr2-112359330-112360794
