ENSMUSG00000026131	chr1-34142890-34143876
ENSMUSG00000040374	chr3-5218222-5220135
ENSMUSG00000039483	chr2-30822192-30823934
ENSMUSG00000027245	chr2-121243870-121245371
ENSMUSG00000037152	chr3-51326465-51328446
ENSMUSG00000068580	chr2-118896162-118897417
ENSMUSG00000070372	chr3-104511049-104512528
ENSMUSG00000068917	chr3-89393437-89395183
ENSMUSG00000040794	chr2-90939855-90941465
ENSMUSG00000028069	chr3-88225822-88226569
ENSMUSG00000039678	chr2-29669541-29671668
ENSMUSG00000063052	chr3-158036056-158037169
ENSMUSG00000074872	chr2-125118950-125119883
ENSMUSG00000035236	chr2-38796729-38798390
ENSMUSG00000039069	chr2-180085995-180086857
ENSMUSG00000026648	chr2-3815999-3818121
ENSMUSG00000026201	chr1-75421550-75423563
ENSMUSG00000004892	chr3-87960457-87961480
ENSMUSG00000041921	chr2-71054261-71056434
ENSMUSG00000017754	chr2-165120503-165121809
ENSMUSG00000057335	chr1-177039156-177040494
ENSMUSG00000068732	chr3-108083961-108086825
ENSMUSG00000067787	chr2-156915452-156917213
ENSMUSG00000038733	chr1-181393317-181394356
ENSMUSG00000008958	chr3-94786007-94787806
ENSMUSG00000027582	chr2-180909965-180911984
ENSMUSG00000037408	chr1-36172607-36174139
ENSMUSG00000006418	chr2-167316356-167317443
ENSMUSG00000039536	chr2-167062333-167063705
ENSMUSG00000051000	chr3-85377135-85379750
ENSMUSG00000026201	chr1-75168131-75170007
ENSMUSG00000026594	chr1-156613667-156614533
ENSMUSG00000013275	chr1-131827312-131828819
ENSMUSG00000026239	chr1-86503607-86504830
ENSMUSG00000051413	chr2-153070863-153072913
ENSMUSG00000042066	chr1-132315658-132317151
ENSMUSG00000068876	chr3-94363338-94364560
ENSMUSG00000026790	chr2-30265299-30266900
ENSMUSG00000044349	chr2-158628881-158629674
ENSMUSG00000026187	chr1-71897297-71898887
ENSMUSG00000037375	chr1-192069987-192071416
ENSMUSG00000041762	chr2-73270491-73272081
ENSMUSG00000026924	chr2-26363625-26366941
ENSMUSG00000015747	chr3-95658244-95659891
ENSMUSG00000026857	chr2-30524918-30526364
ENSMUSG00000048000	chr1-87455780-87459168
ENSMUSG00000003458	chr1-172319264-172320916
ENSMUSG00000062232	chr3-79181132-79182556
ENSMUSG00000027544	chr2-168911562-168913740
ENSMUSG00000056501	chr2-167714798-167716312
ENSMUSG00000027220	chr2-92771927-92773348
ENSMUSG00000027194	chr2-93955971-93957907
ENSMUSG00000017307	chr2-164407201-164408326
ENSMUSG00000038718	chr2-34139039-34140352
ENSMUSG00000026080	chr1-39096987-39098586
ENSMUSG00000027199	chr2-122466940-122468323
ENSMUSG00000027220	chr2-92485563-92486873
ENSMUSG00000035033	chr2-62128200-62130891
ENSMUSG00000035226	chr2-164007860-164008922
ENSMUSG00000004892	chr3-88070275-88072534
ENSMUSG00000058729	chr1-180406483-180408418
ENSMUSG00000027894	chr3-107256782-107258279
ENSMUSG00000026502	chr1-178357582-178358715
ENSMUSG00000026860	chr2-29802300-29803802
ENSMUSG00000005881	chr2-155517536-155518748
ENSMUSG00000027823	chr3-63928887-63929844
ENSMUSG00000061175	chr3-79223403-79224817
ENSMUSG00000026841	chr2-31256400-31257645
ENSMUSG00000026280	chr1-94052903-94054871
ENSMUSG00000070372	chr3-104979310-104981133
ENSMUSG00000063659	chr1-177013961-177015741
ENSMUSG00000064329	chr2-66033090-66035684
ENSMUSG00000026655	chr2-3228290-3229544
ENSMUSG00000068742	chr2-92671533-92673476
ENSMUSG00000041921	chr2-71597745-71599295
ENSMUSG00000037843	chr2-157520201-157521149
ENSMUSG00000009621	chr2-26932679-26934305
ENSMUSG00000074968	chr2-110896518-110897463
ENSMUSG00000026452	chr1-134645923-134647385
ENSMUSG00000067847	chr2-156007662-156008914
ENSMUSG00000026546	chr1-172147459-172149063
ENSMUSG00000050075	chr3-58690621-58692851
ENSMUSG00000062908	chr3-153806104-153807136
ENSMUSG00000038914	chr2-180125488-180126949
ENSMUSG00000026841	chr2-32200687-32201945
ENSMUSG00000075538	chr2-7309981-7311549
ENSMUSG00000027340	chr2-131820132-131822009
ENSMUSG00000026812	chr2-28204090-28206302
ENSMUSG00000002109	chr2-90843560-90844184
ENSMUSG00000035437	chr2-37814786-37816229
ENSMUSG00000075020	chr2-93758014-93759013
ENSMUSG00000002107	chr2-7080654-7083103
ENSMUSG00000041977	chr3-87970054-87973115
ENSMUSG00000085436	chr2-164970544-164971499
ENSMUSG00000015749	chr3-95588193-95589380
ENSMUSG00000048100	chr3-108510731-108512471
ENSMUSG00000038705	chr2-180455779-180457124
ENSMUSG00000000823	chr2-181631911-181633306
ENSMUSG00000028101	chr3-96160077-96162918
ENSMUSG00000026567	chr1-165775451-165777219
ENSMUSG00000036352	chr2-25862600-25864662
ENSMUSG00000027332	chr2-118553303-118554921
ENSMUSG00000027706	chr3-30792645-30794182
ENSMUSG00000027346	chr2-132780927-132782348
ENSMUSG00000044365	chr3-133626253-133627457
ENSMUSG00000039262	chr2-32200687-32201945
ENSMUSG00000027710	chr3-35932028-35933698
ENSMUSG00000027422	chr2-143851187-143852529
ENSMUSG00000026878	chr2-34841153-34842724
ENSMUSG00000028039	chr3-89436121-89437832
ENSMUSG00000027669	chr3-33124617-33125188
ENSMUSG00000039069	chr2-180047839-180048847
ENSMUSG00000040549	chr2-91053662-91054818
ENSMUSG00000058318	chr2-92391164-92391565
ENSMUSG00000104106	chr2-15064685-15066198
ENSMUSG00000026923	chr2-26902446-26903601
ENSMUSG00000007659	chr2-152775754-152777248
ENSMUSG00000015222	chr1-66410014-66411060
ENSMUSG00000027030	chr2-68281302-68282096
ENSMUSG00000068523	chr3-146564160-146565191
ENSMUSG00000027184	chr2-103871382-103872579
ENSMUSG00000041966	chr2-70913419-70915271
ENSMUSG00000097063	chr1-42713037-42715105
ENSMUSG00000026887	chr2-36021322-36022458
ENSMUSG00000046793	chr3-108294472-108295824
ENSMUSG00000092607	chr3-95433489-95435278
ENSMUSG00000040713	chr1-165735795-165736742
ENSMUSG00000038806	chr1-180908760-180909635
ENSMUSG00000026739	chr2-18693825-18694947
ENSMUSG00000051000	chr3-85553319-85554578
ENSMUSG00000027018	chr2-70851860-70853767
ENSMUSG00000028018	chr3-133090956-133092565
ENSMUSG00000045576	chr3-104407193-104408094
ENSMUSG00000028064	chr3-88181223-88181859
ENSMUSG00000027540	chr2-167537568-167538636
ENSMUSG00000026456	chr1-134381348-134382929
ENSMUSG00000026825	chr2-32570341-32571393
ENSMUSG00000038467	chr2-154410208-154410686
ENSMUSG00000025931	chr1-21078615-21079886
ENSMUSG00000026245	chr1-78741971-78742976
ENSMUSG00000027940	chr3-89860523-89861609
ENSMUSG00000066842	chr1-151086940-151089086
ENSMUSG00000085830	chr2-25242028-25243344
ENSMUSG00000027678	chr2-166305061-166305986
ENSMUSG00000026817	chr2-32083192-32085066
ENSMUSG00000026848	chr2-31220822-31223528
ENSMUSG00000004892	chr3-87905835-87907813
ENSMUSG00000050711	chr1-79697023-79698335
ENSMUSG00000027520	chr1-63213495-63215164
ENSMUSG00000027583	chr2-181537545-181538402
ENSMUSG00000017721	chr2-164018686-164022331
ENSMUSG00000038740	chr2-33876428-33877523
ENSMUSG00000060029	chr2-130667328-130668190
ENSMUSG00000085566	chr2-131123806-131124787
ENSMUSG00000051413	chr2-153559463-153561939
ENSMUSG00000074807	chr2-128686844-128688269
ENSMUSG00000070939	chr1-42713037-42715105
ENSMUSG00000027297	chr2-119757631-119759485
ENSMUSG00000052759	chr1-136400853-136402310
ENSMUSG00000027806	chr3-58116806-58117828
ENSMUSG00000026915	chr2-37945465-37946969
ENSMUSG00000027574	chr2-180892524-180895114
ENSMUSG00000054074	chr2-17729822-17731943
ENSMUSG00000075467	chr2-26436865-26437863
ENSMUSG00000044628	chr2-25240584-25241874
ENSMUSG00000046062	chr1-132990693-132992265
ENSMUSG00000018326	chr2-163400877-163402400
ENSMUSG00000039501	chr2-166574822-166576024
ENSMUSG00000027253	chr2-91695263-91696606
ENSMUSG00000037625	chr3-30792645-30794182
ENSMUSG00000051373	chr2-32152890-32153492
ENSMUSG00000010538	chr3-88230094-88231740
ENSMUSG00000036504	chr2-25469040-25470455
ENSMUSG00000028059	chr3-88199904-88201319
ENSMUSG00000027222	chr2-92442198-92442958
ENSMUSG00000053931	chr3-121617325-121618977
ENSMUSG00000097311	chr3-117868133-117869615
ENSMUSG00000016386	chr2-106692478-106695850
ENSMUSG00000026434	chr1-132298170-132299648
ENSMUSG00000026107	chr1-51565886-51567032
ENSMUSG00000057133	chr2-160854172-160855547
ENSMUSG00000027340	chr2-131509780-131511324
ENSMUSG00000025777	chr1-17096661-17098844
ENSMUSG00000073616	chr1-92268581-92270574
ENSMUSG00000042046	chr1-132012668-132014149
ENSMUSG00000025962	chr1-63763039-63764728
ENSMUSG00000027001	chr2-80387376-80389342
ENSMUSG00000027806	chr3-57845838-57848359
ENSMUSG00000026455	chr1-133907743-133909422
ENSMUSG00000033061	chr1-75561587-75562593
ENSMUSG00000115018	chr2-24761699-24763629
ENSMUSG00000043015	chr1-52269182-52271301
ENSMUSG00000015697	chr3-95133257-95134181
ENSMUSG00000038793	chr1-180487337-180487771
ENSMUSG00000027488	chr2-154555197-154555791
ENSMUSG00000078923	chr2-167167363-167168428
ENSMUSG00000026568	chr1-164926452-164927654
ENSMUSG00000026960	chr2-52589715-52591654
ENSMUSG00000062646	chr2-119743844-119745548
ENSMUSG00000036352	chr2-26060367-26061731
ENSMUSG00000074643	chr2-156064988-156066918
ENSMUSG00000027649	chr2-157458359-157459089
ENSMUSG00000042572	chr3-89182639-89184645
ENSMUSG00000027405	chr2-130166010-130167474
ENSMUSG00000090733	chr3-90078876-90080676
ENSMUSG00000037062	chr3-144201833-144202648
ENSMUSG00000010609	chr1-180255327-180257069
ENSMUSG00000040389	chr3-108443976-108445839
ENSMUSG00000056708	chr1-154785924-154786726
ENSMUSG00000026604	chr1-189727388-189729101
ENSMUSG00000035399	chr2-163702342-163704429
ENSMUSG00000094962	chr3-55687124-55688587
ENSMUSG00000027637	chr2-156392707-156394530
ENSMUSG00000026383	chr1-119383509-119384622
ENSMUSG00000042197	chr1-34005239-34007719
ENSMUSG00000038936	chr1-179667589-179669463
ENSMUSG00000097760	chr1-132315658-132317151
ENSMUSG00000026112	chr1-37113392-37114557
ENSMUSG00000085767	chr2-26436865-26437863
ENSMUSG00000038369	chr2-155764438-155765642
ENSMUSG00000067028	chr1-99772097-99773789
ENSMUSG00000027737	chr3-50612423-50613930
ENSMUSG00000105552	chr3-89714379-89716371
ENSMUSG00000026816	chr2-28066860-28069390
ENSMUSG00000090031	chr1-5915267-5917981
ENSMUSG00000044783	chr1-88276562-88278476
ENSMUSG00000036850	chr2-24904877-24906112
ENSMUSG00000059013	chr2-32186637-32188072
ENSMUSG00000048486	chr2-163231570-163232744
ENSMUSG00000042751	chr1-153225546-153226710
ENSMUSG00000050947	chr3-108422786-108426240
ENSMUSG00000068115	chr2-150841735-150842625
ENSMUSG00000052310	chr3-89747025-89748232
ENSMUSG00000039519	chr3-18714818-18716478
ENSMUSG00000041907	chr1-43468903-43469626
ENSMUSG00000074457	chr3-90219937-90221165
ENSMUSG00000037509	chr1-34409444-34410483
ENSMUSG00000008958	chr3-95227290-95230917
ENSMUSG00000027180	chr2-104237017-104238349
ENSMUSG00000074607	chr2-163253155-163254586
ENSMUSG00000026434	chr1-131689785-131691699
ENSMUSG00000027581	chr2-180701108-180702808
ENSMUSG00000027239	chr2-92061316-92061800
ENSMUSG00000003617	chr3-20153971-20155492
ENSMUSG00000026788	chr2-32966436-32968065
ENSMUSG00000027655	chr2-158732892-158735363
ENSMUSG00000026857	chr2-30920018-30920877
ENSMUSG00000074749	chr2-147193233-147195724
ENSMUSG00000017764	chr2-165000921-165003284
ENSMUSG00000026743	chr2-17837461-17840106
ENSMUSG00000027804	chr3-79818037-79818780
ENSMUSG00000090100	chr2-120770137-120771257
ENSMUSG00000034220	chr1-93139571-93140518
ENSMUSG00000026833	chr2-27835198-27836768
ENSMUSG00000039686	chr2-30384041-30385962
ENSMUSG00000026356	chr1-128015232-128016500
ENSMUSG00000091457	chr2-20648986-20650720
ENSMUSG00000036580	chr3-55397694-55398834
ENSMUSG00000026259	chr1-87721015-87722040
ENSMUSG00000060244	chr1-170857161-170858016
ENSMUSG00000049288	chr3-96261751-96264136
ENSMUSG00000027498	chr2-172352632-172353693
ENSMUSG00000025766	chr3-42110885-42111967
ENSMUSG00000036249	chr2-52210290-52211937
ENSMUSG00000039108	chr2-179836885-179838083
ENSMUSG00000015747	chr3-96240288-96241269
ENSMUSG00000079610	chr1-36303125-36304058
ENSMUSG00000033021	chr1-75477256-75478361
ENSMUSG00000099969	chr1-153083349-153085647
ENSMUSG00000007476	chr2-30048211-30049550
ENSMUSG00000064302	chr1-118434748-118436537
ENSMUSG00000054387	chr1-132565036-132568394
ENSMUSG00000028063	chr3-88231964-88232931
ENSMUSG00000039205	chr2-32741055-32743351
ENSMUSG00000026554	chr1-172082132-172083396
ENSMUSG00000068749	chr3-108307403-108308251
ENSMUSG00000017307	chr2-164517781-164519099
ENSMUSG00000027674	chr3-33000193-33002324
ENSMUSG00000074627	chr2-156740569-156742879
ENSMUSG00000041997	chr2-70261690-70263117
ENSMUSG00000075318	chr2-65859767-65861240
ENSMUSG00000028098	chr3-96180618-96182914
ENSMUSG00000008333	chr2-142548528-142549387
ENSMUSG00000017999	chr2-166974152-166976824
ENSMUSG00000026017	chr1-59803569-59805895
ENSMUSG00000026792	chr2-33058490-33059564
ENSMUSG00000104585	chr3-79440869-79441901
ENSMUSG00000087473	chr2-104444712-104445882
ENSMUSG00000027605	chr2-155803792-155805684
ENSMUSG00000035399	chr2-162921876-162923615
ENSMUSG00000005886	chr1-13196149-13197719
ENSMUSG00000027829	chr3-65585998-65587977
ENSMUSG00000067786	chr2-157434344-157435405
ENSMUSG00000029419	chr2-25265935-25267625
ENSMUSG00000103961	chr1-187446261-187447291
ENSMUSG00000027551	chr2-169060270-169062174
ENSMUSG00000026107	chr1-51380078-51380886
ENSMUSG00000028063	chr3-88138172-88139523
ENSMUSG00000097156	chr3-87755780-87756718
ENSMUSG00000018417	chr1-51836940-51838575
ENSMUSG00000005774	chr3-95159755-95161773
ENSMUSG00000037376	chr2-132397753-132398848
ENSMUSG00000027796	chr3-55111769-55113600
ENSMUSG00000037509	chr1-34813574-34814516
ENSMUSG00000040836	chr1-165583486-165584262
ENSMUSG00000026201	chr1-75572558-75575181
ENSMUSG00000099632	chr2-163284491-163286050
ENSMUSG00000026202	chr1-75128550-75129614
ENSMUSG00000044098	chr3-103850750-103852922
ENSMUSG00000059005	chr2-75831695-75833038
ENSMUSG00000052310	chr3-90508163-90510042
ENSMUSG00000041911	chr2-70913419-70915271
ENSMUSG00000027175	chr2-104409639-104410988
ENSMUSG00000026469	chr1-155192398-155193712
ENSMUSG00000026074	chr1-39936279-39937470
ENSMUSG00000044098	chr3-103392418-103394503
ENSMUSG00000039983	chr2-118403489-118404878
ENSMUSG00000026234	chr1-86378448-86379795
ENSMUSG00000039983	chr2-118789220-118792245
ENSMUSG00000026504	chr1-176985343-176986802
ENSMUSG00000052331	chr1-54595837-54596785
ENSMUSG00000027953	chr3-89319470-89320048
ENSMUSG00000026065	chr1-40324024-40326442
ENSMUSG00000035033	chr2-61655076-61657402
ENSMUSG00000040612	chr1-166043514-166044439
ENSMUSG00000090553	chr1-133798491-133801593
ENSMUSG00000068134	chr2-150362200-150363191
ENSMUSG00000053192	chr3-95280768-95283802
ENSMUSG00000026634	chr1-191031127-191031818
ENSMUSG00000058318	chr2-92022870-92024728
ENSMUSG00000027637	chr2-157026849-157028653
ENSMUSG00000052539	chr3-104511049-104512528
ENSMUSG00000026024	chr1-59622911-59623951
ENSMUSG00000027263	chr2-120849558-120851180
ENSMUSG00000039621	chr2-166107851-166108909
ENSMUSG00000027284	chr2-121169827-121171841
ENSMUSG00000052544	chr3-153105319-153106810
ENSMUSG00000074457	chr3-90247635-90249098
ENSMUSG00000053166	chr2-164953036-164953800
ENSMUSG00000006299	chr1-74391242-74392673
ENSMUSG00000015095	chr2-24934094-24936067
ENSMUSG00000010505	chr2-181147745-181148177
ENSMUSG00000046688	chr3-128001837-128003916
ENSMUSG00000074582	chr2-166153945-166155951
ENSMUSG00000026203	chr1-75444498-75446244
ENSMUSG00000027406	chr2-129873400-129875107
ENSMUSG00000026087	chr1-38240069-38242207
ENSMUSG00000017760	chr2-165042803-165044138
ENSMUSG00000075700	chr3-58982786-58984538
ENSMUSG00000028191	chr3-145949925-145950868
ENSMUSG00000039449	chr2-4600899-4602308
ENSMUSG00000007476	chr2-29700475-29701482
ENSMUSG00000039086	chr2-179916741-179917767
ENSMUSG00000056476	chr3-59166846-59169595
ENSMUSG00000033486	chr2-121288538-121290398
ENSMUSG00000068747	chr3-108553830-108555262
ENSMUSG00000050947	chr3-108153941-108155158
ENSMUSG00000025964	chr1-63264752-63266541
ENSMUSG00000050315	chr3-122813720-122815238
ENSMUSG00000017707	chr2-163138497-163139787
ENSMUSG00000054484	chr2-120337726-120338935
ENSMUSG00000027883	chr3-108158201-108159403
ENSMUSG00000025964	chr1-63729855-63731117
ENSMUSG00000098051	chr2-180953656-180955430
ENSMUSG00000039686	chr2-29747065-29747802
ENSMUSG00000035666	chr2-28295617-28296666
ENSMUSG00000023572	chr2-121139372-121141296
ENSMUSG00000027523	chr2-173659042-173660369
ENSMUSG00000049044	chr2-72108286-72109445
ENSMUSG00000059173	chr2-80073428-80075274
ENSMUSG00000041889	chr1-134865587-134867001
ENSMUSG00000027620	chr2-156400810-156402126
ENSMUSG00000018322	chr2-164002248-164003713
ENSMUSG00000000247	chr2-37908347-37909599
ENSMUSG00000037761	chr2-158385834-158387589
ENSMUSG00000089872	chr1-191025118-191026953
ENSMUSG00000074578	chr2-166833377-166835075
ENSMUSG00000041912	chr3-94786007-94787806
ENSMUSG00000034088	chr1-93619908-93621785
ENSMUSG00000026849	chr2-30414876-30416695
ENSMUSG00000055322	chr1-74661024-74662741
ENSMUSG00000027574	chr2-180909965-180911984
ENSMUSG00000038806	chr1-180510243-180511087
ENSMUSG00000038174	chr1-58855985-58857379
ENSMUSG00000027599	chr3-19215348-19217997
ENSMUSG00000056763	chr1-10141208-10142655
ENSMUSG00000026655	chr2-3957993-3959526
ENSMUSG00000000794	chr3-89872169-89873184
ENSMUSG00000027809	chr3-79842176-79843587
ENSMUSG00000000876	chr2-154226783-154228736
ENSMUSG00000016181	chr1-193034561-193036644
ENSMUSG00000089762	chr2-30133251-30134609
ENSMUSG00000027067	chr2-84726786-84728072
ENSMUSG00000079110	chr2-120403510-120405082
ENSMUSG00000026558	chr1-167505390-167506933
ENSMUSG00000027487	chr2-154557931-154559220
ENSMUSG00000027823	chr3-63963538-63965212
ENSMUSG00000049044	chr2-71388807-71389846
ENSMUSG00000026765	chr2-49743492-49744735
ENSMUSG00000087445	chr2-156990468-156992480
ENSMUSG00000056501	chr2-167690490-167691397
ENSMUSG00000040035	chr2-118975442-118977157
ENSMUSG00000084892	chr2-29819784-29821174
ENSMUSG00000027787	chr3-69193451-69194994
ENSMUSG00000042548	chr2-153382783-153383946
ENSMUSG00000004768	chr1-33932736-33933822
ENSMUSG00000026849	chr2-30686795-30687651
ENSMUSG00000053963	chr1-180255327-180257069
ENSMUSG00000063052	chr3-157533681-157535234
ENSMUSG00000068749	chr3-108432114-108434128
ENSMUSG00000037499	chr1-190836016-190836848
ENSMUSG00000033014	chr3-103057807-103059156
ENSMUSG00000026927	chr2-25835878-25836904
ENSMUSG00000058318	chr2-91652693-91653470
ENSMUSG00000006476	chr2-24622774-24625363
ENSMUSG00000027067	chr2-84886288-84887404
ENSMUSG00000001419	chr3-87565539-87566812
ENSMUSG00000026223	chr1-85921252-85923092
ENSMUSG00000027198	chr2-93327773-93328846
ENSMUSG00000037111	chr3-51275881-51277942
ENSMUSG00000002102	chr2-90466156-90467218
ENSMUSG00000075316	chr2-65979329-65980990
ENSMUSG00000033439	chr3-116904081-116904525
ENSMUSG00000017897	chr2-164967690-164969897
ENSMUSG00000027429	chr2-144526568-144528181
ENSMUSG00000027886	chr3-108815366-108816515
ENSMUSG00000090071	chr1-74824522-74825414
ENSMUSG00000026854	chr2-30544384-30545914
ENSMUSG00000027438	chr2-148148141-148150077
ENSMUSG00000027304	chr2-119741608-119743713
ENSMUSG00000068732	chr3-108854905-108856660
ENSMUSG00000026632	chr1-191093335-191094364
ENSMUSG00000027957	chr3-116711608-116713324
ENSMUSG00000019188	chr2-152788854-152790010
ENSMUSG00000050896	chr2-85011714-85013253
ENSMUSG00000039108	chr2-179518245-179519692
ENSMUSG00000067786	chr2-156927482-156928320
ENSMUSG00000026926	chr2-26603435-26604998
ENSMUSG00000017999	chr2-166712390-166714621
ENSMUSG00000026470	chr1-154788092-154789058
ENSMUSG00000025762	chr3-40799376-40800930
ENSMUSG00000004897	chr3-87748535-87749752
ENSMUSG00000062232	chr3-79068767-79070211
ENSMUSG00000058318	chr2-92402275-92403532
ENSMUSG00000036890	chr2-45108290-45110504
ENSMUSG00000033411	chr2-121716730-121717616
ENSMUSG00000028010	chr3-129308067-129310133
ENSMUSG00000033767	chr3-84314474-84315296
ENSMUSG00000027217	chr2-93418191-93418963
ENSMUSG00000034009	chr3-79181132-79182556
ENSMUSG00000040269	chr3-9200040-9200770
ENSMUSG00000026200	chr1-75234664-75235020
ENSMUSG00000057182	chr2-65684279-65685619
ENSMUSG00000016194	chr1-193086342-193087708
ENSMUSG00000039826	chr2-29487984-29489331
ENSMUSG00000032913	chr3-104637702-104639773
ENSMUSG00000027223	chr2-91927836-91929224
ENSMUSG00000055371	chr2-52943026-52944447
ENSMUSG00000026270	chr1-92697880-92700023
ENSMUSG00000102548	chr1-167118880-167120899
ENSMUSG00000027016	chr2-77589077-77590608
ENSMUSG00000026188	chr1-72413950-72414869
ENSMUSG00000094962	chr3-55351481-55352336
ENSMUSG00000039536	chr2-166522000-166523425
ENSMUSG00000042520	chr3-90412422-90413611
ENSMUSG00000042737	chr3-89348870-89350718
ENSMUSG00000038860	chr2-32602529-32603157
ENSMUSG00000026088	chr1-38417138-38419232
ENSMUSG00000027573	chr2-180723473-180726197
ENSMUSG00000074754	chr2-144555425-144556697
ENSMUSG00000027669	chr3-32697761-32698886
ENSMUSG00000027593	chr2-154233076-154234170
ENSMUSG00000106218	chr3-89101399-89102459
ENSMUSG00000038085	chr2-156563052-156564605
ENSMUSG00000001418	chr3-88190799-88193038
ENSMUSG00000026576	chr1-164394782-164396302
ENSMUSG00000085838	chr2-73528852-73530266
ENSMUSG00000006576	chr1-75338197-75340513
ENSMUSG00000003660	chr2-127537178-127538174
ENSMUSG00000016194	chr1-192854518-192856225
ENSMUSG00000025949	chr1-64791317-64793353
ENSMUSG00000026385	chr1-120320777-120322019
ENSMUSG00000025969	chr1-62702850-62703888
ENSMUSG00000027806	chr3-57998087-57999584
ENSMUSG00000019188	chr2-152343026-152344927
ENSMUSG00000026816	chr2-28204090-28206302
ENSMUSG00000058729	chr1-180849878-180851604
ENSMUSG00000026821	chr2-28201465-28201942
ENSMUSG00000038766	chr3-95066161-95067079
ENSMUSG00000027306	chr2-119799138-119801380
ENSMUSG00000038026	chr1-172412164-172412814
ENSMUSG00000087679	chr2-25557179-25558592
ENSMUSG00000038848	chr2-180455779-180457124
ENSMUSG00000025971	chr1-57642043-57644243
ENSMUSG00000026185	chr1-72578253-72579165
ENSMUSG00000042229	chr1-134831898-134833026
ENSMUSG00000034723	chr2-134845381-134847224
ENSMUSG00000010538	chr3-88190799-88193038
ENSMUSG00000015750	chr3-95997233-95997953
ENSMUSG00000026820	chr2-32428166-32429113
ENSMUSG00000026491	chr1-179590889-179592419
ENSMUSG00000027394	chr2-129089488-129091225
ENSMUSG00000005774	chr3-95005305-95008408
ENSMUSG00000026470	chr1-154702251-154703633
ENSMUSG00000062590	chr1-86281128-86282685
ENSMUSG00000040549	chr2-91652693-91653470
ENSMUSG00000026478	chr1-153384583-153387343
ENSMUSG00000075284	chr2-73560467-73562185
ENSMUSG00000060336	chr2-149872301-149874225
ENSMUSG00000015776	chr2-26627837-26629688
ENSMUSG00000033902	chr2-119872206-119873821
ENSMUSG00000039804	chr2-164769323-164770226
ENSMUSG00000025982	chr1-54896191-54897943
ENSMUSG00000039262	chr2-32307009-32308713
ENSMUSG00000004895	chr3-87524896-87526533
ENSMUSG00000014867	chr2-27037987-27039794
ENSMUSG00000035226	chr2-163722354-163723286
ENSMUSG00000068742	chr2-92022870-92024728
ENSMUSG00000027677	chr3-33440318-33441314
ENSMUSG00000037843	chr2-157536753-157537801
ENSMUSG00000003382	chr3-87524896-87526533
ENSMUSG00000027223	chr2-92477482-92478561
ENSMUSG00000023572	chr2-121288538-121290398
ENSMUSG00000026834	chr2-58356284-58358675
ENSMUSG00000041570	chr1-136538112-136539152
ENSMUSG00000097760	chr1-132594094-132595479
ENSMUSG00000027593	chr2-155050153-155051918
ENSMUSG00000053192	chr3-95629654-95630238
ENSMUSG00000015488	chr2-26500018-26501266
ENSMUSG00000007097	chr1-171788145-171789635
ENSMUSG00000039046	chr2-6192864-6194041
ENSMUSG00000027952	chr3-89584168-89586408
ENSMUSG00000058135	chr3-108083961-108086825
ENSMUSG00000004880	chr1-181549497-181550312
ENSMUSG00000028188	chr3-146681767-146682977
ENSMUSG00000017721	chr2-164073942-164074671
ENSMUSG00000037434	chr1-191526820-191528677
ENSMUSG00000050064	chr3-98258785-98260164
ENSMUSG00000027589	chr2-181385809-181386520
ENSMUSG00000026434	chr1-132043337-132044520
ENSMUSG00000027489	chr2-154676756-154678156
ENSMUSG00000063235	chr2-91236325-91237970
ENSMUSG00000036833	chr2-25125901-25128681
ENSMUSG00000026112	chr1-37299479-37301448
ENSMUSG00000026158	chr1-23201998-23203306
ENSMUSG00000115018	chr2-25500178-25501947
ENSMUSG00000037152	chr3-50982626-50984651
ENSMUSG00000026193	chr1-72123106-72124585
ENSMUSG00000042429	chr1-134115176-134116142
ENSMUSG00000026452	chr1-134343509-134345589
ENSMUSG00000019699	chr1-177321740-177323747
ENSMUSG00000028271	chr3-142700246-142701867
ENSMUSG00000027163	chr2-101919828-101921247
ENSMUSG00000067787	chr2-156973127-156974433
ENSMUSG00000068264	chr2-130641644-130643340
ENSMUSG00000027429	chr2-144171846-144172915
ENSMUSG00000037499	chr1-191097670-191098865
ENSMUSG00000051149	chr2-168543951-168544735
ENSMUSG00000068479	chr2-121413029-121414677
ENSMUSG00000063659	chr1-176929413-176930306
ENSMUSG00000026648	chr2-3739164-3740549
ENSMUSG00000079484	chr2-30269804-30270831
ENSMUSG00000062908	chr3-153173837-153175330
ENSMUSG00000028089	chr3-97725126-97726378
ENSMUSG00000079045	chr1-189631376-189633022
ENSMUSG00000087301	chr2-66579183-66581336
ENSMUSG00000026228	chr1-86486966-86488338
ENSMUSG00000046688	chr3-127395011-127396604
ENSMUSG00000028039	chr3-89299222-89300103
ENSMUSG00000033544	chr1-157076179-157077524
ENSMUSG00000026163	chr1-83152667-83153877
ENSMUSG00000064329	chr2-65896165-65897589
ENSMUSG00000052534	chr1-168341401-168342657
ENSMUSG00000068732	chr3-108225156-108227239
ENSMUSG00000026641	chr1-171110616-171112299
ENSMUSG00000067786	chr2-157492787-157493895
ENSMUSG00000016200	chr1-192598129-192598919
ENSMUSG00000027350	chr2-132757822-132758475
ENSMUSG00000027944	chr3-90292342-90294181
ENSMUSG00000026966	chr2-25125901-25128681
ENSMUSG00000017754	chr2-165166771-165167596
ENSMUSG00000046404	chr1-130997967-130999242
ENSMUSG00000049086	chr2-25167645-25168802
